139.,SEVNICA,8.985.674 ,1.728.067 ,485.641 ,65.486 ,1.086.054 ,158.734 ,12.561 ,175.634 ,5.825 ,11.033 ,539.196 ,572 ,4.006 ,23.051 ,155.442 ,73.723 ,66.575 ,7.148 ,0 ,0 ,17.163 ,6.731 ,10.432 ,0 ,3.614.146 ,189.743 ,0 ,189.743 ,921.762 ,0 ,0 ,0 ,0 ,10.633 ,911.129 ,277.137 ,277.137 ,2.225.505 ,68.085 ,124.566 ,0 ,2.032.853 ,0 ,2.262.281 ,2.262.281 ,44.634 ,0 ,27.783 ,0 ,1.810.349 ,214.676 ,64.651 ,0 ,100.188 ,1.381.180 ,1.381.180 ,819.158 ,0 ,13.095 ,461.701 ,0 ,0 ,0 ,87.227 ,0 ,19.930 
140.,SEŽANA,10.090.290 ,1.886.225 ,558.187 ,80.563 ,1.231.155 ,113.441 ,88.182 ,430.408 ,4.048 ,2.408 ,244.584 ,16.892 ,847 ,28.868 ,301.477 ,12.147 ,5.984 ,0 ,6.163 ,0 ,4.173 ,0 ,4.173 ,0 ,3.716.254 ,119.229 ,22.346 ,96.883 ,1.241.925 ,0 ,0 ,0 ,0 ,2.103 ,1.239.822 ,253.000 ,253.000 ,2.102.099 ,111.505 ,64.743 ,18.887 ,1.906.965 ,0 ,3.063.825 ,3.063.825 ,144.771 ,12.940 ,94.150 ,0 ,2.537.060 ,65.782 ,53.622 ,0 ,155.500 ,1.423.986 ,1.423.986 ,110.357 ,0 ,21.699 ,878.777 ,0 ,0 ,0 ,413.153 ,0 ,-1.081.101 
141.,MESTNA OBČINA SLOVENJ GRADEC,11.647.984 ,3.105.462 ,706.493 ,101.139 ,2.252.662 ,180.129 ,162.727 ,236.304 ,50.054 ,17.664 ,1.069.988 ,145.756 ,29.281 ,30.133 ,330.625 ,44.333 ,1.189 ,0 ,43.144 ,0 ,835 ,0 ,835 ,0 ,3.209.886 ,32.678 ,0 ,32.678 ,1.609.932 ,21.274 ,0 ,142 ,0 ,5.629 ,1.582.887 ,417.994 ,417.994 ,1.148.598 ,41.007 ,95.948 ,53.071 ,958.571 ,684 ,4.426.202 ,4.426.202 ,24.003 ,0 ,80.024 ,27.762 ,3.568.745 ,74.545 ,187.097 ,0 ,464.025 ,906.435 ,906.435 ,0 ,0 ,0 ,906.435 ,0 ,0 ,0 ,0 ,0 ,1.188.024 
142.,SLOVENSKA BISTRICA,15.629.465 ,2.595.184 ,689.409 ,96.749 ,1.693.136 ,186.822 ,71.599 ,506.188 ,20.088 ,10.933 ,701.114 ,7.457 ,23.427 ,31.280 ,134.226 ,36.605 ,36.605 ,0 ,0 ,0 ,79.286 ,0 ,79.286 ,0 ,5.828.847 ,104.010 ,0 ,104.010 ,2.944.150 ,0 ,0 ,23.527 ,0 ,61.263 ,2.859.360 ,571.758 ,571.758 ,2.208.930 ,454.878 ,226.803 ,168.223 ,1.359.026 ,0 ,5.309.143 ,5.309.143 ,41.729 ,0 ,45.531 ,492 ,4.652.270 ,150.134 ,21.457 ,4.323 ,393.206 ,1.896.290 ,1.896.290 ,890.544 ,0 ,142.693 ,0 ,0 ,0 ,0 ,863.053 ,0 ,-373.560 
143.,SLOVENSKE KONJICE,6.739.334 ,1.251.832 ,313.808 ,48.715 ,842.614 ,311.513 ,17.205 ,123.969 ,13.028 ,104 ,228.209 ,1.911 ,22.162 ,16.838 ,107.674 ,5.028 ,5.028 ,0 ,0 ,0 ,41.667 ,16.629 ,25.038 ,0 ,2.698.289 ,93.586 ,0 ,93.586 ,1.395.919 ,0 ,17.401 ,1.920 ,0 ,19.967 ,1.356.631 ,210.971 ,210.971 ,997.813 ,153.213 ,104.319 ,68.161 ,672.121 ,0 ,1.335.537 ,1.335.537 ,0 ,643 ,15.231 ,855 ,948.819 ,87.811 ,92.259 ,0 ,189.918 ,1.453.676 ,1.453.676 ,415.878 ,125.188 ,60.608 ,601.790 ,0 ,0 ,0 ,250.213 ,0 ,218.390 
144.,SODRAŽICA,1.022.872 ,312.210 ,75.004 ,11.263 ,221.532 ,48.214 ,4.327 ,13.082 ,609 ,2.157 ,128.818 ,0 ,104 ,3.593 ,20.627 ,0 ,0 ,0 ,0 ,0 ,4.411 ,4.411 ,0 ,0 ,396.353 ,8.392 ,0 ,8.392 ,95.840 ,0 ,0 ,8.258 ,0 ,371 ,87.210 ,21.536 ,21.536 ,270.585 ,31.518 ,0 ,0 ,239.067 ,0 ,272.446 ,272.446 ,0 ,0 ,2.287 ,4.636 ,212.531 ,0 ,0 ,0 ,52.992 ,41.863 ,41.863 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,41.863 ,0 ,-1.461 
145.,SOLČAVA,523.790 ,154.548 ,54.290 ,5.354 ,94.496 ,14.476 ,0 ,22.972 ,0 ,1.385 ,49.053 ,793 ,0 ,835 ,4.982 ,409 ,0 ,0 ,409 ,0 ,0 ,0 ,0 ,0 ,213.892 ,37.223 ,19.095 ,18.127 ,85.662 ,0 ,0 ,3.589 ,0 ,0 ,82.073 ,57.586 ,57.586 ,33.421 ,705 ,3.768 ,188 ,28.760 ,0 ,87.256 ,87.256 ,8.346 ,0 ,1.156 ,0 ,46.975 ,0 ,730 ,0 ,30.049 ,68.094 ,68.094 ,0 ,0 ,0 ,49.274 ,0 ,6.301 ,12.519 ,0 ,0 ,-6.760 
146.,STARŠE,2.056.556 ,549.032 ,151.060 ,20.810 ,374.708 ,51.953 ,1.920 ,127.074 ,2.283 ,9.473 ,95.001 ,4.711 ,0 ,6.735 ,75.559 ,367 ,0 ,367 ,0 ,0 ,2.086 ,2.086 ,0 ,0 ,693.344 ,39.689 ,0 ,39.689 ,118.703 ,0 ,0 ,0 ,0 ,0 ,118.703 ,98.322 ,98.322 ,436.630 ,0 ,28.422 ,0 ,408.208 ,0 ,708.680 ,708.680 ,0 ,0 ,7.478 ,9.752 ,593.486 ,4.928 ,0 ,0 ,93.035 ,105.500 ,105.500 ,0 ,0 ,36.050 ,0 ,0 ,0 ,0 ,69.450 ,0 ,291.950 
147.,SVETA ANA,1.147.876 ,155.489 ,71.558 ,8.947 ,64.841 ,19.505 ,0 ,8.382 ,2.202 ,1.341 ,4.490 ,0 ,0 ,2.979 ,25.941 ,4.385 ,4.385 ,0 ,0 ,0 ,5.759 ,0 ,5.759 ,0 ,477.935 ,17.818 ,0 ,17.818 ,95.481 ,0 ,3.255 ,0 ,0 ,0 ,92.226 ,30.368 ,30.368 ,334.269 ,0 ,13.175 ,0 ,321.093 ,0 ,496.909 ,496.909 ,48.374 ,4.773 ,6.761 ,0 ,388.298 ,0 ,0 ,0 ,48.703 ,17.543 ,17.543 ,0 ,0 ,0 ,0 ,0 ,0 ,4.173 ,13.370 ,0 ,59.644 
148.,SVETI ANDRAŽ V SLOVENSKIH GORICAH,792.939 ,200.129 ,75.200 ,10.507 ,113.587 ,22.071 ,1.978 ,19.796 ,0 ,7.945 ,36.442 ,0 ,0 ,3.063 ,22.292 ,0 ,0 ,0 ,0 ,0 ,835 ,0 ,835 ,0 ,170.614 ,4.281 ,0 ,4.281 ,101.548 ,0 ,2.278 ,0 ,0 ,0 ,99.270 ,16.988 ,16.988 ,47.797 ,4.110 ,12.423 ,0 ,31.264 ,0 ,400.129 ,400.129 ,0 ,0 ,8.684 ,292 ,346.178 ,7.198 ,0 ,0 ,37.778 ,22.066 ,22.066 ,6.109 ,0 ,6.602 ,0 ,0 ,0 ,0 ,9.356 ,0 ,-35.115 
149.,SVETI JURIJ,1.360.309 ,348.670 ,90.476 ,12.948 ,245.246 ,7.398 ,2.262 ,22.601 ,0 ,1.731 ,150.920 ,436 ,0 ,4.354 ,55.544 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,512.687 ,37.746 ,0 ,37.746 ,98.054 ,0 ,0 ,0 ,0 ,0 ,98.054 ,61.665 ,61.665 ,315.221 ,0 ,26.006 ,747 ,288.469 ,0 ,492.383 ,492.383 ,0 ,0 ,8.245 ,1.269 ,455.829 ,9.760 ,7.007 ,0 ,10.273 ,6.570 ,6.570 ,6.570 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2.314 
150.,ŠALOVCI,1.393.572 ,224.484 ,40.846 ,5.871 ,151.158 ,56.407 ,1.065 ,20.128 ,0 ,2.919 ,53.836 ,0 ,0 ,1.386 ,15.418 ,3.678 ,3.678 ,0 ,0 ,0 ,22.930 ,18.294 ,4.636 ,0 ,262.183 ,10.163 ,0 ,10.163 ,170.217 ,22.216 ,0 ,26.554 ,0 ,0 ,121.447 ,47.615 ,47.615 ,34.189 ,0 ,0 ,3.631 ,30.557 ,0 ,734.457 ,734.457 ,0 ,5.741 ,9.430 ,0 ,444.861 ,252.738 ,0 ,0 ,21.688 ,172.447 ,172.447 ,4.676 ,0 ,29.210 ,0 ,0 ,0 ,0 ,138.561 ,0 ,-117.863 
151.,ŠEMPETER - VRTOJBA,5.487.778 ,1.627.344 ,210.786 ,36.211 ,1.379.299 ,596.766 ,66.728 ,404.510 ,5.550 ,4.209 ,36.595 ,37.901 ,72.770 ,11.824 ,142.447 ,0 ,0 ,0 ,0 ,0 ,1.047 ,1.047 ,0 ,0 ,1.414.378 ,149.334 ,104.473 ,44.862 ,168.456 ,0 ,0 ,0 ,0 ,20.217 ,148.238 ,251.352 ,251.352 ,845.236 ,0 ,10.314 ,0 ,834.923 ,0 ,1.622.562 ,1.622.562 ,272.475 ,0 ,60.444 ,0 ,791.593 ,171.082 ,212.782 ,0 ,114.185 ,823.494 ,823.494 ,98.827 ,34.427 ,39.413 ,0 ,0 ,0 ,0 ,650.828 ,0 ,561.764 
152.,ŠENČUR,4.227.324 ,754.565 ,141.721 ,20.364 ,581.585 ,82.837 ,11.138 ,97.747 ,3.806 ,1.419 ,268.532 ,6.677 ,0 ,7.415 ,102.016 ,0 ,0 ,0 ,0 ,0 ,10.896 ,6.723 ,4.173 ,0 ,1.217.739 ,64.722 ,839 ,63.883 ,747.250 ,0 ,8.993 ,1.419 ,0 ,0 ,736.839 ,193.060 ,193.060 ,212.707 ,24.495 ,38.933 ,0 ,149.278 ,0 ,2.105.921 ,2.105.921 ,183.204 ,0 ,181.844 ,29.286 ,1.551.269 ,38.040 ,22.196 ,0 ,100.083 ,149.099 ,149.099 ,0 ,0 ,38.558 ,36.914 ,0 ,0 ,0 ,73.627 ,0 ,-917.001 
153.,ŠENTILJ,5.293.877 ,914.166 ,500.179 ,39.818 ,363.227 ,47.898 ,3.456 ,37.369 ,9.412 ,4.863 ,42.832 ,89.947 ,0 ,13.954 ,113.496 ,10.942 ,10.942 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.720.415 ,110.120 ,0 ,110.120 ,403.291 ,0 ,0 ,0 ,0 ,0 ,403.291 ,310.611 ,310.611 ,1.896.394 ,0 ,127.453 ,0 ,1.768.941 ,0 ,1.559.966 ,1.559.966 ,0 ,8.121 ,32.156 ,0 ,1.300.789 ,60.187 ,81.509 ,0 ,77.203 ,99.330 ,99.330 ,0 ,0 ,0 ,0 ,0 ,0 ,40.909 ,58.421 ,0 ,138.686 
154.,ŠENTJERNEJ,4.130.295 ,973.022 ,170.389 ,24.892 ,767.309 ,110.891 ,76.340 ,221.102 ,3.000 ,9.026 ,219.250 ,11.947 ,2.107 ,9.268 ,104.377 ,0 ,0 ,0 ,0 ,0 ,10.432 ,10.432 ,0 ,0 ,1.128.681 ,114.768 ,0 ,114.768 ,805.663 ,5.567 ,0 ,40.369 ,0 ,1.836 ,757.891 ,105.596 ,105.596 ,102.654 ,0 ,0 ,0 ,102.654 ,0 ,2.005.287 ,2.005.287 ,0 ,21.407 ,6.172 ,0 ,1.075.601 ,462.815 ,333.012 ,0 ,106.280 ,23.306 ,23.306 ,9.944 ,0 ,9.189 ,4.173 ,0 ,0 ,0 ,0 ,0 ,-329.599 
155.,ŠENTJUR,8.990.477 ,2.513.316 ,512.707 ,75.931 ,1.725.580 ,151.794 ,96.328 ,115.431 ,14.363 ,3.847 ,943.703 ,8.271 ,234 ,26.060 ,365.548 ,63.061 ,28.701 ,0 ,34.360 ,0 ,136.037 ,0 ,136.037 ,0 ,4.062.356 ,35.174 ,32.499 ,2.675 ,1.836.459 ,0 ,0 ,0 ,0 ,0 ,1.836.459 ,498.852 ,498.852 ,1.691.871 ,699.745 ,196.866 ,0 ,795.260 ,0 ,1.660.328 ,1.660.328 ,0 ,0 ,41.996 ,8.371 ,1.117.643 ,38.992 ,218.298 ,0 ,235.028 ,754.478 ,754.478 ,0 ,0 ,0 ,605.237 ,0 ,0 ,0 ,149.241 ,0 ,72.446 
156.,ŠKOCJAN,1.647.200 ,419.863 ,77.909 ,10.003 ,327.779 ,25.664 ,0 ,27.007 ,2.587 ,6.376 ,169.262 ,0 ,0 ,3.151 ,93.732 ,0 ,0 ,0 ,0 ,0 ,4.173 ,0 ,4.173 ,0 ,656.005 ,60.762 ,0 ,60.762 ,167.802 ,0 ,0 ,167 ,0 ,3.822 ,163.812 ,81.163 ,81.163 ,346.278 ,0 ,24.620 ,0 ,321.657 ,0 ,315.323 ,315.323 ,0 ,0 ,12.093 ,14.459 ,213.045 ,755 ,14.593 ,0 ,60.378 ,256.009 ,256.009 ,14.380 ,0 ,14.605 ,203.985 ,0 ,0 ,0 ,23.039 ,0 ,191.688 
157.,ŠKOFJA LOKA,10.650.346 ,3.285.069 ,790.394 ,111.392 ,2.252.804 ,266.370 ,37.765 ,83.425 ,11.467 ,7.031 ,988.462 ,60.825 ,100.847 ,36.622 ,659.990 ,17.722 ,0 ,0 ,17.722 ,0 ,112.757 ,53.635 ,59.122 ,0 ,3.974.132 ,64.292 ,0 ,64.292 ,2.181.647 ,0 ,0 ,38.403 ,0 ,630 ,2.142.614 ,466.266 ,466.266 ,1.261.926 ,245.497 ,124.683 ,60.491 ,831.255 ,0 ,1.971.728 ,1.971.728 ,23.498 ,8.121 ,29.407 ,136.017 ,790.064 ,885.069 ,66.792 ,0 ,32.762 ,1.419.417 ,1.419.417 ,506.293 ,0 ,19.684 ,0 ,0 ,7.273 ,0 ,886.167 ,0 ,95.372 
158.,ŠKOFLJICA,5.499.449 ,1.173.577 ,190.269 ,25.634 ,895.080 ,330.996 ,2.057 ,90.340 ,12.444 ,1.736 ,320.364 ,11.864 ,4.052 ,5.875 ,115.352 ,0 ,0 ,0 ,0 ,0 ,62.594 ,0 ,62.594 ,0 ,1.259.460 ,33.905 ,0 ,33.905 ,897.751 ,3.614 ,6.973 ,0 ,0 ,0 ,887.164 ,87.999 ,87.999 ,239.806 ,0 ,35.503 ,0 ,204.302 ,0 ,1.981.689 ,1.981.689 ,5.208 ,0 ,13.579 ,1.473 ,1.521.257 ,0 ,65.160 ,0 ,375.013 ,1.084.723 ,1.084.723 ,0 ,0 ,42.384 ,0 ,0 ,0 ,6.664 ,1.035.674 ,0 ,-167.113 
159.,ŠMARJE PRI JELŠAH,4.790.411 ,1.158.379 ,392.722 ,56.084 ,667.977 ,93.853 ,10.553 ,60.428 ,8.571 ,5.262 ,296.641 ,11.697 ,10.495 ,15.598 ,154.878 ,20.731 ,8.897 ,0 ,11.834 ,0 ,20.865 ,0 ,20.865 ,0 ,2.049.825 ,1.252 ,0 ,1.252 ,1.040.523 ,0 ,0 ,0 ,0 ,0 ,1.040.523 ,227.007 ,227.007 ,781.042 ,120.084 ,99.921 ,37.431 ,523.606 ,0 ,1.213.575 ,1.213.575 ,0 ,0 ,112.314 ,3.430 ,904.098 ,74.407 ,14.054 ,0 ,105.270 ,368.632 ,368.632 ,0 ,14.605 ,146.432 ,42.572 ,0 ,0 ,6.259 ,158.763 ,0 ,19.496 
160.,ŠMARTNO OB PAKI,1.370.477 ,454.895 ,91.032 ,13.116 ,344.254 ,42.109 ,5.471 ,27.954 ,217 ,2.112 ,217.656 ,196 ,0 ,5.955 ,42.585 ,0 ,0 ,0 ,0 ,0 ,6.493 ,125 ,6.368 ,0 ,583.158 ,15.398 ,0 ,15.398 ,92.038 ,0 ,1.773 ,0 ,0 ,0 ,90.265 ,97.142 ,97.142 ,378.580 ,2.258 ,15.098 ,993 ,360.232 ,0 ,205.362 ,205.362 ,0 ,0 ,12.360 ,1.627 ,157.912 ,0 ,2.408 ,0 ,31.055 ,127.061 ,127.061 ,0 ,0 ,0 ,98.606 ,0 ,0 ,0 ,28.455 ,0 ,4.402 
161.,ŠMARTNO PRI LITIJI,2.691.128 ,491.898 ,109.505 ,16.213 ,323.754 ,29.893 ,9.169 ,27.920 ,1.606 ,981 ,164.149 ,3.136 ,10.981 ,5.378 ,70.541 ,4.869 ,221 ,0 ,4.648 ,0 ,37.556 ,0 ,37.556 ,0 ,924.158 ,18.430 ,0 ,18.430 ,608.288 ,0 ,12.996 ,0 ,0 ,0 ,595.292 ,77.105 ,77.105 ,220.335 ,3.222 ,35.707 ,0 ,181.407 ,0 ,190.260 ,190.260 ,0 ,0 ,42.566 ,0 ,137.070 ,0 ,0 ,0 ,10.625 ,1.084.812 ,1.084.812 ,0 ,0 ,0 ,14.885 ,0 ,0 ,0 ,1.069.927 ,0 ,15.183 
162.,ŠOŠTANJ,5.629.728 ,1.514.977 ,184.431 ,26.022 ,1.263.232 ,224.149 ,47.563 ,104.332 ,5.078 ,7.394 ,627.675 ,2.191 ,54.995 ,9.055 ,180.800 ,20.426 ,6.589 ,0 ,13.837 ,0 ,20.865 ,0 ,20.865 ,0 ,1.673.698 ,90.532 ,0 ,90.532 ,772.934 ,0 ,0 ,0 ,0 ,0 ,772.934 ,212.373 ,212.373 ,597.859 ,0 ,54.165 ,16.717 ,526.978 ,0 ,2.047.091 ,2.047.091 ,39.226 ,22.117 ,22.167 ,2.600 ,52.028 ,803.005 ,885.462 ,0 ,220.489 ,393.962 ,393.962 ,0 ,0 ,158.388 ,214.710 ,0 ,0 ,0 ,20.865 ,0 ,57.148 
163.,ŠTORE,2.391.875 ,882.223 ,117.034 ,16.420 ,623.569 ,87.356 ,16.817 ,33.880 ,22.096 ,1.857 ,356.710 ,40.223 ,588 ,3.985 ,60.057 ,117.313 ,94.129 ,23.185 ,0 ,0 ,7.887 ,0 ,7.887 ,0 ,722.584 ,12.661 ,0 ,12.661 ,354.223 ,4.160 ,0 ,4.699 ,0 ,2.245 ,343.119 ,74.925 ,74.925 ,280.775 ,4.382 ,139.843 ,0 ,136.551 ,0 ,606.535 ,606.535 ,6.259 ,0 ,23.731 ,0 ,455.387 ,27.733 ,27.783 ,0 ,65.640 ,180.533 ,180.533 ,0 ,0 ,34.719 ,141.266 ,0 ,0 ,0 ,4.548 ,0 ,-278.973 
164.,TABOR,780.934 ,207.382 ,68.599 ,9.368 ,114.968 ,31.026 ,413 ,19.016 ,0 ,1.844 ,35.791 ,1.235 ,0 ,2.566 ,23.076 ,12.961 ,8.504 ,0 ,4.457 ,0 ,1.486 ,1.486 ,0 ,0 ,244.684 ,6.389 ,0 ,6.389 ,65.974 ,0 ,0 ,0 ,0 ,0 ,65.974 ,43.094 ,43.094 ,129.227 ,835 ,8.575 ,5.734 ,114.084 ,0 ,309.135 ,309.135 ,0 ,0 ,13.725 ,0 ,258.070 ,6.092 ,0 ,0 ,31.247 ,19.734 ,19.734 ,0 ,0 ,11.484 ,8.216 ,0 ,0 ,0 ,33 ,0 ,33.876 
165.,TIŠINA,2.034.648 ,593.489 ,196.271 ,27.097 ,313.011 ,43.326 ,37.918 ,80.656 ,10.237 ,2.262 ,69.111 ,0 ,1.979 ,6.435 ,61.087 ,36.846 ,0 ,0 ,36.846 ,0 ,20.264 ,3.155 ,0 ,17.109 ,583.582 ,20.811 ,0 ,20.811 ,76.986 ,541 ,457 ,2.913 ,0 ,0 ,73.076 ,95.332 ,95.332 ,390.453 ,0 ,46.408 ,0 ,344.045 ,0 ,803.332 ,803.332 ,0 ,0 ,28.583 ,0 ,718.185 ,8.145 ,2.775 ,0 ,45.645 ,54.245 ,54.245 ,0 ,0 ,13.767 ,29.752 ,0 ,0 ,0 ,10.726 ,0 ,-33.074 
166.,TOLMIN,6.786.050 ,1.548.030 ,317.030 ,45.860 ,1.144.792 ,59.652 ,0 ,92.293 ,11.476 ,7.924 ,739.847 ,4.999 ,18.140 ,16.688 ,193.774 ,20.318 ,18.995 ,0 ,1.323 ,0 ,20.030 ,0 ,20.030 ,0 ,3.021.215 ,60.854 ,4.473 ,56.380 ,1.101.536 ,0 ,0 ,192 ,125 ,3.647 ,1.097.571 ,209.301 ,209.301 ,1.649.524 ,173.965 ,59.723 ,0 ,1.415.836 ,0 ,1.346.503 ,1.346.503 ,236.693 ,0 ,8.254 ,4.432 ,554.870 ,412.581 ,32.369 ,0 ,97.304 ,870.301 ,870.301 ,58.855 ,0 ,81.372 ,634.493 ,0 ,0 ,0 ,95.581 ,0 ,218.277 
167.,TRBOVLJE,9.521.557 ,2.324.512 ,608.246 ,88.625 ,1.624.466 ,258.838 ,11.797 ,212.465 ,23.018 ,3.284 ,732.628 ,36.480 ,14.505 ,28.205 ,303.247 ,3.176 ,3.176 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.876.248 ,20.969 ,0 ,20.969 ,1.726.494 ,0 ,0 ,55.905 ,0 ,0 ,1.670.589 ,420.735 ,420.735 ,1.708.050 ,0 ,184.422 ,0 ,1.523.627 ,0 ,2.291.804 ,2.291.804 ,140.223 ,0 ,35.174 ,17.556 ,1.034.660 ,348.101 ,503.080 ,0 ,213.011 ,1.028.993 ,1.028.993 ,74.215 ,0 ,0 ,393.232 ,0 ,0 ,0 ,561.546 ,0 ,263.696 
168.,TREBNJE,11.158.634 ,2.345.694 ,491.137 ,71.904 ,1.730.988 ,138.378 ,3.030 ,192.501 ,10.103 ,4.912 ,704.949 ,37.465 ,0 ,27.921 ,611.730 ,1.840 ,1.840 ,0 ,0 ,0 ,49.825 ,0 ,49.825 ,0 ,3.527.675 ,94.588 ,0 ,94.588 ,1.921.653 ,0 ,0 ,3.301 ,0 ,6.430 ,1.911.922 ,553.021 ,553.021 ,958.413 ,40.811 ,100.296 ,0 ,817.305 ,0 ,3.524.700 ,3.524.700 ,0 ,0 ,341.262 ,4.949 ,2.336.459 ,462.924 ,332.716 ,0 ,46.390 ,1.760.566 ,1.760.566 ,41.688 ,0 ,130.191 ,1.147.175 ,0 ,11.780 ,0 ,429.732 ,0 ,-503.113 
169.,TRNOVSKA VAS,660.670 ,192.380 ,78.872 ,11.037 ,102.470 ,14.205 ,7.019 ,17.176 ,0 ,1.844 ,34.235 ,0 ,0 ,2.032 ,25.960 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,141.028 ,4.982 ,0 ,4.982 ,78.155 ,0 ,651 ,0 ,0 ,0 ,77.504 ,15.219 ,15.219 ,42.672 ,3.046 ,7.399 ,0 ,32.228 ,0 ,322.951 ,322.951 ,0 ,0 ,7.478 ,0 ,300.501 ,0 ,5.066 ,0 ,9.907 ,4.311 ,4.311 ,4.144 ,0 ,167 ,0 ,0 ,0 ,0 ,0 ,0 ,47.438 
170.,TRZIN,4.066.200 ,747.742 ,120.824 ,52.671 ,571.785 ,63.451 ,226.080 ,78.291 ,0 ,3.131 ,79.521 ,844 ,0 ,0 ,120.468 ,2.462 ,2.462 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,636.986 ,7.384 ,5.079 ,2.306 ,48.482 ,0 ,0 ,0 ,0 ,14.927 ,33.555 ,92.183 ,92.183 ,488.937 ,0 ,22.536 ,0 ,466.401 ,0 ,2.408.454 ,2.408.454 ,0 ,0 ,76.860 ,0 ,2.077.617 ,70.937 ,105.303 ,0 ,77.737 ,273.018 ,273.018 ,0 ,0 ,15.722 ,208.539 ,0 ,0 ,5.008 ,43.750 ,0 ,-1.121.380 
171.,TRŽIČ,8.140.473 ,2.105.992 ,494.546 ,69.133 ,1.449.065 ,297.246 ,17.313 ,204.010 ,14.952 ,15.578 ,465.573 ,31.906 ,77.303 ,22.429 ,302.754 ,52.270 ,52.270 ,0 ,0 ,0 ,40.978 ,0 ,40.978 ,0 ,2.799.850 ,53.647 ,0 ,53.647 ,621.466 ,0 ,0 ,0 ,0 ,0 ,621.466 ,310.295 ,310.295 ,1.814.443 ,105.016 ,135.307 ,27.266 ,1.546.854 ,0 ,3.034.030 ,3.034.030 ,46.161 ,597 ,328.205 ,0 ,465.640 ,2.018.862 ,27.149 ,0 ,147.417 ,200.601 ,200.601 ,0 ,0 ,35.086 ,0 ,0 ,0 ,0 ,165.515 ,0 ,419.963 
172.,TURNIŠČE,1.936.686 ,245.201 ,120.648 ,8.784 ,96.750 ,19.750 ,0 ,20.184 ,3.009 ,253 ,42.977 ,0 ,0 ,2.856 ,7.720 ,0 ,0 ,0 ,0 ,0 ,19.020 ,6.501 ,12.519 ,0 ,664.272 ,37.565 ,0 ,37.565 ,171.931 ,1.547 ,0 ,51.202 ,0 ,12.502 ,106.680 ,103.977 ,103.977 ,350.800 ,78.309 ,0 ,74 ,272.417 ,0 ,29.001 ,29.001 ,0 ,0 ,1.827 ,0 ,0 ,17.660 ,0 ,0 ,9.514 ,998.211 ,998.211 ,523 ,0 ,0 ,0 ,0 ,967.672 ,0 ,30.016 ,0 ,12.688 
173.,MESTNA OBČINA VELENJE,17.764.568 ,3.818.787 ,1.206.222 ,171.870 ,2.348.877 ,653.906 ,20.297 ,369.830 ,21.365 ,29.081 ,409.635 ,37.168 ,0 ,53.923 ,753.672 ,55.095 ,5.195 ,0 ,49.900 ,0 ,36.722 ,0 ,36.722 ,0 ,7.709.118 ,20.777 ,0 ,20.777 ,1.327.875 ,0 ,0 ,51.974 ,0 ,0 ,1.275.901 ,724.533 ,724.533 ,5.635.933 ,0 ,281.823 ,73.297 ,5.280.813 ,0 ,3.590.473 ,3.590.473 ,813.220 ,17.217 ,261.359 ,20.602 ,1.278.284 ,682.607 ,198.953 ,0 ,318.232 ,2.646.190 ,2.646.190 ,0 ,0 ,159.406 ,1.925.588 ,0 ,0 ,0 ,561.196 ,0 ,966.754 
174.,VELIKA POLANA,688.442 ,267.506 ,87.692 ,12.340 ,167.474 ,16.497 ,2.058 ,49.100 ,0 ,7.990 ,13.982 ,0 ,0 ,2.073 ,75.773 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,298.466 ,26.565 ,0 ,26.565 ,55.736 ,0 ,83 ,7.927 ,0 ,0 ,47.726 ,42.338 ,42.338 ,173.828 ,42 ,13.179 ,3.084 ,157.523 ,0 ,91.853 ,91.853 ,0 ,0 ,11.191 ,360 ,52.892 ,8.674 ,6.589 ,0 ,12.148 ,30.616 ,30.616 ,0 ,0 ,0 ,4.561 ,0 ,0 ,0 ,26.055 ,0 ,-33.349 
175.,VELIKE LAŠČE,3.197.630 ,261.997 ,119.496 ,16.963 ,103.155 ,56.890 ,0 ,14.242 ,79 ,3.760 ,159 ,0 ,0 ,5.508 ,22.517 ,5.692 ,0 ,0 ,5.692 ,0 ,16.692 ,16.692 ,0 ,0 ,1.286.772 ,79.244 ,0 ,79.244 ,461.893 ,0 ,0 ,0 ,0 ,0 ,461.893 ,45.268 ,45.268 ,700.367 ,0 ,0 ,0 ,700.367 ,0 ,463.257 ,463.257 ,0 ,0 ,8.091 ,0 ,454.156 ,1.010 ,0 ,0 ,0 ,1.185.603 ,1.185.603 ,24.040 ,0 ,0 ,0 ,0 ,0 ,0 ,1.161.563 ,0 ,398.957 
