73,KUZMA,661.905 ,242.422 ,63.424 ,6.539 ,166.107 ,27.103 ,1.156 ,24.712 ,2.399 ,13.145 ,88.433 ,250 ,13 ,8.897 ,2.132 ,2.132 ,0 ,0 ,0 ,4.219 ,221.032 ,7.641 ,626 ,7.015 ,76.494 ,0 ,0 ,6.643 ,0 ,0 ,69.851 ,119.187 ,119.187 ,17.710 ,0 ,0 ,530 ,17.180 ,186.910 ,186.910 ,0 ,0 ,4.223 ,4.423 ,144.300 ,17.142 ,14.388 ,0 ,2.433 ,11.542 ,11.542 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11.542 ,0 ,8.830 
74,LAŠKO,4.867.535 ,858.625 ,344.809 ,64.405 ,289.117 ,59.456 ,0 ,42.606 ,7.532 ,2.028 ,9.719 ,680 ,0 ,167.096 ,106.885 ,0 ,0 ,0 ,106.885 ,53.409 ,2.372.342 ,0 ,0 ,0 ,957.031 ,0 ,0 ,0 ,0 ,0 ,957.031 ,280.592 ,280.592 ,1.134.719 ,194.525 ,68.507 ,94.041 ,777.646 ,1.424.658 ,1.424.658 ,0 ,13.291 ,48.026 ,117 ,825.442 ,536.701 ,0 ,0 ,1.081 ,211.910 ,211.910 ,0 ,0 ,41.729 ,1.986 ,0 ,0 ,7.757 ,160.436 ,0 ,263.700 
75,LENART,4.116.496 ,478.802 ,197.876 ,26.990 ,208.433 ,50.689 ,0 ,52.508 ,5.091 ,4.336 ,10.520 ,0 ,0 ,85.290 ,8.183 ,2.107 ,0 ,6.076 ,0 ,37.318 ,1.991.742 ,172.722 ,0 ,172.722 ,270.276 ,0 ,0 ,0 ,0 ,0 ,270.276 ,200.401 ,200.401 ,1.348.343 ,178.134 ,51.782 ,164.342 ,954.085 ,1.407.056 ,1.407.056 ,0 ,0 ,37.778 ,0 ,1.174.566 ,42.685 ,7.023 ,0 ,145.005 ,238.896 ,238.896 ,19.362 ,0 ,0 ,0 ,0 ,0 ,16.149 ,203.384 ,0 ,-30.254 
76,LENDAVA,4.068.711 ,1.008.721 ,357.265 ,45.264 ,543.912 ,74.666 ,72.838 ,73.222 ,92.063 ,11.755 ,164.443 ,459 ,0 ,54.465 ,9.940 ,9.940 ,0 ,0 ,0 ,52.341 ,1.540.790 ,0 ,0 ,0 ,176.698 ,0 ,0 ,0 ,0 ,1.227 ,175.472 ,190.210 ,190.210 ,1.173.882 ,38.808 ,85.720 ,53.088 ,996.265 ,1.039.226 ,1.039.226 ,0 ,0 ,22.955 ,0 ,904.982 ,55.375 ,10.503 ,0 ,45.410 ,479.974 ,479.974 ,317.497 ,0 ,55.525 ,0 ,0 ,8.346 ,0 ,98.606 ,0 ,26.502 
77,LITIJA,6.374.153 ,835.532 ,250.367 ,34.936 ,497.859 ,107.173 ,36.296 ,101.031 ,6.739 ,4.064 ,27.896 ,31.335 ,0 ,183.325 ,23.160 ,23.160 ,0 ,0 ,0 ,29.210 ,3.333.847 ,228.493 ,0 ,228.493 ,726.999 ,0 ,0 ,0 ,0 ,668 ,726.331 ,306.380 ,306.380 ,2.071.975 ,103.831 ,109.251 ,160.933 ,1.697.959 ,1.482.040 ,1.482.040 ,39.138 ,0 ,16.270 ,889 ,1.316.859 ,13.253 ,26.277 ,0 ,69.354 ,722.734 ,722.734 ,117.034 ,0 ,59.506 ,0 ,0 ,25.872 ,51.786 ,468.536 ,0 ,88.716 
78,LJUBLJANA (M),141.373.819 ,29.109.197 ,6.309.735 ,856.614 ,20.879.999 ,2.129.657 ,468.791 ,1.004.048 ,177.253 ,91.950 ,12.928.171 ,316.045 ,633.709 ,3.130.375 ,69.629 ,0 ,0 ,0 ,69.629 ,993.219 ,60.262.886 ,4.032.307 ,3.591.483 ,440.824 ,2.383.358 ,0 ,0 ,30.558 ,3.413 ,175.088 ,2.174.299 ,6.619.738 ,6.619.738 ,47.227.483 ,79.557 ,981.881 ,7.130.896 ,39.035.149 ,40.972.238 ,40.972.238 ,1.486.576 ,122.121 ,1.645.251 ,35.441 ,23.069.638 ,8.586.697 ,2.985.524 ,0 ,3.040.991 ,11.029.498 ,11.029.498 ,0 ,2.436.772 ,422.204 ,1.662.757 ,0 ,0 ,0 ,6.507.766 ,0 ,-4.579.019 
79,LJUBNO,1.198.848 ,122.417 ,47.329 ,6.881 ,52.174 ,17.117 ,288 ,3.852 ,0 ,1.932 ,1.006 ,0 ,0 ,27.979 ,0 ,0 ,0 ,0 ,0 ,16.032 ,503.276 ,27.979 ,1.569 ,26.410 ,41.512 ,0 ,4.052 ,0 ,0 ,0 ,37.460 ,263.700 ,263.700 ,170.084 ,0 ,8.550 ,0 ,161.534 ,533.454 ,533.454 ,56.802 ,0 ,1.486 ,29 ,463.575 ,0 ,409 ,0 ,11.154 ,39.701 ,39.701 ,0 ,0 ,38.658 ,0 ,0 ,1.043 ,0 ,0 ,0 ,68.866 
80,LJUTOMER,3.943.127 ,537.602 ,276.043 ,35.203 ,170.585 ,18.791 ,346 ,31.593 ,4.962 ,4.323 ,15.127 ,4.298 ,0 ,91.145 ,11.517 ,0 ,0 ,11.517 ,0 ,44.254 ,2.285.912 ,125.488 ,10.253 ,115.235 ,325.213 ,0 ,0 ,0 ,0 ,16.107 ,309.105 ,170.318 ,170.318 ,1.664.893 ,366.579 ,60.094 ,154.465 ,1.083.755 ,488.725 ,488.725 ,0 ,15.749 ,13.921 ,0 ,336.017 ,20.865 ,5.696 ,0 ,96.478 ,630.888 ,630.888 ,0 ,0 ,15.381 ,349.220 ,0 ,22.325 ,0 ,243.962 ,0 ,261.964 
81,LOGATEC,4.107.106 ,449.687 ,211.697 ,30.058 ,192.777 ,41.796 ,0 ,26.027 ,8.659 ,1.899 ,23.565 ,7.349 ,0 ,83.484 ,6.322 ,0 ,0 ,6.322 ,0 ,8.834 ,1.525.584 ,30.600 ,0 ,30.600 ,424.349 ,0 ,0 ,0 ,0 ,3.660 ,420.689 ,234.589 ,234.589 ,836.046 ,14.605 ,26.815 ,41.729 ,752.896 ,1.951.244 ,1.951.244 ,0 ,0 ,0 ,0 ,1.442.030 ,362.494 ,97.555 ,0 ,49.165 ,180.592 ,180.592 ,0 ,2.821 ,0 ,0 ,0 ,0 ,0 ,177.771 ,0 ,-119.725 
82,LOŠKA DOLINA,1.229.661 ,386.438 ,89.981 ,12.999 ,276.097 ,27.207 ,24.900 ,39.184 ,3.046 ,968 ,146.015 ,2.174 ,0 ,32.603 ,188 ,0 ,0 ,188 ,0 ,7.173 ,447.396 ,2.942 ,0 ,2.942 ,87.490 ,0 ,0 ,0 ,0 ,0 ,87.490 ,67.401 ,67.401 ,289.564 ,1.114 ,9.510 ,45.176 ,233.763 ,368.978 ,368.978 ,0 ,0 ,10.349 ,0 ,335.516 ,0 ,8.776 ,0 ,14.338 ,26.849 ,26.849 ,0 ,0 ,17.017 ,0 ,0 ,0 ,0 ,9.831 ,0 ,217.672 
83,LOŠKI POTOK,1.002.808 ,124.808 ,51.740 ,6.284 ,60.637 ,27.954 ,0 ,19.412 ,1.965 ,1.836 ,860 ,0 ,0 ,8.609 ,1.786 ,1.786 ,0 ,0 ,0 ,4.361 ,317.610 ,5.174 ,0 ,5.174 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,24.128 ,24.128 ,288.307 ,14.605 ,4.891 ,7.762 ,261.050 ,548.247 ,548.247 ,0 ,0 ,8.901 ,5.421 ,302.141 ,172.417 ,0 ,0 ,59.368 ,12.143 ,12.143 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,12.143 ,0 ,-65.156 
84,LOVRENC NA POHORJU,1.104.895 ,523.089 ,118.023 ,15.753 ,382.545 ,50.684 ,1.636 ,37.707 ,2.658 ,3.985 ,254.340 ,597 ,0 ,30.938 ,1.056 ,1.056 ,0 ,0 ,0 ,5.713 ,386.743 ,11.688 ,0 ,11.688 ,87.719 ,0 ,0 ,0 ,0 ,0 ,87.719 ,22.784 ,22.784 ,264.551 ,0 ,19.554 ,17.384 ,227.612 ,142.581 ,142.581 ,0 ,0 ,22.621 ,150 ,107.661 ,7.215 ,0 ,0 ,4.932 ,52.483 ,52.483 ,0 ,20.030 ,4.670 ,0 ,0 ,0 ,0 ,27.783 ,0 ,51.531 
85,LUČE,718.423 ,220.172 ,37.360 ,4.432 ,166.429 ,9.147 ,21.941 ,12.819 ,10.883 ,109 ,88.512 ,3.100 ,1.920 ,17.998 ,6.693 ,0 ,0 ,6.693 ,0 ,5.258 ,172.596 ,18.728 ,0 ,18.728 ,78.092 ,0 ,835 ,0 ,0 ,0 ,77.258 ,22.584 ,22.584 ,53.192 ,8.208 ,5.016 ,1.218 ,38.750 ,303.593 ,303.593 ,0 ,0 ,3.501 ,0 ,292.126 ,2.145 ,0 ,0 ,5.821 ,22.062 ,22.062 ,0 ,0 ,8.346 ,10.845 ,0 ,0 ,0 ,2.871 ,0 ,-580 
86,LUKOVICA,2.172.267 ,779.240 ,157.920 ,22.951 ,586.438 ,110.516 ,6.685 ,35.991 ,20.251 ,2.137 ,370.618 ,13 ,0 ,40.227 ,1.790 ,1.577 ,0 ,213 ,0 ,10.140 ,623.055 ,63.787 ,0 ,63.787 ,231.372 ,0 ,30.366 ,5.575 ,0 ,7.273 ,188.157 ,71.144 ,71.144 ,256.752 ,52.871 ,11.747 ,2.399 ,189.735 ,723.782 ,723.782 ,1.419 ,13.387 ,52.312 ,0 ,552.495 ,11.267 ,81.881 ,0 ,11.021 ,46.190 ,46.190 ,18.778 ,0 ,4.173 ,0 ,0 ,0 ,0 ,23.239 ,0 ,-68.807 
87,MAJŠPERK,1.285.207 ,567.046 ,106.080 ,12.823 ,448.143 ,25.739 ,3.351 ,24.424 ,61.592 ,2.950 ,38.007 ,0 ,0 ,292.080 ,0 ,0 ,0 ,0 ,0 ,0 ,323.502 ,18.499 ,0 ,18.499 ,61.968 ,0 ,0 ,0 ,0 ,0 ,61.968 ,32.228 ,32.228 ,210.808 ,34.873 ,30.930 ,0 ,145.005 ,394.659 ,394.659 ,90.331 ,0 ,4.327 ,0 ,293.703 ,0 ,4.590 ,0 ,1.707 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,294.337 
88,MARIBOR (M),47.741.420 ,7.686.901 ,2.886.455 ,408.166 ,4.133.025 ,1.036.471 ,31.739 ,1.036.396 ,55.191 ,34.393 ,330.838 ,256.877 ,435.011 ,916.107 ,14.505 ,7.257 ,0 ,7.248 ,0 ,244.750 ,25.918.056 ,338.992 ,0 ,338.992 ,1.426.857 ,0 ,0 ,51.218 ,0 ,1.644 ,1.373.994 ,606.001 ,606.001 ,23.546.207 ,201.678 ,531.756 ,1.907.148 ,20.905.625 ,9.250.129 ,9.250.129 ,203.480 ,755.483 ,369.997 ,17.798 ,5.456.268 ,698.439 ,1.336.254 ,18.686 ,393.724 ,4.886.334 ,4.886.334 ,0 ,1.453.205 ,0 ,1.428.918 ,0 ,152.854 ,0 ,1.851.356 ,0 ,1.074.441 
89,MARKOVCI,1.079.206 ,194.291 ,29.999 ,9.556 ,154.110 ,21.954 ,6.414 ,22.655 ,1.427 ,230 ,21.737 ,0 ,0 ,79.695 ,0 ,0 ,0 ,0 ,0 ,626 ,558.588 ,67.818 ,0 ,67.818 ,158.888 ,0 ,0 ,935 ,0 ,1.114 ,156.839 ,113.917 ,113.917 ,217.964 ,718 ,20.063 ,0 ,197.183 ,265.661 ,265.661 ,0 ,20.865 ,20.710 ,0 ,54.336 ,130.216 ,0 ,0 ,39.534 ,60.666 ,60.666 ,0 ,0 ,53.743 ,6.923 ,0 ,0 ,0 ,0 ,0 ,677.963 
90,MEDVODE,4.494.095 ,1.293.578 ,161.488 ,23.644 ,1.068.749 ,54.256 ,30.938 ,17.814 ,7.511 ,1.828 ,510.232 ,0 ,0 ,446.169 ,0 ,0 ,0 ,0 ,0 ,39.697 ,1.478.493 ,86.818 ,29.210 ,57.607 ,62.164 ,0 ,0 ,0 ,0 ,0 ,62.164 ,229.185 ,229.185 ,1.100.325 ,118.077 ,39.643 ,0 ,942.606 ,1.166.350 ,1.166.350 ,0 ,18.169 ,8.396 ,1.465 ,1.005.137 ,2.278 ,37.469 ,0 ,93.436 ,555.675 ,555.675 ,0 ,0 ,39.726 ,0 ,0 ,0 ,0 ,515.949 ,0 ,-16.287 
91,MENGEŠ,2.005.642 ,665.974 ,148.852 ,21.240 ,478.818 ,63.053 ,1.590 ,57.319 ,1.081 ,2.207 ,275.772 ,1.039 ,0 ,76.757 ,0 ,0 ,0 ,0 ,0 ,17.063 ,795.155 ,49.691 ,0 ,49.691 ,392.864 ,2.203 ,0 ,0 ,0 ,5.133 ,385.528 ,162.865 ,162.865 ,189.735 ,0 ,16.888 ,7.912 ,164.935 ,544.513 ,544.513 ,0 ,0 ,27.195 ,0 ,385.574 ,103.614 ,28.130 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,85.729 
92,METLIKA,2.799.232 ,441.975 ,126.911 ,18.724 ,277.099 ,30.550 ,0 ,130.663 ,5.170 ,2.671 ,16.587 ,801 ,417 ,90.240 ,1.527 ,1.527 ,0 ,0 ,0 ,17.714 ,1.305.212 ,21.733 ,0 ,21.733 ,128.021 ,0 ,0 ,11.897 ,0 ,3.438 ,112.686 ,98.381 ,98.381 ,1.057.077 ,133.667 ,24.887 ,0 ,898.523 ,665.265 ,665.265 ,0 ,0 ,16.930 ,30.058 ,362.815 ,178.701 ,0 ,0 ,76.761 ,386.780 ,386.780 ,0 ,0 ,0 ,373.218 ,0 ,0 ,0 ,13.562 ,0 ,114.818 
93,MEŽICA,1.328.409 ,430.625 ,94.454 ,13.587 ,315.189 ,24.871 ,21.453 ,29.098 ,6.501 ,2.103 ,158.095 ,1.719 ,0 ,71.349 ,1.911 ,33 ,0 ,1.878 ,0 ,5.483 ,572.889 ,66.900 ,28.735 ,38.166 ,72.029 ,0 ,0 ,4.173 ,1.435 ,0 ,66.420 ,125.793 ,125.793 ,308.166 ,0 ,14.868 ,805 ,292.493 ,225.872 ,225.872 ,0 ,32.974 ,14.768 ,0 ,127.433 ,17.660 ,13.958 ,0 ,19.079 ,99.024 ,99.024 ,0 ,0 ,0 ,12.348 ,0 ,0 ,0 ,86.676 ,0 ,16.592 
94,MIKLAVŽ NA DRAVSKEM POLJU,1.067.668 ,362.778 ,86.213 ,12.214 ,248.452 ,36.521 ,163 ,34.022 ,100 ,3.393 ,111.910 ,1.815 ,0 ,60.528 ,4 ,0 ,0 ,4 ,0 ,15.895 ,421.094 ,6.839 ,0 ,6.839 ,26.381 ,0 ,0 ,2.166 ,0 ,0 ,24.215 ,24.766 ,24.766 ,363.107 ,2.162 ,17.768 ,1.289 ,341.888 ,228.856 ,228.856 ,0 ,0 ,48.535 ,0 ,117.293 ,23.669 ,0 ,0 ,39.359 ,54.941 ,54.941 ,0 ,0 ,8.346 ,0 ,0 ,0 ,0 ,46.595 ,0 ,444.392 
95,MIREN - KOSTANJEVICA,1.497.229 ,314.868 ,75.568 ,10.770 ,218.019 ,19.204 ,0 ,38.149 ,6.243 ,2.612 ,86.071 ,1.965 ,0 ,63.775 ,0 ,0 ,0 ,0 ,0 ,10.512 ,554.344 ,12.627 ,0 ,12.627 ,140.949 ,0 ,1.331 ,16.763 ,0 ,0 ,122.855 ,59.898 ,59.898 ,340.870 ,25.288 ,14.726 ,24.620 ,276.235 ,508.517 ,508.517 ,102.650 ,8.959 ,21.687 ,0 ,349.741 ,0 ,2.504 ,0 ,22.976 ,119.500 ,119.500 ,32.799 ,0 ,34.635 ,0 ,0 ,0 ,0 ,52.066 ,0 ,-2.783 
96,MIRNA PEČ,819.054 ,145.297 ,25.063 ,2.696 ,108.000 ,21.365 ,0 ,11.968 ,0 ,121 ,42.426 ,0 ,0 ,32.119 ,0 ,0 ,0 ,0 ,0 ,9.539 ,406.497 ,59.606 ,0 ,59.606 ,90.561 ,0 ,0 ,1.461 ,0 ,0 ,89.100 ,31.476 ,31.476 ,224.854 ,0 ,3.906 ,0 ,220.948 ,256.827 ,256.827 ,0 ,0 ,13.850 ,0 ,41.654 ,193.803 ,0 ,0 ,7.520 ,10.432 ,10.432 ,0 ,0 ,6.259 ,0 ,0 ,0 ,0 ,4.173 ,0 ,77.913 
97,MISLINJA,1.917.760 ,418.298 ,62.252 ,9.243 ,346.499 ,34.656 ,9.986 ,22.204 ,5.467 ,388 ,223.865 ,396 ,0 ,49.537 ,305 ,0 ,0 ,305 ,0 ,0 ,490.870 ,18.177 ,759 ,17.418 ,175.096 ,0 ,0 ,0 ,0 ,0 ,175.096 ,72.813 ,72.813 ,224.783 ,0 ,7.707 ,3.105 ,213.971 ,970.310 ,970.310 ,417 ,0 ,86.367 ,1.461 ,808.659 ,0 ,36.572 ,0 ,36.834 ,38.282 ,38.282 ,0 ,4 ,5.270 ,14.605 ,0 ,0 ,1.669 ,16.733 ,0 ,-47.242 
98,MORAVČE,1.792.906 ,386.563 ,124.545 ,16.713 ,242.122 ,38.950 ,7.712 ,35.428 ,5.867 ,2.921 ,121.182 ,2.483 ,0 ,27.579 ,0 ,0 ,0 ,0 ,0 ,3.184 ,465.381 ,75.355 ,2.149 ,73.206 ,210.670 ,0 ,0 ,6.188 ,0 ,1.252 ,203.230 ,81.034 ,81.034 ,98.322 ,92 ,11.113 ,0 ,87.118 ,655.771 ,655.771 ,0 ,8.884 ,23.010 ,0 ,587.861 ,1.840 ,0 ,0 ,34.176 ,285.190 ,285.190 ,0 ,0 ,28.326 ,0 ,0 ,40.678 ,0 ,216.187 ,0 ,-208.429 
99,MORAVSKE TOPLICE,3.582.211 ,788.908 ,134.564 ,19.049 ,589.405 ,53.701 ,105.283 ,62.490 ,7.148 ,2.616 ,277.942 ,0 ,3.860 ,76.365 ,21.945 ,0 ,0 ,21.945 ,0 ,23.944 ,895.614 ,61.684 ,0 ,61.684 ,211.576 ,9.147 ,0 ,0 ,0 ,12.185 ,190.244 ,165.294 ,165.294 ,457.061 ,23.903 ,33.784 ,6.393 ,392.981 ,1.748.961 ,1.748.961 ,8.688 ,1.043 ,22.972 ,0 ,1.603.050 ,34.201 ,0 ,0 ,79.006 ,148.727 ,148.727 ,0 ,0 ,104.803 ,0 ,0 ,0 ,3.472 ,40.452 ,0 ,-581.243 
100,MOZIRJE,2.357.641 ,434.865 ,117.293 ,16.458 ,268.787 ,45.689 ,12.494 ,38.687 ,1.673 ,931 ,106.172 ,10.946 ,38 ,52.157 ,20.393 ,18.820 ,0 ,1.573 ,0 ,11.935 ,815.845 ,42.151 ,426 ,41.725 ,126.824 ,0 ,0 ,0 ,0 ,0 ,126.824 ,118.465 ,118.465 ,528.405 ,62.594 ,15.761 ,12.001 ,438.049 ,1.081.814 ,1.081.814 ,0 ,0 ,22.221 ,0 ,874.466 ,122.930 ,34.848 ,0 ,27.349 ,25.117 ,25.117 ,0 ,0 ,2.086 ,0 ,0 ,2.967 ,6.351 ,13.712 ,0 ,65.144 
101,MURSKA SOBOTA (M),9.668.006 ,1.851.227 ,490.081 ,70.397 ,1.133.567 ,143.357 ,2.921 ,191.884 ,13.312 ,9.110 ,569.450 ,11.876 ,0 ,191.658 ,52.641 ,51.252 ,0 ,1.390 ,0 ,104.540 ,4.092.142 ,131.810 ,0 ,131.810 ,146.428 ,0 ,0 ,0 ,0 ,19.947 ,126.481 ,736.350 ,736.350 ,3.077.554 ,425.330 ,122.117 ,171.779 ,2.358.329 ,3.583.600 ,3.583.600 ,182.536 ,0 ,76.573 ,0 ,2.652.016 ,277.742 ,76.152 ,0 ,318.582 ,141.037 ,141.037 ,0 ,43.336 ,27.541 ,6.259 ,0 ,0 ,0 ,63.900 ,0 ,945.744 
102,MUTA,1.239.205 ,137.310 ,36.772 ,4.807 ,85.670 ,33.379 ,634 ,10.758 ,413 ,2.420 ,1.661 ,271 ,0 ,36.133 ,46 ,0 ,0 ,46 ,0 ,10.015 ,622.384 ,15.189 ,0 ,15.189 ,147.939 ,0 ,0 ,0 ,0 ,4.185 ,143.753 ,51.202 ,51.202 ,408.054 ,0 ,0 ,106.535 ,301.519 ,460.290 ,460.290 ,28.113 ,0 ,13.958 ,2.833 ,318.991 ,15.252 ,58.851 ,0 ,22.292 ,19.221 ,19.221 ,0 ,2.921 ,5.842 ,830 ,0 ,0 ,2.416 ,7.211 ,0 ,47.797 
103,NAKLO,1.618.040 ,446.862 ,63.691 ,9.189 ,350.772 ,63.508 ,20.385 ,26.548 ,1.911 ,2.082 ,167.989 ,17.739 ,1.961 ,48.648 ,0 ,0 ,0 ,0 ,0 ,23.210 ,423.322 ,13.696 ,0 ,13.696 ,273.502 ,0 ,0 ,9.723 ,0 ,0 ,263.779 ,71.733 ,71.733 ,64.392 ,0 ,0 ,0 ,64.392 ,450.184 ,450.184 ,0 ,0 ,15.523 ,0 ,330.225 ,54.173 ,48.231 ,0 ,2.032 ,297.672 ,297.672 ,0 ,0 ,34.009 ,0 ,0 ,0 ,0 ,263.662 ,0 ,8.509 
104,NAZARJE,1.135.011 ,428.351 ,45.923 ,6.731 ,309.189 ,21.386 ,146 ,21.349 ,914 ,551 ,228.376 ,14.538 ,0 ,21.929 ,60.094 ,57.799 ,0 ,2.295 ,0 ,6.414 ,292.493 ,11.526 ,0 ,11.526 ,55.325 ,0 ,0 ,53.489 ,0 ,0 ,1.836 ,26.264 ,26.264 ,199.378 ,12.519 ,7.520 ,1.732 ,177.608 ,396.799 ,396.799 ,0 ,0 ,42.455 ,0 ,312.131 ,15.707 ,10.086 ,0 ,16.420 ,17.368 ,17.368 ,0 ,0 ,3.213 ,1.819 ,0 ,0 ,2.295 ,10.040 ,0 ,45.034 
105,NOVA GORICA (M),19.402.291 ,3.043.048 ,902.299 ,128.142 ,1.864.259 ,266.308 ,99.516 ,103.806 ,47.212 ,11.476 ,466.708 ,129.194 ,156.881 ,583.158 ,2.491 ,0 ,0 ,2.491 ,0 ,145.856 ,8.543.574 ,506.067 ,250.146 ,255.921 ,640.807 ,0 ,0 ,0 ,0 ,0 ,640.807 ,1.096.303 ,1.096.303 ,6.300.396 ,728.322 ,95.877 ,168.532 ,5.307.666 ,4.573.168 ,4.573.168 ,194.275 ,20.205 ,348.673 ,24.524 ,1.314.159 ,2.024.887 ,197.296 ,430 ,448.719 ,3.242.501 ,3.242.501 ,584.560 ,450.676 ,221.787 ,263.065 ,0 ,0 ,12.465 ,1.709.948 ,0 ,873.527 
106,NOVO MESTO (M),14.878.226 ,3.253.213 ,870.435 ,129.799 ,2.008.500 ,202.704 ,3.735 ,661.935 ,11.622 ,16.062 ,628.822 ,46.637 ,0 ,436.985 ,129.027 ,127.892 ,0 ,0 ,1.135 ,115.452 ,7.381.915 ,771.048 ,40.415 ,730.633 ,962.056 ,14.117 ,0 ,154.728 ,0 ,37.761 ,755.450 ,99.996 ,99.996 ,5.548.815 ,588.746 ,0 ,442.781 ,4.517.288 ,4.202.658 ,4.202.658 ,0 ,0 ,211.058 ,6.885 ,2.895.598 ,123.469 ,13.391 ,0 ,952.258 ,40.440 ,40.440 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,40.440 ,0 ,-486.546 
107,ODRANCI,627.103 ,134.527 ,49.866 ,7.102 ,73.794 ,19.066 ,255 ,32.687 ,855 ,1.865 ,7.248 ,563 ,63 ,11.192 ,1.177 ,1.035 ,142 ,0 ,0 ,2.587 ,197.926 ,32.015 ,0 ,32.015 ,6.113 ,0 ,0 ,0 ,0 ,0 ,6.113 ,37.197 ,37.197 ,122.601 ,16.345 ,9.364 ,0 ,96.891 ,268.549 ,268.549 ,42.113 ,0 ,4.019 ,0 ,196.244 ,6.560 ,18.570 ,0 ,1.043 ,26.102 ,26.102 ,0 ,0 ,0 ,6.489 ,0 ,19.613 ,0 ,0 ,0 ,32.503 
108,OPLOTNICA,1.271.699 ,315.194 ,63.696 ,6.539 ,244.166 ,31.794 ,2.950 ,34.631 ,0 ,2.107 ,130.362 ,7.161 ,0 ,35.161 ,793 ,793 ,0 ,0 ,0 ,0 ,451.056 ,28.468 ,2.045 ,26.423 ,186.872 ,0 ,0 ,0 ,0 ,3.046 ,183.826 ,103.443 ,103.443 ,132.273 ,3.126 ,15.160 ,0 ,113.988 ,481.188 ,481.188 ,0 ,0 ,35.395 ,1.365 ,326.185 ,95.126 ,0 ,0 ,23.118 ,24.261 ,24.261 ,0 ,0 ,4.786 ,0 ,0 ,0 ,0 ,19.475 ,0 ,34.527 
109,ORMOŽ,7.331.464 ,1.311.980 ,250.417 ,31.952 ,957.194 ,186.321 ,8.121 ,139.017 ,13.020 ,3.238 ,363.220 ,22.500 ,22.400 ,199.357 ,56.890 ,96 ,0 ,27.879 ,28.914 ,15.527 ,2.956.255 ,693.453 ,544.980 ,148.473 ,1.174.866 ,384 ,0 ,0 ,0 ,58.275 ,1.116.208 ,321.716 ,321.716 ,766.220 ,189.726 ,94.187 ,0 ,482.307 ,2.628.292 ,2.628.292 ,0 ,0 ,132.424 ,1.577 ,1.992.843 ,283.980 ,2.462 ,0 ,215.006 ,434.936 ,434.936 ,43.144 ,0 ,81.055 ,14.067 ,0 ,0 ,5.425 ,291.245 ,0 ,-288.783 
110,OSILNICA,320.368 ,110.161 ,71.724 ,8.621 ,29.816 ,19.559 ,0 ,2.220 ,1.757 ,3.718 ,21 ,0 ,0 ,2.541 ,0 ,0 ,0 ,0 ,0 ,0 ,56.380 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.618 ,3.618 ,52.762 ,0 ,2.149 ,0 ,50.613 ,153.827 ,153.827 ,0 ,0 ,1.911 ,0 ,106.255 ,0 ,42.460 ,0 ,3.201 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-47.872 
111,PESNICA,2.418.703 ,832.428 ,220.364 ,22.087 ,563.691 ,53.518 ,6.218 ,28.735 ,72.162 ,1.932 ,312.206 ,2.283 ,0 ,86.638 ,14.326 ,14.326 ,0 ,0 ,0 ,11.960 ,713.303 ,70.618 ,0 ,70.618 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,40.573 ,40.573 ,602.112 ,3.267 ,82.933 ,1.323 ,514.589 ,838.917 ,838.917 ,739 ,0 ,4.569 ,0 ,648.915 ,148.373 ,17.389 ,0 ,18.933 ,34.055 ,34.055 ,0 ,0 ,34.055 ,0 ,0 ,0 ,0 ,0 ,0 ,-124.524 
112,PIRAN,8.991.558 ,1.471.169 ,667.914 ,93.023 ,643.720 ,315.223 ,0 ,384 ,0 ,0 ,42.651 ,36.350 ,57.703 ,191.408 ,10.825 ,0 ,0 ,10.825 ,0 ,55.688 ,4.396.837 ,174.232 ,0 ,174.232 ,214.067 ,0 ,0 ,48.836 ,0 ,0 ,165.231 ,746.912 ,746.912 ,3.261.626 ,1.344 ,58.275 ,39.785 ,3.162.223 ,1.850.810 ,1.850.810 ,0 ,0 ,38.620 ,91.491 ,1.436.935 ,74.599 ,83.588 ,0 ,125.576 ,1.272.742 ,1.272.742 ,13.900 ,0 ,25.038 ,0 ,0 ,21.724 ,39.217 ,1.172.863 ,0 ,366.654 
113,PIVKA,2.374.453 ,825.071 ,256.881 ,33.767 ,498.890 ,47.146 ,1.064 ,62.711 ,5.842 ,4.357 ,273.832 ,11.267 ,250 ,92.422 ,1.139 ,1.139 ,0 ,0 ,0 ,34.393 ,824.387 ,66.992 ,0 ,66.992 ,175.943 ,0 ,0 ,9.368 ,0 ,0 ,166.575 ,90.406 ,90.406 ,491.045 ,470.748 ,20.297 ,0 ,0 ,708.938 ,708.938 ,0 ,246 ,55.304 ,321 ,480.024 ,79.532 ,60.290 ,0 ,33.221 ,16.057 ,16.057 ,0 ,10.729 ,0 ,0 ,0 ,0 ,0 ,5.329 ,0 ,-12.727 
