88.,MESTNA OBČINA MARIBOR,70.065.152 ,10.566.813 ,4.460.971 ,740.749 ,355.316 ,284.573 ,2.408 ,4.014 ,94.437 ,5.007.582 ,1.662.869 ,38.633 ,1.309.652 ,74.032 ,42.472 ,358.646 ,283.580 ,359.343 ,216.817 ,661.538 ,274.053 ,273.736 ,0 ,317 ,0 ,83.459 ,0 ,83.459 ,0 ,41.034.139 ,1.429.056 ,0 ,1.429.056 ,3.083.759 ,0 ,0 ,0 ,0 ,99.007 ,2.984.752 ,3.421.674 ,3.421.674 ,33.087.615 ,199.821 ,1.026.940 ,64.242 ,22.217.017 ,9.579.594 ,0 ,12.035 ,6.892.989 ,6.892.989 ,473.172 ,9.915 ,1.186.513 ,13.049 ,3.588.933 ,634.973 ,42.881 ,83.442 ,860.111 ,11.571.211 ,9.110.236 ,835.762 ,8.252.520 ,0 ,0 ,19.521 ,2.433 ,0 ,2.460.975 ,0 ,100.154 ,0 ,2.360.820 ,6.702.137 
89.,MARKOVCI,2.634.877 ,484.489 ,120.343 ,21.799 ,11.459 ,7.954 ,75 ,117 ,2.195 ,334.001 ,40.390 ,19.934 ,59.940 ,1.427 ,7.720 ,76.185 ,2.954 ,568 ,4.736 ,120.147 ,0 ,0 ,0 ,0 ,0 ,8.346 ,0 ,8.346 ,0 ,859.911 ,18.778 ,0 ,18.778 ,331.735 ,4.219 ,0 ,0 ,0 ,0 ,327.516 ,296.470 ,296.470 ,212.928 ,0 ,46.557 ,0 ,166.370 ,0 ,0 ,0 ,1.064.789 ,1.064.789 ,0 ,23.961 ,25.597 ,6.042 ,897.901 ,11.025 ,2.258 ,0 ,98.005 ,225.689 ,191.917 ,191.917 ,0 ,0 ,0 ,0 ,0 ,0 ,33.771 ,33.771 ,0 ,0 ,0 ,68.252 
90.,MEDVODE,9.470.105 ,2.065.035 ,431.798 ,75.588 ,34.293 ,27.475 ,234 ,388 ,13.199 ,1.491.254 ,94.959 ,25.734 ,171.474 ,14.818 ,9.118 ,733.058 ,36.951 ,8.033 ,22.838 ,374.270 ,24.666 ,24.666 ,0 ,0 ,0 ,41.729 ,20.865 ,20.865 ,0 ,3.012.473 ,147.742 ,36.392 ,111.350 ,1.280.642 ,0 ,20.681 ,0 ,0 ,0 ,1.259.961 ,414.760 ,414.760 ,1.168.077 ,156.689 ,100.568 ,0 ,910.820 ,0 ,0 ,1.252 ,4.149.946 ,4.149.946 ,16.700 ,51.231 ,30.308 ,0 ,3.453.802 ,242.919 ,157.828 ,0 ,197.158 ,242.651 ,70.209 ,70.209 ,0 ,0 ,0 ,0 ,0 ,0 ,172.442 ,5.842 ,0 ,0 ,166.600 ,362.978 
91.,MENGEŠ,3.685.024 ,909.195 ,229.190 ,38.424 ,20.091 ,14.658 ,127 ,217 ,3.331 ,639.912 ,85.923 ,5.419 ,81.546 ,2.185 ,1.657 ,291.477 ,9.162 ,21 ,12.729 ,149.795 ,0 ,0 ,0 ,0 ,0 ,1.669 ,0 ,1.669 ,0 ,1.487.560 ,16.097 ,0 ,16.097 ,861.903 ,0 ,13.020 ,0 ,0 ,714 ,848.169 ,511.280 ,511.280 ,98.281 ,0 ,29.886 ,2.770 ,65.625 ,0 ,0 ,0 ,1.125.124 ,1.125.124 ,0 ,0 ,104.046 ,0 ,683.562 ,165.681 ,26.799 ,0 ,145.037 ,163.145 ,128.157 ,30.775 ,97.382 ,0 ,0 ,0 ,0 ,0 ,34.988 ,0 ,0 ,0 ,34.988 ,175.556 
92.,METLIKA,5.266.654 ,1.121.169 ,251.081 ,41.562 ,20.184 ,16.170 ,138 ,230 ,4.841 ,790.782 ,182.787 ,0 ,238.449 ,7.849 ,9.189 ,229.419 ,2.270 ,0 ,10.941 ,109.877 ,15.628 ,4.966 ,6.226 ,4.436 ,0 ,22.117 ,1.252 ,20.865 ,0 ,1.850.830 ,93.035 ,0 ,93.035 ,931.163 ,0 ,0 ,187.698 ,0 ,488 ,742.977 ,232.265 ,232.265 ,594.367 ,162.569 ,62.160 ,0 ,369.638 ,0 ,0 ,0 ,2.016.028 ,2.016.028 ,4.173 ,9.698 ,298.836 ,6.222 ,1.044.033 ,170.518 ,89.593 ,2.558 ,390.398 ,278.626 ,126.569 ,47.296 ,79.273 ,0 ,0 ,0 ,0 ,0 ,152.057 ,99.019 ,0 ,0 ,53.038 ,-9.890 
93.,MEŽICA,2.567.597 ,651.531 ,145.018 ,24.478 ,11.868 ,9.506 ,79 ,134 ,2.892 ,477.675 ,46.382 ,86.676 ,47.951 ,2.541 ,2.041 ,199.107 ,14.134 ,2.341 ,6.919 ,69.584 ,188 ,188 ,0 ,0 ,0 ,4.173 ,0 ,4.173 ,0 ,910.833 ,25.021 ,0 ,25.021 ,440.527 ,0 ,0 ,3.330 ,2.137 ,0 ,435.061 ,192.752 ,192.752 ,252.533 ,0 ,33.267 ,325 ,218.941 ,0 ,0 ,0 ,198.080 ,198.080 ,0 ,0 ,5.884 ,0 ,115.131 ,0 ,75.976 ,0 ,1.089 ,807.152 ,721.386 ,0 ,713.040 ,0 ,0 ,0 ,8.346 ,0 ,85.766 ,0 ,0 ,0 ,85.766 ,-455.045 
94.,MIKLAVŽ NA DRAVSKEM POLJU,3.941.671 ,863.595 ,289.772 ,48.210 ,24.929 ,18.202 ,154 ,267 ,4.657 ,525.271 ,105.400 ,2.641 ,108.204 ,3.418 ,4.628 ,142.764 ,4.949 ,1.961 ,14.518 ,136.789 ,342 ,0 ,0 ,342 ,0 ,0 ,0 ,0 ,0 ,917.948 ,37.894 ,0 ,37.894 ,557.499 ,0 ,1.335 ,3.267 ,0 ,2.170 ,550.726 ,106.360 ,106.360 ,216.195 ,2.036 ,31.743 ,1.473 ,178.255 ,2.687 ,0 ,0 ,1.801.953 ,1.801.953 ,149.996 ,0 ,21.361 ,12.381 ,1.459.147 ,34.606 ,20.714 ,103.747 ,0 ,358.175 ,114.326 ,36.017 ,78.309 ,0 ,0 ,0 ,0 ,0 ,243.849 ,0 ,0 ,0 ,243.849 ,-259.852 
95.,MIREN - KOSTANJEVICA,2.988.946 ,573.752 ,160.921 ,24.908 ,12.398 ,9.806 ,83 ,142 ,2.479 ,372.755 ,28.313 ,0 ,72.417 ,10.228 ,1.444 ,133.292 ,1.210 ,0 ,6.493 ,119.358 ,0 ,0 ,0 ,0 ,0 ,15.169 ,0 ,15.169 ,0 ,1.014.234 ,18.570 ,0 ,18.570 ,594.550 ,0 ,12.277 ,11.642 ,0 ,0 ,570.631 ,122.609 ,122.609 ,278.505 ,37.882 ,26.924 ,46.173 ,167.526 ,0 ,0 ,0 ,1.096.236 ,1.096.236 ,0 ,14.196 ,9.873 ,0 ,985.950 ,1.632 ,61.943 ,0 ,22.642 ,304.724 ,78.664 ,58.004 ,20.660 ,0 ,0 ,0 ,0 ,0 ,226.060 ,148.556 ,0 ,0 ,77.504 ,-18.357 
96.,MIRNA PEČ,1.341.466 ,357.595 ,96.474 ,15.628 ,7.766 ,6.105 ,54 ,200 ,1.502 ,245.493 ,17.843 ,0 ,22.905 ,1.415 ,1.181 ,120.143 ,8.671 ,0 ,5.074 ,68.261 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,614.693 ,48.694 ,0 ,48.694 ,396.332 ,0 ,0 ,0 ,0 ,0 ,396.332 ,52.742 ,52.742 ,116.925 ,2.462 ,11.588 ,0 ,101.978 ,897 ,0 ,0 ,254.937 ,254.937 ,0 ,0 ,18.703 ,0 ,125.613 ,65.895 ,747 ,0 ,43.978 ,114.242 ,92.518 ,43.507 ,49.011 ,0 ,0 ,0 ,0 ,0 ,21.724 ,0 ,0 ,0 ,21.724 ,75.138 
97.,MISLINJA,2.787.748 ,811.000 ,124.332 ,20.101 ,9.919 ,7.945 ,67 ,113 ,2.057 ,661.430 ,70.948 ,797 ,46.641 ,8.509 ,2.107 ,397.187 ,3.701 ,0 ,6.493 ,125.046 ,438 ,0 ,0 ,438 ,0 ,4.699 ,526 ,4.173 ,0 ,914.326 ,22.192 ,0 ,22.192 ,398.393 ,0 ,0 ,10.073 ,0 ,0 ,388.320 ,120.168 ,120.168 ,373.573 ,0 ,26.331 ,11.263 ,321.728 ,6.910 ,7.340 ,0 ,957.378 ,957.378 ,247.054 ,0 ,15.699 ,0 ,443.302 ,97.951 ,59.022 ,0 ,94.350 ,105.045 ,79.982 ,59.756 ,18.766 ,0 ,0 ,1.461 ,0 ,0 ,25.063 ,0 ,0 ,0 ,25.063 ,-136.768 
98.,MORAVČE,2.204.190 ,591.020 ,173.744 ,28.409 ,13.499 ,10.812 ,92 ,154 ,3.852 ,380.521 ,60.040 ,19.454 ,60.090 ,6.213 ,1.986 ,154.386 ,1.611 ,0 ,8.684 ,68.056 ,0 ,0 ,0 ,0 ,0 ,8.346 ,0 ,8.346 ,0 ,828.267 ,52.283 ,0 ,52.283 ,443.741 ,300 ,0 ,7.194 ,0 ,0 ,436.246 ,62.924 ,62.924 ,269.321 ,0 ,30.959 ,255 ,238.107 ,0 ,0 ,0 ,710.211 ,710.211 ,0 ,0 ,26.815 ,0 ,619.517 ,5.792 ,7.211 ,0 ,50.876 ,74.691 ,43.645 ,19.613 ,13.766 ,0 ,0 ,10.265 ,0 ,0 ,31.047 ,9.301 ,0 ,0 ,21.745 ,258.600 
99.,MORAVSKE TOPLICE,4.682.036 ,1.078.939 ,219.308 ,35.445 ,17.284 ,13.846 ,117 ,196 ,4.002 ,765.853 ,172.250 ,9.765 ,121.361 ,7.215 ,5.396 ,371.866 ,6.418 ,0 ,11.058 ,60.524 ,38.015 ,38.015 ,0 ,0 ,0 ,20.318 ,6.464 ,13.854 ,0 ,1.502.433 ,58.972 ,10.612 ,48.360 ,448.302 ,0 ,0 ,0 ,0 ,0 ,448.302 ,184.301 ,184.301 ,810.858 ,15.836 ,83.312 ,3.109 ,708.600 ,0 ,0 ,0 ,1.907.774 ,1.907.774 ,162.899 ,7.607 ,31.781 ,8.242 ,1.553.338 ,13.967 ,42.806 ,0 ,87.135 ,192.889 ,55.917 ,55.917 ,0 ,0 ,0 ,0 ,0 ,0 ,136.972 ,40.448 ,86.384 ,0 ,10.140 ,283.008 
100.,MOZIRJE,3.702.349 ,852.233 ,203.985 ,33.004 ,15.811 ,12.665 ,109 ,179 ,4.240 ,518.503 ,78.142 ,12.293 ,71.603 ,1.598 ,1.978 ,256.547 ,8.617 ,0 ,10.311 ,77.412 ,25.709 ,14.234 ,2.237 ,9.239 ,0 ,71.032 ,50.943 ,19.321 ,768 ,1.477.066 ,64.559 ,855 ,63.704 ,235.925 ,0 ,5.688 ,2.024 ,0 ,0 ,228.213 ,170.664 ,170.664 ,1.005.917 ,78.868 ,35.749 ,1.694 ,889.605 ,0 ,0 ,0 ,1.202.591 ,1.202.591 ,0 ,0 ,8.659 ,0 ,919.880 ,65.448 ,181.030 ,0 ,27.575 ,170.460 ,99.474 ,68.916 ,8.200 ,4.407 ,17.952 ,0 ,0 ,0 ,70.986 ,11.910 ,0 ,0 ,59.076 ,-88.716 
101.,MESTNA OBČINA MURSKA SOBOTA,12.067.518 ,2.742.977 ,881.213 ,145.197 ,69.938 ,56.030 ,476 ,789 ,17.964 ,1.618.978 ,189.985 ,3.464 ,327.404 ,34.222 ,11.071 ,738.011 ,24.729 ,0 ,41.621 ,248.473 ,59.059 ,51.131 ,0 ,7.929 ,0 ,38.529 ,38.529 ,0 ,0 ,4.975.413 ,29.390 ,0 ,29.390 ,1.871.799 ,0 ,0 ,0 ,0 ,117.939 ,1.753.860 ,890.982 ,890.982 ,2.183.242 ,0 ,313.433 ,0 ,1.869.809 ,0 ,0 ,0 ,3.306.572 ,3.306.572 ,0 ,0 ,111.772 ,0 ,2.912.127 ,151.957 ,20.101 ,0 ,110.616 ,1.042.556 ,321.349 ,91.838 ,229.511 ,0 ,0 ,0 ,0 ,0 ,721.207 ,524.215 ,0 ,0 ,196.991 ,325.522 
102.,MUTA,2.566.145 ,361.939 ,86.513 ,14.672 ,7.036 ,5.638 ,46 ,79 ,1.874 ,215.699 ,46.841 ,22.371 ,22.613 ,3.455 ,526 ,61.451 ,13 ,0 ,4.882 ,53.547 ,9.205 ,1.461 ,0 ,7.745 ,0 ,35.850 ,5.404 ,8.346 ,22.100 ,1.007.661 ,25.221 ,0 ,25.221 ,255.592 ,0 ,0 ,0 ,0 ,4.749 ,250.843 ,90.452 ,90.452 ,636.396 ,3.247 ,32.261 ,1.206 ,327.671 ,265.473 ,6.539 ,0 ,1.136.142 ,1.136.142 ,0 ,4.319 ,4.319 ,501 ,1.041.838 ,442 ,22.776 ,0 ,61.947 ,60.403 ,20.815 ,8.346 ,0 ,0 ,0 ,12.469 ,0 ,0 ,39.589 ,4.590 ,0 ,0 ,34.998 ,1.561 
103.,NAKLO,5.184.532 ,812.253 ,137.011 ,22.012 ,10.661 ,8.541 ,72 ,120 ,2.616 ,652.192 ,88.995 ,42.063 ,50.970 ,2.335 ,4.243 ,241.867 ,129.608 ,0 ,6.591 ,85.519 ,1.038 ,1.038 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,844.509 ,21.804 ,0 ,21.804 ,332.376 ,0 ,8.012 ,0 ,0 ,0 ,324.364 ,167.796 ,167.796 ,322.533 ,0 ,21.843 ,0 ,300.690 ,0 ,0 ,0 ,3.031.386 ,3.031.386 ,0 ,0 ,69.727 ,11.893 ,2.658.611 ,7.271 ,194.791 ,0 ,89.093 ,496.384 ,460.164 ,47.815 ,412.349 ,0 ,0 ,0 ,0 ,0 ,36.220 ,0 ,0 ,0 ,36.220 ,-1.143.959 
104.,NAZARJE,1.369.575 ,440.736 ,79.582 ,13.270 ,6.335 ,5.078 ,42 ,71 ,1.744 ,333.216 ,32.111 ,0 ,32.799 ,1.231 ,388 ,167.539 ,20.239 ,0 ,3.793 ,75.117 ,7.979 ,7.979 ,0 ,0 ,0 ,6.689 ,2.437 ,0 ,4.252 ,531.289 ,9.527 ,0 ,9.527 ,295.088 ,0 ,1.982 ,2.333 ,0 ,0 ,290.774 ,36.542 ,36.542 ,190.131 ,2.245 ,12.677 ,793 ,174.416 ,0 ,0 ,0 ,269.980 ,269.980 ,81.372 ,0 ,3.142 ,0 ,136.759 ,0 ,45.610 ,0 ,3.096 ,127.571 ,119.680 ,16.692 ,99.178 ,0 ,0 ,0 ,3.810 ,0 ,7.891 ,0 ,0 ,0 ,7.891 ,143.544 
105.,MESTNA OBČINA NOVA GORICA,31.421.937 ,7.327.341 ,1.904.415 ,309.952 ,152.683 ,122.317 ,1.035 ,1.723 ,32.194 ,4.966.921 ,676.611 ,90.749 ,1.459.844 ,44.458 ,14.964 ,766.921 ,40.173 ,499.570 ,114.392 ,1.259.239 ,0 ,0 ,0 ,0 ,0 ,146.052 ,0 ,146.052 ,0 ,10.584.719 ,273.519 ,226.728 ,46.791 ,3.786.872 ,0 ,108.776 ,0 ,0 ,28.192 ,3.649.904 ,1.555.729 ,1.555.729 ,4.968.599 ,397.267 ,245.072 ,229.853 ,4.093.190 ,3.217 ,0 ,0 ,8.798.385 ,8.798.385 ,2.372.300 ,0 ,423.706 ,1.177 ,4.535.386 ,334.677 ,668.098 ,0 ,463.040 ,4.711.492 ,2.386.338 ,210.487 ,1.881.022 ,0 ,81.017 ,114.685 ,99.128 ,0 ,2.325.154 ,725.484 ,0 ,0 ,1.599.670 ,1.221.862 
106.,MESTNA OBČINA NOVO MESTO,27.303.626 ,4.914.659 ,1.795.760 ,294.442 ,144.592 ,115.840 ,981 ,1.636 ,31.393 ,2.602.437 ,396.870 ,19.008 ,664.121 ,38.454 ,17.914 ,625.522 ,21.215 ,11.271 ,94.917 ,713.145 ,222.021 ,222.021 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10.857.904 ,782.357 ,403.326 ,379.031 ,1.126.569 ,2.053 ,0 ,0 ,0 ,3.434 ,1.121.082 ,267.626 ,267.626 ,8.681.351 ,124.432 ,334.585 ,199.387 ,8.022.947 ,0 ,0 ,0 ,9.683.851 ,9.683.851 ,143.336 ,29.031 ,370.556 ,0 ,6.068.390 ,2.398.965 ,230.646 ,0 ,442.927 ,1.847.212 ,42.197 ,14.392 ,27.804 ,0 ,0 ,0 ,0 ,0 ,1.805.016 ,1.455.295 ,59.418 ,0 ,290.302 ,649.825 
107.,ODRANCI,776.529 ,200.899 ,55.980 ,9.882 ,5.148 ,3.581 ,30 ,53 ,1.069 ,130.574 ,19.421 ,3.734 ,33.100 ,3.419 ,3.244 ,39.072 ,0 ,1.164 ,1.655 ,25.766 ,1.541 ,1.541 ,0 ,0 ,0 ,2.921 ,0 ,2.921 ,0 ,282.012 ,20.228 ,0 ,20.228 ,106.792 ,0 ,0 ,0 ,0 ,0 ,106.792 ,26.277 ,26.277 ,128.715 ,12.410 ,21.531 ,1.982 ,92.792 ,0 ,0 ,0 ,284.541 ,284.541 ,0 ,0 ,12.463 ,0 ,261.161 ,10.348 ,569 ,0 ,0 ,9.077 ,5.332 ,0 ,0 ,0 ,0 ,0 ,5.332 ,0 ,3.745 ,3.745 ,0 ,0 ,0 ,688.585 
108.,OPLOTNICA,1.826.294 ,517.038 ,149.165 ,19.312 ,9.339 ,7.520 ,63 ,109 ,2.283 ,335.069 ,61.480 ,1.569 ,56.622 ,0 ,3.326 ,186.609 ,10.666 ,0 ,2.779 ,12.018 ,5.145 ,5.145 ,0 ,0 ,0 ,8.346 ,0 ,8.346 ,0 ,716.554 ,23.339 ,0 ,23.339 ,334.110 ,0 ,0 ,0 ,0 ,7.340 ,326.769 ,124.387 ,124.387 ,234.719 ,4.536 ,27.783 ,8.713 ,193.686 ,0 ,0 ,0 ,508.312 ,508.312 ,32.445 ,0 ,7.762 ,0 ,279.891 ,25.063 ,0 ,0 ,163.153 ,84.389 ,84.389 ,65.344 ,19.045 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,208.150 
109.,ORMOŽ,11.775.634 ,2.507.394 ,598.156 ,97.417 ,46.148 ,36.972 ,313 ,522 ,13.462 ,1.375.459 ,248.606 ,53.689 ,153.418 ,16.316 ,5.746 ,601.486 ,24.762 ,4.624 ,23.928 ,242.885 ,22.129 ,14.889 ,0 ,7.240 ,0 ,414.234 ,0 ,82.582 ,331.652 ,5.802.349 ,1.437.715 ,1.352.437 ,85.278 ,2.270.034 ,6.222 ,0 ,0 ,0 ,49.783 ,2.214.029 ,457.132 ,457.132 ,1.637.469 ,408.187 ,199.295 ,0 ,968.958 ,61.029 ,0 ,0 ,3.045.756 ,3.045.756 ,0 ,0 ,83.375 ,0 ,2.170.698 ,285.028 ,112.986 ,0 ,393.670 ,420.134 ,235.858 ,68.398 ,0 ,0 ,0 ,0 ,167.460 ,0 ,184.276 ,5.008 ,0 ,0 ,179.269 ,429.757 
110.,OSILNICA,278.449 ,190.431 ,60.333 ,9.628 ,4.885 ,3.719 ,33 ,53 ,938 ,120.470 ,12.751 ,32.228 ,19.006 ,13.173 ,2.472 ,11.765 ,537 ,0 ,2.003 ,26.536 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.137 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,975 ,975 ,1.162 ,0 ,1.162 ,0 ,0 ,0 ,0 ,0 ,85.881 ,85.881 ,0 ,0 ,0 ,0 ,74.954 ,3.299 ,6.259 ,0 ,1.368 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,378.986 
111.,PESNICA,4.460.812 ,1.099.120 ,254.198 ,35.862 ,15.870 ,14.722 ,113 ,192 ,4.966 ,796.349 ,50.939 ,5.237 ,106.305 ,140.365 ,5.583 ,371.182 ,0 ,0 ,10.199 ,106.539 ,192 ,192 ,0 ,0 ,0 ,12.519 ,0 ,12.519 ,0 ,1.470.514 ,44.913 ,0 ,44.913 ,741.633 ,0 ,7.699 ,3.747 ,0 ,0 ,730.187 ,36.355 ,36.355 ,647.613 ,125.188 ,121.474 ,0 ,400.951 ,0 ,0 ,0 ,1.682.269 ,1.682.269 ,0 ,0 ,7.315 ,714 ,1.414.630 ,59.151 ,119.024 ,0 ,81.435 ,208.909 ,172.334 ,104.106 ,68.227 ,0 ,0 ,0 ,0 ,0 ,36.576 ,0 ,0 ,0 ,36.576 ,1.024.266 
112.,PIRAN,18.584.735 ,5.854.795 ,1.391.863 ,225.363 ,110.416 ,87.811 ,747 ,1.231 ,25.159 ,2.991.583 ,332.678 ,95.977 ,297.471 ,30.704 ,23.469 ,342.451 ,17.276 ,1.173.035 ,74.128 ,604.394 ,0 ,0 ,0 ,0 ,0 ,1.245.986 ,0 ,83.459 ,1.162.527 ,7.577.925 ,379.899 ,104.077 ,275.822 ,2.578.397 ,0 ,0 ,76.310 ,0 ,2.746 ,2.499.341 ,1.297.279 ,1.297.279 ,3.322.350 ,8.346 ,192.109 ,4.173 ,2.238.629 ,851.081 ,28.013 ,0 ,2.841.049 ,2.841.049 ,13.366 ,45.426 ,179.269 ,13.850 ,1.464.584 ,244.922 ,611.551 ,0 ,268.081 ,2.310.966 ,1.901.281 ,91.984 ,1.809.297 ,0 ,0 ,0 ,0 ,0 ,409.685 ,0 ,0 ,0 ,409.685 ,-758.275 
113.,PIVKA,4.725.641 ,1.070.100 ,263.534 ,43.154 ,22.007 ,16.677 ,141 ,240 ,4.089 ,744.913 ,102.184 ,4.619 ,92.957 ,11.272 ,6.937 ,413.445 ,0 ,1.294 ,13.589 ,98.616 ,0 ,0 ,0 ,0 ,0 ,18.499 ,18.499 ,0 ,0 ,1.374.262 ,65.778 ,0 ,65.778 ,593.900 ,8.985 ,11.851 ,0 ,0 ,0 ,573.064 ,153.785 ,153.785 ,560.799 ,30.512 ,43.810 ,61.333 ,425.143 ,0 ,0 ,0 ,1.737.173 ,1.737.173 ,70.007 ,0 ,16.812 ,0 ,874.890 ,301.936 ,99.011 ,0 ,374.517 ,544.107 ,428.912 ,67.412 ,361.501 ,0 ,0 ,0 ,0 ,0 ,115.195 ,27.521 ,0 ,0 ,87.673 ,-90.090 
114.,PODČETRTEK,2.485.749 ,682.436 ,114.175 ,18.248 ,9.594 ,6.973 ,58 ,109 ,1.515 ,511.017 ,34.164 ,0 ,11.254 ,2.491 ,3.797 ,322.338 ,15.782 ,0 ,4.281 ,116.909 ,1.836 ,442 ,0 ,1.394 ,0 ,37.160 ,0 ,37.160 ,0 ,961.430 ,0 ,0 ,0 ,472.659 ,0 ,0 ,534 ,0 ,0 ,472.125 ,68.006 ,68.006 ,420.764 ,80.855 ,41.082 ,5.112 ,289.267 ,4.448 ,0 ,0 ,608.943 ,608.943 ,0 ,0 ,2.996 ,1.056 ,401.565 ,0 ,21.887 ,0 ,181.439 ,232.941 ,80.809 ,33.383 ,47.425 ,0 ,0 ,0 ,0 ,0 ,152.132 ,96.491 ,0 ,0 ,55.642 ,296.970 
115.,PODLEHNIK,1.848.952 ,581.816 ,65.074 ,27.738 ,16.654 ,8.473 ,522 ,126 ,1.962 ,480.196 ,261.758 ,68 ,20.726 ,6.302 ,1.695 ,173.275 ,0 ,0 ,0 ,16.372 ,8.808 ,0 ,8.808 ,0 ,0 ,0 ,0 ,0 ,0 ,378.996 ,6.803 ,0 ,6.803 ,177.405 ,10.085 ,0 ,0 ,0 ,0 ,167.320 ,34.855 ,34.855 ,159.932 ,0 ,40.599 ,0 ,119.333 ,0 ,0 ,0 ,175.442 ,175.442 ,0 ,0 ,11.289 ,0 ,129.711 ,1.803 ,0 ,0 ,32.640 ,712.698 ,712.698 ,150 ,712.548 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,40.691 
116.,PODVELKA,1.699.896 ,527.416 ,77.007 ,13.065 ,6.180 ,4.957 ,46 ,71 ,1.811 ,424.103 ,36.087 ,1.778 ,26.786 ,3.785 ,8.125 ,307.803 ,1.786 ,0 ,3.075 ,34.877 ,459 ,459 ,0 ,0 ,0 ,12.782 ,4.853 ,7.929 ,0 ,513.324 ,5.729 ,0 ,5.729 ,315.119 ,0 ,1.002 ,30.846 ,0 ,0 ,283.271 ,68.290 ,68.290 ,124.186 ,3.180 ,0 ,2.170 ,97.229 ,16.245 ,5.362 ,0 ,565.594 ,565.594 ,66.053 ,0 ,3.484 ,434 ,447.580 ,21.562 ,8.559 ,0 ,17.923 ,93.561 ,56.176 ,33.066 ,22.692 ,0 ,0 ,417 ,0 ,0 ,37.385 ,0 ,0 ,0 ,37.385 ,50.230 
117.,POLZELA,2.917.009 ,609.715 ,136.083 ,21.991 ,10.941 ,8.763 ,75 ,125 ,2.086 ,415.098 ,61.196 ,1.890 ,51.627 ,3.610 ,3.618 ,207.269 ,0 ,0 ,7.966 ,77.921 ,16.892 ,7.445 ,0 ,9.448 ,0 ,19.650 ,6.864 ,12.786 ,0 ,1.093.999 ,18.999 ,0 ,18.999 ,657.106 ,0 ,5.537 ,0 ,0 ,0 ,651.569 ,113.232 ,113.232 ,304.661 ,835 ,52.821 ,2.792 ,248.214 ,0 ,0 ,0 ,893.757 ,893.757 ,0 ,0 ,69.546 ,0 ,425.058 ,14.146 ,215.778 ,0 ,169.229 ,319.538 ,223.431 ,24.120 ,199.311 ,0 ,0 ,0 ,0 ,0 ,96.107 ,32.336 ,0 ,0 ,63.771 ,-21.086 
118.,POSTOJNA,8.575.472 ,2.615.223 ,665.949 ,110.937 ,54.206 ,43.411 ,367 ,613 ,12.339 ,1.770.109 ,172.997 ,211.434 ,226.557 ,10.921 ,4.014 ,846.937 ,1.285 ,22.955 ,31.869 ,241.141 ,68.227 ,31.443 ,0 ,36.784 ,0 ,0 ,0 ,0 ,0 ,3.318.085 ,95.047 ,0 ,95.047 ,1.610.374 ,0 ,14.605 ,309 ,0 ,21.670 ,1.573.790 ,604.999 ,604.999 ,1.007.666 ,98.715 ,132.632 ,18.749 ,757.570 ,0 ,0 ,0 ,1.876.648 ,1.876.648 ,0 ,6.264 ,39.497 ,37.573 ,1.042.885 ,301.748 ,20.844 ,0 ,427.838 ,765.515 ,413.358 ,115.035 ,294.667 ,0 ,0 ,3.655 ,0 ,0 ,352.157 ,339.451 ,0 ,0 ,12.707 ,560.224 
119.,PREBOLD,2.552.412 ,801.536 ,128.793 ,21.061 ,10.929 ,8.200 ,71 ,117 ,1.744 ,642.309 ,59.297 ,7.636 ,62.043 ,3.472 ,3.576 ,373.827 ,10.053 ,16.016 ,6.038 ,100.351 ,3.280 ,1.365 ,0 ,1.915 ,0 ,6.092 ,4.056 ,0 ,2.036 ,955.421 ,43.394 ,0 ,43.394 ,564.906 ,7.524 ,0 ,9.226 ,0 ,0 ,548.156 ,115.169 ,115.169 ,231.952 ,0 ,50.029 ,6.105 ,175.818 ,0 ,0 ,0 ,594.129 ,594.129 ,0 ,0 ,13.224 ,0 ,208.880 ,216.420 ,42.238 ,0 ,113.366 ,201.327 ,167.505 ,20.865 ,146.641 ,0 ,0 ,0 ,0 ,0 ,33.822 ,0 ,0 ,0 ,33.822 ,92.368 
