119.,PREBOLD,3.188.495 ,1.026.899 ,140.027 ,22.492 ,11.563 ,8.897 ,75 ,129 ,1.828 ,856.022 ,69.383 ,7.390 ,55.951 ,2.124 ,2.904 ,565.331 ,9.973 ,0 ,5.074 ,137.890 ,3.080 ,3.080 ,0 ,0 ,0 ,5.279 ,4.027 ,0 ,1.252 ,1.014.701 ,31.839 ,0 ,31.839 ,604.181 ,9.932 ,0 ,7.586 ,0 ,0 ,586.663 ,132.336 ,132.336 ,246.345 ,0 ,53.317 ,3.501 ,189.526 ,0 ,0 ,0 ,896.040 ,896.040 ,0 ,0 ,6.948 ,0 ,394.559 ,321.407 ,17.626 ,0 ,155.500 ,250.855 ,229.674 ,31.752 ,197.922 ,0 ,0 ,0 ,0 ,0 ,21.182 ,0 ,0 ,0 ,21.182 ,-34.806 
120.,PREDDVOR,1.823.948 ,461.772 ,102.212 ,16.942 ,8.342 ,6.681 ,58 ,96 ,1.765 ,334.331 ,28.159 ,2.917 ,35.908 ,2.086 ,3.309 ,156.347 ,325 ,0 ,3.889 ,101.390 ,2.796 ,2.796 ,0 ,0 ,0 ,5.492 ,5.492 ,0 ,0 ,527.545 ,13.474 ,0 ,13.474 ,236.834 ,0 ,2.420 ,0 ,0 ,0 ,234.414 ,65.565 ,65.565 ,211.672 ,0 ,15.198 ,0 ,196.474 ,0 ,0 ,0 ,642.860 ,642.860 ,0 ,0 ,3.605 ,0 ,623.635 ,0 ,997 ,0 ,14.622 ,191.771 ,191.771 ,16.692 ,175.079 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8.696 
121.,PREVALJE,4.376.156 ,1.521.866 ,310.724 ,51.761 ,27.491 ,18.732 ,159 ,263 ,5.116 ,1.131.739 ,153.655 ,64.334 ,94.500 ,4.615 ,9.769 ,610.194 ,29.653 ,7.816 ,13.099 ,144.104 ,3.355 ,1.035 ,0 ,2.320 ,0 ,24.286 ,0 ,12.360 ,11.926 ,1.438.307 ,29.870 ,0 ,29.870 ,714.426 ,0 ,0 ,638 ,0 ,0 ,713.787 ,187.819 ,187.819 ,504.181 ,0 ,53.464 ,605 ,434.197 ,15.916 ,0 ,2.011 ,899.979 ,899.979 ,87.360 ,0 ,45.990 ,0 ,479.010 ,668 ,197.396 ,0 ,89.555 ,516.003 ,434.076 ,0 ,426.235 ,0 ,0 ,0 ,7.841 ,0 ,81.927 ,11.492 ,0 ,18.031 ,52.404 ,-312.197 
122.,MESTNA OBČINA PTUJ,19.637.694 ,6.379.916 ,1.398.585 ,226.202 ,109.585 ,88.458 ,747 ,1.248 ,26.164 ,2.772.709 ,308.947 ,29.507 ,317.280 ,31.284 ,23.623 ,1.137.873 ,27.679 ,178.405 ,58.208 ,659.902 ,66.149 ,3.789 ,0 ,62.360 ,0 ,1.916.270 ,0 ,0 ,1.916.270 ,6.309.944 ,33.129 ,0 ,33.129 ,2.333.792 ,15.970 ,0 ,0 ,0 ,19.137 ,2.298.686 ,486.868 ,486.868 ,3.456.155 ,208.613 ,187.101 ,0 ,3.013.520 ,46.920 ,0 ,0 ,5.785.516 ,5.785.516 ,471.165 ,0 ,162.181 ,10.766 ,3.808.972 ,265.932 ,181.059 ,0 ,885.441 ,1.162.318 ,1.000.618 ,111.546 ,0 ,0 ,879.761 ,0 ,9.310 ,0 ,161.701 ,0 ,0 ,0 ,161.701 ,-399.862 
123.,PUCONCI,6.521.396 ,2.404.910 ,267.962 ,47.175 ,21.136 ,16.850 ,143 ,239 ,8.808 ,1.237.107 ,82.657 ,5.425 ,124.280 ,8.247 ,2.126 ,894.082 ,294 ,3.244 ,7.937 ,108.816 ,15.269 ,8.831 ,0 ,6.437 ,0 ,837.397 ,0 ,33.383 ,804.013 ,1.697.399 ,93.630 ,0 ,93.630 ,986.539 ,0 ,0 ,0 ,0 ,0 ,986.539 ,189.180 ,189.180 ,428.050 ,0 ,114.296 ,0 ,313.754 ,0 ,0 ,0 ,2.254.358 ,2.254.358 ,197.091 ,0 ,14.585 ,0 ,551.075 ,871.515 ,517.610 ,0 ,102.482 ,164.729 ,79.759 ,37.181 ,34.904 ,0 ,0 ,4.174 ,3.499 ,0 ,84.971 ,0 ,0 ,0 ,84.971 ,-1.032.804 
124.,RAČE - FRAM,5.078.247 ,1.226.920 ,257.862 ,41.654 ,20.189 ,16.166 ,138 ,230 ,4.932 ,926.152 ,87.606 ,0 ,103.305 ,17.668 ,5.416 ,629.436 ,0 ,0 ,8.684 ,74.036 ,0 ,0 ,0 ,0 ,0 ,1.252 ,0 ,1.252 ,0 ,1.297.129 ,84.193 ,0 ,84.193 ,333.233 ,0 ,0 ,0 ,0 ,0 ,333.233 ,172.112 ,172.112 ,707.591 ,7.307 ,63.666 ,0 ,612.707 ,23.911 ,0 ,0 ,2.257.641 ,2.257.641 ,0 ,0 ,14.680 ,0 ,1.852.600 ,319.362 ,0 ,0 ,70.998 ,296.557 ,188.921 ,188.921 ,0 ,0 ,0 ,0 ,0 ,0 ,107.636 ,0 ,0 ,0 ,107.636 ,1.333.692 
125.,RADEČE,2.484.356 ,470.360 ,235.290 ,35.503 ,16.792 ,13.454 ,113 ,188 ,4.957 ,188.821 ,67.122 ,14.513 ,29.198 ,2.166 ,1.256 ,20.810 ,1.861 ,0 ,6.531 ,45.364 ,3.288 ,3.288 ,0 ,0 ,0 ,7.457 ,363 ,7.094 ,0 ,1.353.096 ,0 ,0 ,0 ,257.127 ,0 ,880 ,0 ,0 ,0 ,256.247 ,103.618 ,103.618 ,992.351 ,0 ,40.018 ,0 ,952.333 ,0 ,0 ,0 ,446.912 ,446.912 ,0 ,0 ,9.777 ,0 ,388.245 ,0 ,28.247 ,0 ,20.643 ,213.988 ,153.668 ,71.912 ,81.756 ,0 ,0 ,0 ,0 ,0 ,60.320 ,14.676 ,0 ,0 ,45.643 ,24.316 
126.,RADENCI,2.758.429 ,1.034.706 ,145.492 ,24.486 ,11.537 ,9.251 ,79 ,131 ,3.488 ,848.927 ,100.047 ,0 ,126.081 ,2.399 ,4.002 ,442.379 ,5.409 ,0 ,4.946 ,163.664 ,3.282 ,3.282 ,0 ,0 ,0 ,12.519 ,0 ,12.519 ,0 ,1.285.501 ,38.984 ,0 ,38.984 ,615.565 ,6.119 ,0 ,0 ,0 ,0 ,609.446 ,136.801 ,136.801 ,494.151 ,0 ,55.237 ,2.009 ,436.906 ,0 ,0 ,0 ,258.053 ,258.053 ,0 ,0 ,2.504 ,0 ,190.931 ,36.093 ,2.761 ,0 ,25.764 ,180.170 ,6.259 ,6.259 ,0 ,0 ,0 ,0 ,0 ,0 ,173.911 ,63.143 ,0 ,66.178 ,44.590 ,86.642 
127.,RADLJE OB DRAVI,4.681.831 ,1.133.567 ,206.197 ,33.968 ,16.229 ,13.003 ,109 ,188 ,4.440 ,855.074 ,106.543 ,18.812 ,72.238 ,7.599 ,3.013 ,537.268 ,7.766 ,8.867 ,8.938 ,84.030 ,4.870 ,3.134 ,1.736 ,0 ,0 ,33.459 ,2.228 ,23.264 ,7.966 ,1.596.132 ,49.987 ,0 ,49.987 ,421.411 ,24.303 ,0 ,1.665 ,0 ,11.384 ,384.059 ,179.123 ,179.123 ,945.610 ,61.755 ,63.487 ,24.424 ,770.393 ,0 ,25.551 ,0 ,959.059 ,959.059 ,931 ,17.147 ,16.980 ,2.500 ,707.136 ,65.139 ,28.881 ,0 ,120.347 ,993.073 ,927.041 ,77.746 ,367.781 ,481.514 ,0 ,0 ,0 ,0 ,66.032 ,0 ,15.774 ,0 ,50.259 ,-22.947 
128.,RADOVLJICA,15.649.179 ,2.746.283 ,737.895 ,127.089 ,58.859 ,47.060 ,442 ,663 ,20.064 ,1.785.815 ,390.445 ,14.627 ,358.486 ,19.488 ,5.143 ,300.077 ,1.420 ,3.782 ,32.267 ,660.080 ,30.701 ,30.701 ,0 ,0 ,0 ,64.784 ,16.692 ,0 ,48.092 ,4.836.405 ,143.233 ,29.617 ,113.616 ,2.385.312 ,0 ,26.350 ,80.595 ,0 ,8.859 ,2.269.508 ,809.882 ,809.882 ,1.497.978 ,0 ,0 ,0 ,1.261.489 ,236.489 ,0 ,0 ,6.791.641 ,6.791.641 ,87.631 ,13.631 ,75.588 ,6.337 ,2.871.216 ,1.527.547 ,1.873.388 ,0 ,336.302 ,1.274.850 ,1.157.126 ,318.922 ,838.204 ,0 ,0 ,0 ,0 ,0 ,117.724 ,0 ,0 ,0 ,117.724 ,956.284 
129.,RAVNE NA KOROŠKEM,9.237.160 ,2.149.015 ,486.317 ,77.637 ,37.911 ,30.375 ,259 ,426 ,8.667 ,1.528.564 ,85.532 ,64.589 ,123.302 ,6.673 ,7.098 ,970.744 ,9.064 ,0 ,20.998 ,240.565 ,17.034 ,17.034 ,0 ,0 ,0 ,39.463 ,8.095 ,29.210 ,2.157 ,2.938.721 ,130.245 ,126.440 ,3.806 ,1.407.795 ,0 ,0 ,19.137 ,0 ,0 ,1.388.658 ,241.980 ,241.980 ,1.158.701 ,96.136 ,114.747 ,6.639 ,851.072 ,0 ,90.106 ,0 ,3.389.801 ,3.389.801 ,109.639 ,0 ,69.947 ,0 ,2.707.858 ,275.054 ,45.385 ,0 ,181.919 ,759.623 ,486.259 ,29.210 ,457.048 ,0 ,0 ,0 ,0 ,0 ,273.364 ,0 ,4.920 ,0 ,268.444 ,-296.374 
130.,RAZKRIŽJE,756.205 ,189.418 ,62.993 ,10.808 ,4.928 ,3.944 ,38 ,51 ,1.848 ,90.341 ,11.520 ,0 ,32.766 ,6.677 ,3.870 ,12.098 ,0 ,0 ,1.468 ,21.942 ,1.798 ,128 ,0 ,1.670 ,0 ,23.477 ,4.892 ,18.585 ,0 ,332.851 ,7.773 ,0 ,7.773 ,75.966 ,0 ,0 ,0 ,0 ,0 ,75.966 ,20.268 ,20.268 ,228.844 ,9.012 ,10.921 ,431 ,171.246 ,36.098 ,1.137 ,0 ,157.700 ,157.700 ,0 ,0 ,2.994 ,0 ,143.503 ,0 ,8.346 ,0 ,2.857 ,76.236 ,1.215 ,0 ,0 ,0 ,0 ,0 ,1.215 ,0 ,75.021 ,51.393 ,0 ,0 ,23.628 ,-1.842 
131.,RIBNICA,5.672.976 ,1.780.809 ,463.913 ,70.748 ,32.474 ,27.011 ,230 ,392 ,10.641 ,1.207.190 ,137.135 ,37.085 ,207.954 ,226.239 ,10.053 ,516.996 ,7.557 ,0 ,15.052 ,49.120 ,30.008 ,30.008 ,0 ,0 ,0 ,8.951 ,8.951 ,0 ,0 ,1.941.496 ,58.258 ,0 ,58.258 ,744.350 ,0 ,16.692 ,0 ,0 ,2.178 ,725.480 ,21.991 ,21.991 ,1.116.896 ,33.521 ,25.179 ,0 ,1.058.196 ,0 ,0 ,0 ,1.808.496 ,1.808.496 ,0 ,0 ,129.089 ,0 ,1.196.603 ,40.377 ,6.969 ,403.401 ,32.056 ,142.176 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,142.176 ,0 ,0 ,0 ,142.176 ,249.729 
132.,RIBNICA NA POHORJU,922.421 ,261.359 ,46.879 ,7.795 ,3.630 ,2.909 ,25 ,42 ,1.189 ,198.147 ,26.072 ,10.073 ,17.639 ,0 ,1.928 ,104.799 ,0 ,0 ,1.356 ,36.279 ,968 ,968 ,0 ,0 ,0 ,7.570 ,3.330 ,3.330 ,910 ,306.284 ,4.332 ,0 ,4.332 ,65.828 ,0 ,0 ,1.623 ,0 ,0 ,64.205 ,51.915 ,51.915 ,184.210 ,1.832 ,14.501 ,8.425 ,159.452 ,0 ,0 ,0 ,350.793 ,350.793 ,0 ,0 ,2.387 ,0 ,171.361 ,144.396 ,0 ,0 ,32.649 ,3.985 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.985 ,1.252 ,0 ,0 ,2.733 ,-58.413 
133.,ROGAŠKA SLATINA,8.156.197 ,1.083.646 ,400.167 ,63.842 ,32.119 ,25.100 ,200 ,363 ,6.059 ,571.036 ,99.954 ,0 ,36.563 ,7.286 ,5.275 ,162.924 ,11.062 ,31.297 ,14.417 ,202.258 ,2.420 ,0 ,2.420 ,0 ,0 ,46.182 ,6.009 ,40.173 ,0 ,2.708.646 ,0 ,0 ,0 ,1.631.985 ,10.587 ,0 ,66.337 ,0 ,0 ,1.555.062 ,186.663 ,186.663 ,889.998 ,156.376 ,127.541 ,0 ,606.080 ,0 ,0 ,0 ,3.653.676 ,3.653.676 ,95.977 ,7.924 ,44.550 ,22.813 ,2.899.399 ,139.338 ,103.401 ,0 ,340.273 ,710.228 ,465.682 ,81.297 ,384.385 ,0 ,0 ,0 ,0 ,0 ,244.546 ,243.928 ,0 ,0 ,618 ,-121.670 
134.,ROGAŠOVCI,1.822.500 ,373.188 ,47.057 ,8.428 ,3.568 ,2.859 ,24 ,40 ,1.937 ,310.950 ,29.906 ,1.057 ,45.208 ,1.742 ,6.148 ,148.164 ,4.956 ,0 ,1.328 ,72.440 ,2.581 ,0 ,0 ,2.581 ,0 ,4.173 ,0 ,4.173 ,0 ,661.709 ,22.756 ,0 ,22.756 ,256.817 ,3.726 ,0 ,0 ,0 ,0 ,253.091 ,60.475 ,60.475 ,321.661 ,0 ,80.066 ,973 ,238.117 ,1.629 ,876 ,0 ,717.745 ,717.745 ,0 ,1.753 ,4.872 ,1.194 ,700.509 ,0 ,0 ,0 ,9.418 ,69.858 ,61.512 ,25.476 ,36.036 ,0 ,0 ,0 ,0 ,0 ,8.346 ,0 ,0 ,0 ,8.346 ,169.708 
135.,ROGATEC,2.582.899 ,606.138 ,164.538 ,28.196 ,14.730 ,10.603 ,92 ,154 ,2.616 ,389.839 ,53.764 ,18.532 ,78.480 ,5.429 ,2.758 ,154.945 ,5.216 ,0 ,7.269 ,63.445 ,10.007 ,0 ,0 ,10.007 ,0 ,13.558 ,0 ,8.346 ,5.212 ,845.831 ,22.033 ,0 ,22.033 ,423.535 ,0 ,0 ,0 ,0 ,0 ,423.535 ,100.872 ,100.872 ,299.391 ,9.481 ,35.115 ,1.156 ,253.639 ,0 ,0 ,0 ,939.459 ,939.459 ,0 ,11.797 ,17.434 ,0 ,572.317 ,57.536 ,47.096 ,0 ,233.279 ,191.471 ,75.417 ,25.872 ,49.545 ,0 ,0 ,0 ,0 ,0 ,116.053 ,50.922 ,0 ,0 ,65.131 ,-243.607 
136.,RUŠE,7.458.963 ,2.144.809 ,803.793 ,133.671 ,68.073 ,49.107 ,413 ,722 ,15.356 ,1.165.703 ,226.402 ,9.197 ,259.656 ,33.287 ,7.269 ,404.824 ,0 ,0 ,18.691 ,206.376 ,8.000 ,2.433 ,0 ,5.567 ,0 ,33.642 ,0 ,33.642 ,0 ,2.115.936 ,9.815 ,0 ,9.815 ,611.693 ,0 ,4.194 ,0 ,0 ,0 ,607.499 ,213.983 ,213.983 ,1.280.446 ,417 ,88.825 ,278.434 ,865.966 ,46.804 ,0 ,0 ,2.947.342 ,2.947.342 ,0 ,0 ,34.293 ,0 ,2.551.381 ,260.779 ,53.050 ,0 ,47.838 ,250.876 ,150.184 ,41.375 ,108.809 ,0 ,0 ,0 ,0 ,0 ,100.693 ,0 ,271 ,0 ,100.421 ,-730.542 
137.,SELNICA OB DRAVI,2.632.386 ,1.003.080 ,233.367 ,37.435 ,16.700 ,16.174 ,113 ,188 ,4.261 ,694.112 ,71.182 ,1.961 ,78.593 ,3.647 ,3.426 ,412.339 ,19.070 ,0 ,7.941 ,95.952 ,6.109 ,6.109 ,0 ,0 ,0 ,32.056 ,2.846 ,29.210 ,0 ,1.133.112 ,48.172 ,0 ,48.172 ,387.227 ,0 ,0 ,0 ,0 ,4.006 ,383.221 ,87.465 ,87.465 ,610.249 ,0 ,67.848 ,1.665 ,540.736 ,0 ,0 ,0 ,305.350 ,305.350 ,0 ,0 ,25.472 ,0 ,92.626 ,110.699 ,0 ,0 ,76.552 ,190.845 ,147.930 ,7.140 ,140.790 ,0 ,0 ,0 ,0 ,0 ,42.914 ,0 ,0 ,0 ,42.914 ,24.011 
138.,SEMIČ,2.660.078 ,569.759 ,165.916 ,24.324 ,11.985 ,9.602 ,79 ,134 ,2.525 ,369.200 ,37.072 ,0 ,40.093 ,6.864 ,4.803 ,176.181 ,3.931 ,0 ,6.568 ,93.686 ,1.319 ,947 ,0 ,371 ,0 ,9.001 ,0 ,2.921 ,6.080 ,917.096 ,41.137 ,3.297 ,37.840 ,529.695 ,0 ,0 ,104 ,0 ,5.875 ,523.715 ,146.503 ,146.503 ,199.762 ,0 ,29.895 ,835 ,169.033 ,0 ,0 ,0 ,1.101.406 ,1.101.406 ,0 ,9.977 ,9.539 ,0 ,918.181 ,43.661 ,70.351 ,0 ,49.695 ,71.816 ,10.870 ,5.133 ,5.738 ,0 ,0 ,0 ,0 ,0 ,60.946 ,0 ,0 ,0 ,60.946 ,52.182 
139.,SEVNICA,13.602.195 ,3.221.315 ,592.514 ,92.493 ,44.838 ,37.627 ,317 ,530 ,9.180 ,2.300.559 ,233.542 ,3.902 ,256.639 ,14.572 ,18.933 ,1.394.083 ,3.351 ,21.879 ,23.302 ,330.358 ,40.828 ,33.959 ,6.869 ,0 ,0 ,194.922 ,4.444 ,190.477 ,0 ,4.673.185 ,430.976 ,2.124 ,428.852 ,2.387.072 ,0 ,0 ,0 ,0 ,14.025 ,2.373.047 ,263.733 ,263.733 ,1.591.404 ,0 ,133.767 ,0 ,1.440.945 ,16.692 ,0 ,0 ,4.896.787 ,4.896.787 ,376.264 ,17.735 ,279.315 ,0 ,2.841.821 ,923.289 ,120.856 ,0 ,337.506 ,810.908 ,567.480 ,4.957 ,562.523 ,0 ,0 ,0 ,0 ,0 ,243.428 ,75.109 ,0 ,0 ,168.319 ,-855.855 
140.,SEŽANA,12.677.420 ,3.003.447 ,656.092 ,106.994 ,51.865 ,41.316 ,351 ,584 ,12.878 ,2.224.207 ,218.841 ,309.932 ,503.560 ,9.335 ,2.145 ,537.719 ,10.800 ,282.632 ,28.050 ,321.194 ,11.980 ,8.446 ,0 ,3.534 ,0 ,4.173 ,0 ,4.173 ,0 ,4.099.299 ,62.569 ,0 ,62.569 ,1.647.438 ,0 ,0 ,0 ,0 ,1.519 ,1.645.919 ,216.170 ,216.170 ,2.173.122 ,1.828 ,89.509 ,25.038 ,1.750.864 ,305.884 ,0 ,0 ,4.338.378 ,4.338.378 ,490.277 ,0 ,68.595 ,1.849 ,2.817.055 ,607.198 ,228.814 ,0 ,124.591 ,1.236.296 ,808.346 ,127.016 ,104.490 ,0 ,0 ,0 ,576.840 ,0 ,427.950 ,50.509 ,377.441 ,0 ,0 ,683.283 
141.,MESTNA OBČINA SLOVENJ GRADEC,16.435.950 ,3.668.353 ,771.474 ,123.610 ,59.569 ,47.722 ,405 ,672 ,15.244 ,2.701.360 ,316.754 ,298.197 ,317.981 ,42.956 ,15.661 ,1.159.210 ,88.658 ,45.293 ,30.433 ,386.217 ,65.648 ,26.865 ,0 ,38.783 ,0 ,6.259 ,0 ,6.259 ,0 ,4.061.910 ,38.270 ,0 ,38.270 ,1.931.272 ,1.544 ,0 ,0 ,0 ,0 ,1.929.728 ,685.253 ,685.253 ,1.407.115 ,8.797 ,140.903 ,29.131 ,1.096.970 ,0 ,131.314 ,0 ,7.418.465 ,7.418.465 ,98.740 ,16.262 ,523.848 ,10.954 ,5.332.061 ,370.493 ,279.273 ,0 ,786.834 ,1.287.223 ,1.281.910 ,0 ,1.281.910 ,0 ,0 ,0 ,0 ,0 ,5.312 ,5.312 ,0 ,0 ,0 ,-1.310.950 
142.,SLOVENSKA BISTRICA,21.292.351 ,4.777.979 ,893.515 ,148.965 ,69.550 ,53.860 ,455 ,759 ,24.341 ,3.287.114 ,259.811 ,98.990 ,931.906 ,36.684 ,33.788 ,1.591.245 ,44.876 ,0 ,33.154 ,256.660 ,122.484 ,122.484 ,0 ,0 ,0 ,325.901 ,0 ,325.901 ,0 ,7.073.673 ,84.356 ,0 ,84.356 ,3.886.325 ,0 ,0 ,15.244 ,0 ,117.455 ,3.753.626 ,686.342 ,686.342 ,2.416.650 ,0 ,245.869 ,242.372 ,1.824.094 ,104.315 ,0 ,0 ,8.052.504 ,8.052.504 ,30.137 ,2.016 ,238.549 ,488 ,5.997.484 ,725.714 ,427.011 ,0 ,631.105 ,1.388.195 ,508.116 ,162.611 ,343.670 ,0 ,0 ,1.836 ,0 ,0 ,880.078 ,137.264 ,262.894 ,0 ,479.920 ,434.435 
143.,SLOVENSKE KONJICE,8.174.708 ,1.557.783 ,360.457 ,63.804 ,28.772 ,23.014 ,196 ,325 ,11.496 ,1.066.758 ,301.452 ,20.109 ,149.057 ,10.094 ,1.314 ,303.234 ,13.858 ,7.086 ,14.768 ,245.785 ,1.836 ,1.836 ,0 ,0 ,0 ,64.927 ,39.889 ,25.038 ,0 ,3.417.147 ,122.233 ,43.094 ,79.140 ,1.748.151 ,0 ,16.775 ,5.133 ,0 ,12.665 ,1.713.579 ,294.054 ,294.054 ,1.252.708 ,233.137 ,130.830 ,57.791 ,752.299 ,73.473 ,5.179 ,0 ,1.605.825 ,1.605.825 ,50.075 ,0 ,15.144 ,3.923 ,912.089 ,417.130 ,136.434 ,2.637 ,68.394 ,1.593.953 ,527.320 ,163.579 ,363.575 ,0 ,0 ,167 ,0 ,0 ,1.066.633 ,559.594 ,131.351 ,3.050 ,372.638 ,174.950 
144.,SODRAŽICA,1.505.946 ,354.874 ,94.346 ,15.102 ,7.620 ,6.105 ,58 ,79 ,1.239 ,233.500 ,42.243 ,0 ,21.862 ,1.039 ,3.263 ,126.552 ,0 ,104 ,3.355 ,35.082 ,8.922 ,8.166 ,0 ,755 ,0 ,3.005 ,3.005 ,0 ,0 ,436.459 ,10.236 ,0 ,10.236 ,306.572 ,0 ,3.943 ,7.140 ,0 ,926 ,294.563 ,37.026 ,37.026 ,82.624 ,0 ,0 ,0 ,82.624 ,0 ,0 ,0 ,684.648 ,684.648 ,2.178 ,0 ,6.047 ,0 ,601.903 ,0 ,38.287 ,0 ,36.234 ,29.966 ,12.202 ,12.202 ,0 ,0 ,0 ,0 ,0 ,0 ,17.764 ,0 ,0 ,0 ,17.764 ,-208.162 
145.,SOLČAVA,703.464 ,229.185 ,89.409 ,10.958 ,5.204 ,4.131 ,33 ,58 ,1.531 ,126.302 ,24.428 ,0 ,20.865 ,167 ,2.608 ,58.250 ,0 ,417 ,2.049 ,17.518 ,1.473 ,192 ,0 ,1.281 ,0 ,1.043 ,1.043 ,0 ,0 ,207.970 ,52.971 ,27.132 ,25.839 ,92.514 ,0 ,0 ,1.544 ,0 ,0 ,90.970 ,55.817 ,55.817 ,6.668 ,492 ,4.974 ,993 ,209 ,0 ,0 ,0 ,204.553 ,204.553 ,0 ,0 ,25.467 ,0 ,170.130 ,0 ,0 ,0 ,8.955 ,61.755 ,61.755 ,0 ,61.755 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-48.548 
146.,STARŠE,3.598.802 ,595.209 ,210.775 ,34.084 ,15.682 ,12.523 ,121 ,163 ,5.596 ,350.067 ,62.715 ,497 ,92.672 ,2.587 ,10.140 ,109.518 ,3.735 ,1.565 ,7.319 ,59.318 ,284 ,0 ,0 ,284 ,0 ,0 ,0 ,0 ,0 ,906.935 ,34.727 ,0 ,34.727 ,449.387 ,0 ,0 ,0 ,0 ,0 ,449.387 ,106.456 ,106.456 ,316.366 ,0 ,37.273 ,21 ,279.073 ,0 ,0 ,0 ,366.429 ,366.429 ,10.662 ,0 ,19.387 ,1.632 ,228.822 ,14.330 ,0 ,0 ,91.596 ,1.730.229 ,64.075 ,62.435 ,0 ,0 ,0 ,0 ,1.640 ,0 ,1.666.153 ,0 ,5.258 ,0 ,1.660.896 ,-517.597 
147.,SVETA ANA,1.854.701 ,351.251 ,87.453 ,13.899 ,6.791 ,5.441 ,46 ,77 ,1.544 ,245.082 ,28.575 ,0 ,156.316 ,3.372 ,2.248 ,11.051 ,0 ,0 ,3.517 ,40.002 ,3.566 ,3.566 ,0 ,0 ,0 ,1.251 ,0 ,1.251 ,0 ,459.024 ,23.502 ,0 ,23.502 ,105.607 ,0 ,3.797 ,0 ,0 ,2.230 ,99.580 ,22.062 ,22.062 ,307.852 ,0 ,10.354 ,0 ,297.498 ,0 ,0 ,0 ,994.343 ,994.343 ,0 ,0 ,20.103 ,0 ,712.295 ,24.404 ,188.953 ,0 ,48.587 ,50.083 ,5.301 ,5.301 ,0 ,0 ,0 ,0 ,0 ,0 ,44.782 ,4.099 ,0 ,0 ,40.684 ,-350.427 
148.,SVETI ANDRAŽ V SLOVENSKIH GORICAH,1.917.067 ,297.459 ,94.454 ,15.824 ,8.054 ,5.754 ,50 ,83 ,1.882 ,156.176 ,41.379 ,1.552 ,19.521 ,0 ,7.549 ,62.519 ,0 ,0 ,2.621 ,21.036 ,4.244 ,4.244 ,0 ,0 ,0 ,26.761 ,0 ,835 ,25.926 ,230.074 ,3.664 ,0 ,3.664 ,135.553 ,0 ,2.683 ,0 ,0 ,0 ,132.870 ,21.253 ,21.253 ,69.604 ,5.137 ,13.858 ,0 ,50.609 ,0 ,0 ,0 ,1.386.789 ,1.386.789 ,0 ,0 ,141.721 ,0 ,1.184.744 ,42.217 ,0 ,0 ,18.106 ,2.746 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.746 ,2.746 ,0 ,0 ,0 ,-491.846 
149.,SVETI JURIJ,2.076.855 ,466.407 ,119.225 ,18.997 ,10.115 ,7.440 ,63 ,115 ,1.264 ,319.549 ,11.557 ,4.952 ,34.284 ,0 ,3.032 ,166.577 ,1.243 ,0 ,4.486 ,93.418 ,0 ,0 ,0 ,0 ,0 ,8.636 ,8.636 ,0 ,0 ,595.170 ,37.101 ,0 ,37.101 ,279.835 ,0 ,0 ,0 ,0 ,0 ,279.835 ,83.256 ,83.256 ,194.978 ,0 ,24.033 ,1.035 ,169.909 ,0 ,0 ,0 ,948.207 ,948.207 ,0 ,0 ,2.687 ,401 ,834.246 ,73.364 ,1.996 ,0 ,35.512 ,67.071 ,5.775 ,5.775 ,0 ,0 ,0 ,0 ,0 ,0 ,61.296 ,54.542 ,0 ,0 ,6.754 ,-25.627 
150.,ŠALOVCI,1.860.259 ,378.006 ,93.375 ,13.858 ,6.807 ,5.453 ,46 ,77 ,1.474 ,219.258 ,65.718 ,885 ,22.842 ,0 ,2.871 ,89.281 ,0 ,0 ,1.310 ,36.351 ,24.415 ,24.415 ,0 ,0 ,0 ,27.101 ,19.928 ,7.173 ,0 ,321.672 ,8.079 ,0 ,8.079 ,172.723 ,43.801 ,0 ,15.208 ,0 ,0 ,113.714 ,31.622 ,31.622 ,109.248 ,43.920 ,0 ,671 ,62.075 ,0 ,2.581 ,0 ,1.085.812 ,1.085.812 ,0 ,4.136 ,6.211 ,0 ,524.771 ,500.405 ,0 ,42.829 ,7.461 ,74.768 ,7.893 ,0 ,7.893 ,0 ,0 ,0 ,0 ,0 ,66.876 ,18.298 ,0 ,0 ,48.577 ,-57.322 
