108.,OPLOTNICA,1.735.182 ,480.112 ,138.633 ,16.170 ,306.973 ,75.459 ,5.375 ,75.722 ,58 ,4.407 ,115.874 ,7.799 ,4.515 ,3.706 ,14.059 ,9.990 ,9.990 ,0 ,0 ,0 ,8.346 ,580.129 ,59.756 ,0 ,59.756 ,289.885 ,0 ,0 ,0 ,0 ,5.137 ,284.748 ,110.482 ,110.482 ,120.005 ,3.276 ,18.302 ,7.424 ,91.003 ,0 ,623.677 ,623.677 ,0 ,0 ,10.845 ,0 ,529.436 ,17.910 ,0 ,0 ,65.486 ,51.264 ,51.264 ,0 ,0 ,6.539 ,0 ,0 ,0 ,0 ,44.725 ,0 ,-22.968 
109.,ORMOŽ,8.595.230 ,2.108.680 ,471.520 ,56.435 ,1.490.185 ,179.903 ,0 ,260.236 ,15.340 ,8.070 ,660.082 ,56.927 ,16.959 ,15.202 ,277.466 ,40.732 ,19.976 ,3.071 ,13.633 ,4.052 ,49.808 ,4.054.256 ,966.562 ,815.828 ,150.734 ,1.567.722 ,559 ,0 ,0 ,0 ,38.712 ,1.528.451 ,384.731 ,384.731 ,1.135.240 ,222.338 ,105.233 ,0 ,807.670 ,0 ,2.212.974 ,2.212.974 ,62.398 ,0 ,59.627 ,36.234 ,1.502.954 ,269.379 ,112.736 ,0 ,169.646 ,219.321 ,219.321 ,34.719 ,0 ,42.585 ,63.295 ,0 ,0 ,0 ,78.722 ,0 ,-33.613 
110.,OSILNICA,325.167 ,112.369 ,73.231 ,9.652 ,29.486 ,14.609 ,0 ,2.925 ,3.993 ,4.294 ,584 ,0 ,0 ,1.615 ,1.465 ,0 ,0 ,0 ,0 ,0 ,0 ,82.716 ,0 ,0 ,0 ,16.955 ,0 ,0 ,0 ,0 ,0 ,16.955 ,0 ,0 ,65.761 ,0 ,2.366 ,0 ,63.395 ,0 ,130.083 ,130.083 ,0 ,0 ,4.636 ,0 ,53.927 ,5.721 ,0 ,0 ,65.799 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-3.489 
111.,PESNICA,3.612.218 ,1.089.785 ,224.403 ,24.654 ,818.044 ,55.250 ,7.403 ,45.618 ,76.586 ,4.240 ,421.829 ,480 ,9.932 ,8.154 ,188.554 ,10.662 ,10.662 ,0 ,0 ,0 ,12.022 ,947.121 ,66.124 ,0 ,66.124 ,16.758 ,0 ,0 ,367 ,0 ,0 ,16.391 ,42.322 ,42.322 ,821.916 ,3.464 ,95.894 ,1.031 ,721.528 ,0 ,1.510.904 ,1.510.904 ,12.519 ,0 ,5.229 ,3.409 ,901.623 ,444.713 ,117.001 ,0 ,26.410 ,64.409 ,64.409 ,0 ,0 ,60.090 ,0 ,0 ,0 ,0 ,4.319 ,0 ,-381.197 
112.,PIRAN,12.599.245 ,3.187.085 ,1.013.020 ,145.664 ,1.965.027 ,253.109 ,22.091 ,174.679 ,22.830 ,21.562 ,87.757 ,70.898 ,820.009 ,50.330 ,441.763 ,13.533 ,13.533 ,0 ,0 ,0 ,49.841 ,5.262.064 ,189.004 ,0 ,189.004 ,1.933.321 ,0 ,0 ,82.574 ,0 ,0 ,1.850.747 ,769.225 ,769.225 ,2.370.514 ,8.346 ,105.846 ,35.954 ,2.220.368 ,0 ,3.092.159 ,3.092.159 ,20.865 ,2.061 ,217.434 ,4.248 ,2.563.925 ,23.343 ,161.985 ,580 ,97.717 ,1.057.937 ,1.057.937 ,0 ,0 ,34.927 ,35.136 ,0 ,39.843 ,27.621 ,876.285 ,44.125 ,-655.437 
113.,PIVKA,2.948.681 ,995.343 ,184.093 ,25.088 ,548.452 ,63.374 ,25 ,62.168 ,10.704 ,3.985 ,323.565 ,11.037 ,2.086 ,6.919 ,64.589 ,0 ,0 ,0 ,0 ,0 ,237.711 ,1.058.479 ,127.575 ,0 ,127.575 ,200.872 ,0 ,12.310 ,5.433 ,0 ,0 ,183.129 ,108.187 ,108.187 ,621.845 ,71.161 ,19.450 ,5.667 ,525.568 ,0 ,894.859 ,894.859 ,0 ,0 ,20.598 ,0 ,600.109 ,114.634 ,30.679 ,0 ,128.839 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-66.446 
114.,PODČETRTEK,1.586.960 ,340.607 ,90.164 ,13.028 ,193.499 ,32.211 ,83 ,6.239 ,1.335 ,3.839 ,30.133 ,17.898 ,0 ,2.959 ,98.802 ,35.119 ,6.063 ,0 ,29.056 ,0 ,8.797 ,763.412 ,13.566 ,0 ,13.566 ,115.761 ,0 ,0 ,217 ,0 ,0 ,115.544 ,45.097 ,45.097 ,588.988 ,132.065 ,26.590 ,0 ,430.333 ,0 ,317.234 ,317.234 ,0 ,0 ,3.943 ,847 ,186.004 ,47.396 ,0 ,0 ,79.044 ,165.707 ,165.707 ,0 ,0 ,93.056 ,72.651 ,0 ,0 ,0 ,0 ,0 ,113.858 
115.,PODLEHNIK,1.675.630 ,179.323 ,78.163 ,10.762 ,90.398 ,34.685 ,15.006 ,7.202 ,3.213 ,0 ,12.302 ,2.946 ,0 ,0 ,15.043 ,0 ,0 ,0 ,0 ,0 ,0 ,394.713 ,155.166 ,29.903 ,125.263 ,116.337 ,1.185 ,0 ,0 ,0 ,0 ,115.152 ,29.665 ,29.665 ,93.544 ,0 ,26.481 ,0 ,67.063 ,0 ,1.101.594 ,1.101.594 ,0 ,0 ,3.756 ,0 ,1.051.248 ,40.719 ,0 ,0 ,5.871 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-280.792 
116.,PODVELKA,1.381.088 ,217.643 ,59.852 ,8.767 ,141.145 ,50.555 ,4.749 ,21.970 ,2.299 ,8.079 ,8.550 ,1.406 ,3.806 ,1.903 ,37.828 ,8 ,8 ,0 ,0 ,0 ,7.870 ,618.540 ,13.787 ,0 ,13.787 ,122.475 ,0 ,0 ,17.071 ,0 ,0 ,105.404 ,92.735 ,92.735 ,389.543 ,6.005 ,1.544 ,160.691 ,221.303 ,0 ,535.194 ,535.194 ,0 ,0 ,4.269 ,622 ,248.698 ,269.913 ,2.600 ,0 ,9.093 ,9.710 ,9.710 ,0 ,0 ,9.710 ,0 ,0 ,0 ,0 ,0 ,0 ,-10.620 
117.,POLZELA,1.935.983 ,435.958 ,124.420 ,17.735 ,274.524 ,33.045 ,2.783 ,35.053 ,2.525 ,4.878 ,129.628 ,0 ,0 ,0 ,66.612 ,2.157 ,2.157 ,0 ,0 ,0 ,17.122 ,863.070 ,24.720 ,0 ,24.720 ,154.344 ,0 ,0 ,0 ,0 ,0 ,154.344 ,129.707 ,129.707 ,554.298 ,69.358 ,28.560 ,7.382 ,448.999 ,0 ,302.312 ,302.312 ,0 ,0 ,15.653 ,0 ,177.103 ,78.146 ,0 ,0 ,31.410 ,334.644 ,334.644 ,166.792 ,0 ,84.977 ,0 ,0 ,0 ,0 ,82.874 ,0 ,6.698 
118.,POSTOJNA,6.438.779 ,1.510.328 ,311.776 ,43.499 ,1.152.579 ,76.928 ,59.418 ,162.156 ,4.895 ,1.002 ,489.155 ,363 ,156.276 ,11.893 ,190.494 ,2.475 ,0 ,0 ,2.475 ,0 ,0 ,3.112.581 ,147.071 ,0 ,147.071 ,1.194.300 ,0 ,0 ,17.259 ,0 ,21.653 ,1.155.387 ,403.906 ,403.906 ,1.367.305 ,124.057 ,70.013 ,636.797 ,536.438 ,0 ,1.416.441 ,1.416.441 ,29.753 ,559 ,45.418 ,0 ,1.189.438 ,66.462 ,56.789 ,0 ,28.021 ,399.428 ,399.428 ,102.838 ,29.753 ,52.295 ,160.345 ,0 ,0 ,0 ,54.198 ,0 ,-28.226 
119.,PREBOLD,1.845.447 ,412.473 ,96.232 ,11.484 ,303.505 ,38.395 ,20.764 ,53.910 ,3.430 ,2.587 ,142.906 ,0 ,1.043 ,2.366 ,38.103 ,0 ,0 ,0 ,0 ,0 ,1.252 ,696.511 ,31.022 ,0 ,31.022 ,90.415 ,0 ,0 ,4.494 ,0 ,0 ,85.921 ,126.285 ,126.285 ,448.790 ,71.236 ,25.363 ,797 ,351.394 ,0 ,619.375 ,619.375 ,0 ,0 ,1.744 ,2.157 ,347.847 ,241.729 ,0 ,0 ,25.897 ,117.088 ,117.088 ,0 ,0 ,102.921 ,14.167 ,0 ,0 ,0 ,0 ,0 ,-114.889 
120.,PREDDVOR,1.382.311 ,317.397 ,56.764 ,8.571 ,249.069 ,56.593 ,1.794 ,18.048 ,1.494 ,4.686 ,121.036 ,0 ,0 ,2.041 ,43.378 ,117 ,117 ,0 ,0 ,0 ,2.875 ,452.871 ,22.759 ,0 ,22.759 ,214.622 ,0 ,0 ,584 ,0 ,0 ,214.038 ,76.402 ,76.402 ,139.088 ,0 ,11.329 ,0 ,127.758 ,0 ,591.971 ,591.971 ,0 ,0 ,8.250 ,459 ,278.005 ,208.713 ,35.937 ,0 ,60.608 ,20.072 ,20.072 ,0 ,0 ,12.519 ,0 ,0 ,0 ,0 ,7.553 ,0 ,-87.377 
121.,PREVALJE,3.159.226 ,1.022.926 ,251.694 ,35.336 ,719.367 ,61.688 ,37.193 ,52.354 ,4.110 ,5.012 ,362.769 ,61.768 ,28.005 ,11.050 ,95.418 ,4.010 ,4.010 ,0 ,0 ,0 ,12.519 ,1.104.244 ,64.021 ,3.176 ,60.845 ,614.443 ,0 ,0 ,0 ,0 ,0 ,614.443 ,105.458 ,105.458 ,320.322 ,16.537 ,30.179 ,3.864 ,269.742 ,0 ,812.819 ,812.819 ,51.406 ,0 ,14.622 ,1.615 ,636.985 ,438 ,2.003 ,0 ,105.750 ,219.237 ,219.237 ,0 ,0 ,0 ,183.050 ,0 ,0 ,0 ,36.188 ,0 ,-68.173 
122.,MESTNA OBČINA PTUJ,12.409.043 ,3.296.557 ,857.837 ,120.322 ,2.310.353 ,200.230 ,1.678 ,199.207 ,19.963 ,10.628 ,1.111.597 ,27.971 ,152.683 ,38.533 ,547.863 ,8.045 ,8.045 ,0 ,0 ,0 ,0 ,4.693.645 ,20.422 ,0 ,20.422 ,1.793.144 ,7.958 ,0 ,0 ,0 ,1.440 ,1.783.746 ,418.348 ,418.348 ,2.461.730 ,418.832 ,201.757 ,108.421 ,1.732.720 ,0 ,3.297.880 ,3.297.880 ,72.192 ,39.025 ,126.536 ,0 ,2.250.634 ,444.246 ,117.939 ,0 ,247.308 ,1.120.961 ,1.120.961 ,0 ,0 ,30.404 ,156.960 ,0 ,658.842 ,0 ,274.754 ,0 ,-558.972 
123.,PUCONCI,3.624.046 ,632.791 ,176.765 ,24.732 ,418.540 ,46.029 ,43.207 ,67.220 ,4.659 ,3.385 ,170.682 ,584 ,83 ,7.147 ,75.543 ,236 ,0 ,0 ,236 ,0 ,12.519 ,1.315.790 ,146.191 ,0 ,146.191 ,241.727 ,0 ,0 ,0 ,0 ,850 ,240.877 ,136.984 ,136.984 ,790.887 ,0 ,51.375 ,0 ,739.512 ,0 ,1.463.534 ,1.463.534 ,172.604 ,0 ,61.458 ,12.407 ,538.286 ,559.866 ,44.115 ,0 ,74.798 ,211.931 ,211.931 ,0 ,0 ,12.656 ,0 ,0 ,10.902 ,2.105 ,186.268 ,0 ,-420.796 
124.,RAČE - FRAM,3.076.652 ,588.353 ,164.555 ,23.060 ,397.818 ,53.760 ,0 ,79.765 ,7.382 ,2.495 ,179.423 ,0 ,0 ,6.731 ,68.261 ,0 ,0 ,0 ,0 ,0 ,2.921 ,987.565 ,245.376 ,0 ,245.376 ,128.914 ,0 ,0 ,0 ,0 ,0 ,128.914 ,102.508 ,102.508 ,510.766 ,4.173 ,39.664 ,0 ,466.930 ,0 ,1.045.464 ,1.045.464 ,0 ,0 ,6.710 ,0 ,710.053 ,303.322 ,0 ,0 ,25.380 ,455.270 ,455.270 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,455.270 ,0 ,20.719 
125.,RADEČE,1.843.958 ,398.982 ,178.042 ,23.193 ,137.878 ,30.437 ,1.794 ,17.397 ,2.650 ,880 ,18.686 ,17.939 ,0 ,7.144 ,40.949 ,5.266 ,0 ,0 ,0 ,5.266 ,54.603 ,791.233 ,0 ,0 ,0 ,151.002 ,0 ,1.018 ,1.235 ,0 ,0 ,148.748 ,67.217 ,67.217 ,573.014 ,2.086 ,21.094 ,0 ,549.833 ,0 ,279.248 ,279.248 ,0 ,20.852 ,79.632 ,0 ,0 ,75.722 ,79.857 ,0 ,23.185 ,374.495 ,374.495 ,0 ,0 ,0 ,317.747 ,0 ,0 ,0 ,56.748 ,0 ,-28.234 
126.,RADENCI,2.401.686 ,568.140 ,136.697 ,19.058 ,389.121 ,50.204 ,0 ,111.350 ,864 ,3.217 ,70.723 ,0 ,0 ,5.279 ,147.484 ,23.264 ,23.264 ,0 ,0 ,0 ,0 ,959.585 ,176.936 ,0 ,176.936 ,94.888 ,0 ,0 ,0 ,0 ,1.957 ,92.931 ,136.910 ,136.910 ,550.851 ,69.897 ,30.183 ,2.767 ,448.005 ,0 ,748.852 ,748.852 ,0 ,0 ,4.140 ,0 ,617.167 ,89.276 ,689 ,0 ,37.581 ,125.109 ,125.109 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,125.109 ,0 ,1.527 
127.,RADLJE OB DRAVI,2.768.820 ,781.551 ,172.976 ,21.591 ,559.706 ,67.689 ,7.465 ,72.951 ,5.596 ,2.867 ,302.053 ,910 ,4.599 ,3.555 ,92.021 ,18.678 ,15.511 ,2.600 ,0 ,568 ,8.600 ,1.259.581 ,57.883 ,0 ,57.883 ,337.164 ,8.342 ,0 ,1.740 ,0 ,9.289 ,317.793 ,147.943 ,147.943 ,716.592 ,156.134 ,33.496 ,2.086 ,524.875 ,0 ,507.599 ,507.599 ,33.922 ,0 ,11.108 ,0 ,280.842 ,61.718 ,17.418 ,0 ,102.591 ,220.088 ,220.088 ,0 ,97.642 ,59.852 ,0 ,0 ,0 ,0 ,62.594 ,0 ,26.156 
128.,RADOVLJICA,8.296.678 ,1.132.081 ,362.586 ,52.182 ,696.090 ,205.433 ,2.850 ,133.688 ,8.809 ,4.836 ,30.617 ,63 ,0 ,0 ,309.794 ,0 ,0 ,0 ,0 ,0 ,21.224 ,3.595.819 ,182.303 ,33.625 ,148.677 ,316.971 ,0 ,14.059 ,46.161 ,0 ,11.905 ,244.846 ,522.488 ,522.488 ,2.574.057 ,223.857 ,0 ,0 ,2.350.200 ,0 ,2.474.178 ,2.474.178 ,422.968 ,7.157 ,18.490 ,0 ,1.137.740 ,363.650 ,224.737 ,0 ,299.437 ,1.094.600 ,1.094.600 ,467.843 ,0 ,240.248 ,81.347 ,0 ,109.172 ,0 ,195.990 ,0 ,-114.042 
129.,RAVNE NA KOROŠKEM,4.779.736 ,1.188.508 ,359.218 ,47.329 ,693.165 ,50.255 ,31.234 ,74.495 ,4.453 ,4.461 ,388.245 ,6.234 ,3.681 ,16.696 ,113.412 ,70.794 ,65.431 ,0 ,5.362 ,0 ,18.002 ,2.081.335 ,51.114 ,10.082 ,41.032 ,401.244 ,0 ,0 ,17.213 ,0 ,7.286 ,376.744 ,209.456 ,209.456 ,1.419.521 ,59.694 ,0 ,9.030 ,1.350.797 ,0 ,1.063.341 ,1.063.341 ,78.847 ,8.304 ,35.307 ,3.547 ,637.289 ,99.825 ,11.371 ,0 ,188.850 ,446.553 ,446.553 ,99.733 ,0 ,37.556 ,202.788 ,0 ,0 ,0 ,106.476 ,0 ,563 
130.,RAZKRIŽJE,553.601 ,110.282 ,41.116 ,5.813 ,61.146 ,7.824 ,0 ,11.346 ,3.167 ,3.501 ,11.763 ,0 ,0 ,1.223 ,22.321 ,0 ,0 ,0 ,0 ,0 ,2.207 ,230.930 ,30.917 ,3.948 ,26.970 ,40.194 ,0 ,0 ,0 ,0 ,0 ,40.194 ,10.549 ,10.549 ,149.270 ,0 ,7.052 ,476 ,141.742 ,0 ,169.033 ,169.033 ,0 ,0 ,5.504 ,968 ,153.814 ,384 ,0 ,0 ,8.363 ,43.357 ,43.357 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,43.357 ,0 ,-58.717 
131.,RIBNICA,4.127.149 ,735.775 ,268.536 ,34.176 ,372.492 ,82.123 ,14.447 ,40.352 ,144.613 ,8.484 ,36.455 ,0 ,0 ,10.720 ,35.299 ,24.562 ,24.562 ,0 ,0 ,0 ,36.008 ,1.452.654 ,69.442 ,0 ,69.442 ,115.214 ,0 ,0 ,0 ,0 ,5.880 ,109.335 ,0 ,0 ,1.267.998 ,47.655 ,19.312 ,9.448 ,1.191.583 ,0 ,1.789.138 ,1.789.138 ,0 ,0 ,18.006 ,28.184 ,1.281.894 ,320.051 ,26.398 ,0 ,114.605 ,149.583 ,149.583 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,149.583 ,0 ,-146.345 
132.,RIBNICA NA POHORJU,663.074 ,110.416 ,29.899 ,3.889 ,73.126 ,22.425 ,11.559 ,8.079 ,689 ,3.409 ,718 ,0 ,0 ,0 ,26.248 ,71 ,71 ,0 ,0 ,0 ,3.430 ,361.947 ,14.376 ,14.376 ,0 ,47.421 ,0 ,0 ,772 ,0 ,0 ,46.649 ,51.289 ,51.289 ,248.861 ,113 ,7.382 ,101.394 ,139.972 ,0 ,179.089 ,179.089 ,14.226 ,0 ,8.095 ,463 ,1.577 ,147.521 ,0 ,0 ,7.207 ,11.622 ,11.622 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11.622 ,0 ,-77.362 
133.,ROGAŠKA SLATINA,3.923.890 ,620.155 ,270.209 ,33.805 ,178.814 ,45.781 ,18.119 ,20.126 ,5.254 ,9.110 ,21.132 ,11.083 ,0 ,12.018 ,36.192 ,9.418 ,0 ,9.418 ,0 ,0 ,127.909 ,2.357.369 ,57.791 ,0 ,57.791 ,266.650 ,25.434 ,0 ,18.144 ,0 ,255 ,222.818 ,173.322 ,173.322 ,1.859.606 ,247.283 ,72.847 ,0 ,1.539.476 ,0 ,915.861 ,915.861 ,0 ,0 ,45.656 ,1.953 ,603.259 ,99.324 ,165.669 ,0 ,0 ,30.504 ,30.504 ,0 ,0 ,30.504 ,0 ,0 ,0 ,0 ,0 ,0 ,1.418.511 
134.,ROGAŠOVCI,2.110.912 ,294.162 ,69.145 ,10.003 ,199.750 ,14.931 ,5.366 ,38.378 ,680 ,7.799 ,77.863 ,2.162 ,0 ,2.545 ,50.025 ,4.832 ,4.832 ,0 ,0 ,0 ,10.432 ,489.801 ,47.876 ,0 ,47.876 ,150.647 ,0 ,0 ,5.387 ,0 ,0 ,145.260 ,61.505 ,61.505 ,229.774 ,12.519 ,51.118 ,0 ,166.137 ,0 ,1.303.906 ,1.303.906 ,0 ,0 ,12.794 ,1.682 ,1.256.143 ,25.017 ,0 ,0 ,8.271 ,23.043 ,23.043 ,0 ,0 ,23.043 ,0 ,0 ,0 ,0 ,0 ,0 ,-99.837 
135.,ROGATEC,2.071.495 ,363.437 ,104.106 ,12.510 ,240.461 ,62.164 ,54.507 ,38.712 ,4.490 ,4.832 ,40.419 ,5.500 ,0 ,3.171 ,26.665 ,100 ,100 ,0 ,0 ,0 ,6.259 ,566.137 ,15.878 ,0 ,15.878 ,107.520 ,0 ,0 ,0 ,0 ,0 ,107.520 ,58.408 ,58.408 ,384.331 ,0 ,22.455 ,9.710 ,352.166 ,0 ,1.032.682 ,1.032.682 ,0 ,0 ,6.101 ,0 ,934.894 ,47.417 ,10.436 ,0 ,33.834 ,109.239 ,109.239 ,0 ,22.830 ,76.060 ,0 ,0 ,0 ,0 ,10.349 ,0 ,-124.261 
136.,RUŠE,3.972.438 ,1.302.921 ,537.039 ,72.242 ,672.838 ,157.507 ,10.800 ,170.627 ,16.166 ,4.690 ,153.939 ,20.681 ,0 ,12.068 ,126.360 ,0 ,0 ,0 ,0 ,0 ,20.802 ,1.323.010 ,11.730 ,0 ,11.730 ,256.656 ,0 ,0 ,0 ,0 ,0 ,256.656 ,133.805 ,133.805 ,920.819 ,14.726 ,52.767 ,353.096 ,500.230 ,0 ,1.261.551 ,1.261.551 ,183.338 ,10.804 ,71.641 ,0 ,556.952 ,206.981 ,149.086 ,0 ,82.749 ,84.957 ,84.957 ,0 ,0 ,23.882 ,0 ,0 ,0 ,0 ,61.075 ,0 ,71.925 
137.,SELNICA OB DRAVI,2.042.739 ,657.616 ,223.132 ,31.075 ,393.520 ,51.906 ,0 ,57.450 ,3.021 ,3.595 ,200.056 ,4.435 ,0 ,0 ,73.057 ,0 ,0 ,0 ,0 ,0 ,9.890 ,826.552 ,93.846 ,0 ,93.846 ,245.466 ,0 ,0 ,0 ,0 ,0 ,245.466 ,67.030 ,67.030 ,420.210 ,0 ,36.920 ,2.412 ,380.877 ,0 ,460.984 ,460.984 ,0 ,0 ,29.143 ,0 ,122.518 ,253.574 ,48.299 ,0 ,7.449 ,97.587 ,97.587 ,0 ,0 ,33.801 ,0 ,0 ,0 ,0 ,63.786 ,0 ,-28.533 
138.,SEMIČ,2.059.251 ,363.762 ,107.002 ,14.522 ,230.250 ,38.766 ,0 ,25.993 ,3.927 ,3.768 ,93.144 ,3.459 ,0 ,4.377 ,56.814 ,305 ,305 ,0 ,0 ,0 ,11.684 ,646.929 ,108.033 ,392 ,107.641 ,344.066 ,0 ,0 ,764 ,0 ,3.739 ,339.564 ,98.285 ,98.285 ,96.545 ,242 ,14.104 ,417 ,81.781 ,0 ,315.144 ,315.144 ,10.737 ,0 ,9.715 ,0 ,206.556 ,26.406 ,2.182 ,0 ,59.548 ,733.417 ,733.417 ,0 ,0 ,27.520 ,322.112 ,0 ,0 ,0 ,383.784 ,0 ,-117.030 
139.,SEVNICA,7.053.751 ,1.540.344 ,360.850 ,48.844 ,1.049.800 ,131.218 ,10.616 ,181.877 ,357.344 ,8.463 ,274.478 ,593 ,1.356 ,13.900 ,69.955 ,42.334 ,42.334 ,0 ,0 ,0 ,38.516 ,2.560.124 ,113.416 ,0 ,113.416 ,451.248 ,0 ,0 ,0 ,0 ,6.180 ,445.068 ,212.661 ,212.661 ,1.782.799 ,64.843 ,91.203 ,0 ,1.626.753 ,0 ,1.938.846 ,1.938.846 ,23.548 ,0 ,11.384 ,0 ,1.394.004 ,312.940 ,24.933 ,0 ,172.037 ,1.014.438 ,1.014.438 ,681.969 ,0 ,28.697 ,0 ,0 ,0 ,0 ,303.772 ,0 ,112.172 
140.,SEŽANA,6.651.861 ,1.539.104 ,429.761 ,61.292 ,1.043.878 ,66.116 ,6.472 ,238.842 ,3.589 ,2.166 ,177.404 ,14.856 ,192.209 ,19.692 ,322.534 ,0 ,0 ,0 ,0 ,0 ,4.173 ,2.647.334 ,96.870 ,27.662 ,69.208 ,977.170 ,0 ,0 ,0 ,0 ,4.861 ,972.308 ,258.980 ,258.980 ,1.314.313 ,126.832 ,52.020 ,0 ,1.135.462 ,0 ,1.046.382 ,1.046.382 ,10.929 ,0 ,42.731 ,0 ,750.793 ,74.416 ,98.172 ,0 ,69.342 ,1.419.041 ,1.419.041 ,153.568 ,0 ,1.978 ,959.836 ,0 ,0 ,0 ,303.660 ,0 ,330.020 
141.,MESTNA OBČINA SLOVENJ GRADEC,8.850.622 ,2.342.647 ,516.141 ,73.736 ,1.678.906 ,160.345 ,96.587 ,197.150 ,30.183 ,20.414 ,776.118 ,139.597 ,1.390 ,22.204 ,234.919 ,44.158 ,1.231 ,0 ,42.927 ,0 ,29.707 ,2.531.819 ,786.321 ,760.228 ,26.093 ,574.649 ,0 ,0 ,1.849 ,0 ,0 ,572.801 ,271.612 ,271.612 ,899.236 ,36.275 ,60.211 ,95.973 ,706.777 ,0 ,3.069.976 ,3.069.976 ,547.342 ,1.790 ,307.591 ,5.041 ,1.760.424 ,70.552 ,57.436 ,0 ,319.801 ,906.180 ,906.180 ,0 ,11.517 ,0 ,894.663 ,0 ,0 ,0 ,0 ,0 ,1.093.544 
142.,SLOVENSKA BISTRICA,11.377.220 ,2.270.143 ,535.416 ,73.352 ,1.540.077 ,141.763 ,82.757 ,412.227 ,15.281 ,3.071 ,601.657 ,8.346 ,0 ,22.488 ,252.487 ,62.101 ,62.101 ,0 ,0 ,0 ,59.197 ,5.852.299 ,120.852 ,0 ,120.852 ,3.064.534 ,0 ,0 ,19.625 ,0 ,46.582 ,2.998.327 ,474.508 ,474.508 ,2.192.405 ,382.678 ,149.424 ,367.380 ,1.292.923 ,0 ,2.131.443 ,2.131.443 ,20.489 ,7.883 ,52.633 ,39.488 ,1.560.507 ,73.786 ,32.816 ,5.721 ,338.120 ,1.123.335 ,1.123.335 ,688.099 ,0 ,141.420 ,0 ,0 ,0 ,0 ,293.816 ,0 ,465.761 
143.,SLOVENSKE KONJICE,5.433.859 ,978.547 ,263.195 ,37.994 ,624.837 ,199.983 ,9.731 ,87.356 ,8.162 ,367 ,226.548 ,835 ,2.320 ,12.068 ,77.466 ,6.643 ,5.291 ,0 ,1.352 ,0 ,45.877 ,2.394.342 ,240.052 ,0 ,240.052 ,1.106.251 ,0 ,0 ,0 ,0 ,9.760 ,1.096.491 ,191.057 ,191.057 ,856.981 ,176.531 ,56.335 ,64.167 ,559.948 ,0 ,1.240.202 ,1.240.202 ,0 ,11.955 ,4.465 ,0 ,709.151 ,247.705 ,114.902 ,0 ,152.024 ,820.769 ,820.769 ,309.122 ,133.116 ,34.760 ,78.539 ,0 ,4.173 ,14.668 ,246.390 ,0 ,185.829 
144.,SODRAŽICA,848.877 ,223.802 ,60.670 ,7.357 ,153.393 ,36.851 ,3.363 ,9.840 ,242 ,2.045 ,91.020 ,0 ,104 ,1.886 ,8.041 ,0 ,0 ,0 ,0 ,0 ,2.383 ,285.128 ,9.093 ,0 ,9.093 ,67.322 ,0 ,0 ,5.838 ,0 ,250 ,61.234 ,17.781 ,17.781 ,190.932 ,0 ,0 ,0 ,190.932 ,0 ,321.528 ,321.528 ,0 ,0 ,976 ,5.241 ,265.498 ,6.572 ,230 ,0 ,43.010 ,18.419 ,18.419 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18.419 ,0 ,-622 
145.,SOLČAVA,797.021 ,99.854 ,39.309 ,4.407 ,54.786 ,12.669 ,0 ,14.902 ,576 ,1.803 ,15.891 ,0 ,0 ,918 ,8.029 ,1.352 ,626 ,0 ,726 ,0 ,0 ,183.221 ,42.001 ,38 ,41.963 ,78.756 ,593 ,417 ,1.431 ,0 ,0 ,76.314 ,39.376 ,39.376 ,23.089 ,0 ,1.849 ,217 ,21.023 ,0 ,373.160 ,373.160 ,0 ,0 ,8.842 ,0 ,326.836 ,23.877 ,0 ,342 ,13.262 ,140.786 ,140.786 ,0 ,0 ,342 ,0 ,0 ,140.444 ,0 ,0 ,0 ,-18.983 
146.,STARŠE,2.131.468 ,502.687 ,120.735 ,16.717 ,363.007 ,40.006 ,1.110 ,98.026 ,4.657 ,7.027 ,134.377 ,651 ,0 ,5.404 ,71.749 ,392 ,392 ,0 ,0 ,0 ,1.836 ,779.895 ,210.019 ,0 ,210.019 ,101.440 ,0 ,0 ,0 ,0 ,0 ,101.440 ,111.325 ,111.325 ,357.111 ,4.695 ,21.315 ,0 ,331.101 ,0 ,688.533 ,688.533 ,0 ,0 ,7.991 ,0 ,614.851 ,0 ,534 ,0 ,65.156 ,160.353 ,160.353 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,160.353 ,0 ,83.959 
