št.",ID,OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.,150 ,OBČINA BLOKE,"2.907.293,03 ","389.312,56 ","96.656,77 ","88.204,62 ","2.688,00 ","4.358,51 ","911,26 ","494,38 ","0,00 ","0,00 ","16.092,47 ","7.943,67 ","6.363,84 ","53,74 ","89,89 ","1.641,33 ","261.550,86 ","71.413,30 ","0,00 ","47.394,25 ","1.291,56 ","3.945,88 ","36.630,23 ","0,00 ","0,00 ","1.536,08 ","99.339,56 ","9.017,81 ","9.017,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.994,65 ","0,00 ","5.994,65 ","0,00 ","0,00 ","0,00 ","640.901,17 ","114.120,10 ","0,00 ","0,00 ","114.120,10 ","220.104,24 ","0,00 ","3.731,48 ","0,00 ","59,07 ","0,00 ","216.313,69 ","34.996,17 ","34.996,17 ","271.680,66 ","4.353,00 ","12.780,43 ","227,63 ","135.609,20 ","0,00 ","118.710,40 ","0,00 ","0,00 ","0,00 ","0,00 ","1.836.621,05 ","1.836.621,05 ","0,00 ","16.450,00 ","33.543,22 ","0,00 ","763.146,32 ","240.957,16 ","772.118,26 ","0,00 ","10.406,09 ","40.458,25 ","40.458,25 ","39.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.458,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","89.053,39 ","92.691,21 ","478.634,81 "
8.,4 ,OBČINA BOHINJ,"6.328.012,42 ","2.851.551,77 ","647.430,73 ","501.886,39 ","26.992,00 ","45.772,31 ","9.240,15 ","26.160,98 ","0,00 ","37.378,90 ","103.862,26 ","50.539,73 ","39.829,72 ","340,64 ","570,77 ","12.581,40 ","2.064.382,76 ","220.300,98 ","478.251,88 ","526.485,44 ","168.076,33 ","14.987,18 ","366.207,12 ","50.226,34 ","13.667,06 ","7.466,39 ","218.714,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","35.876,02 ","29.887,17 ","0,00 ","0,00 ","5.988,85 ","0,00 ","1.677.602,81 ","133.014,02 ","0,00 ","0,00 ","133.014,02 ","679.028,94 ","0,00 ","23.305,00 ","3.787,92 ","0,00 ","18.796,36 ","633.139,66 ","200.482,14 ","200.482,14 ","665.077,71 ","0,00 ","13.651,14 ","0,00 ","651.426,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.522.005,98 ","1.522.005,98 ","301.402,80 ","23.733,87 ","33.669,88 ","7.137,60 ","284.719,52 ","642.147,49 ","47.204,44 ","0,00 ","181.990,38 ","276.851,86 ","226.069,02 ","189.213,70 ","36.855,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","50.782,84 ","1.810,05 ","0,00 ","0,00 ","48.972,79 ","-472.920,50 ","-484.579,00 ","961.990,19 "
9.,5 ,OBČINA BOROVNICA,"2.178.485,86 ","665.622,63 ","146.616,65 ","125.782,03 ","4.189,38 ","6.986,46 ","3.010,94 ","455,76 ","0,00 ","6.192,08 ","26.133,91 ","12.930,74 ","8.533,72 ","74,26 ","123,75 ","4.471,44 ","478.994,17 ","16.462,03 ","6.543,50 ","101.164,51 ","0,00 ","364,03 ","224.965,24 ","5.418,94 ","741,99 ","3.263,11 ","120.070,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.877,90 ","6.090,90 ","5.000,00 ","2.787,00 ","0,00 ","0,00 ","957.885,34 ","22.544,01 ","5.114,91 ","0,00 ","17.429,10 ","619.105,22 ","0,00 ","22.488,04 ","0,00 ","0,00 ","0,00 ","596.617,18 ","99.841,42 ","99.841,42 ","216.394,69 ","0,00 ","17.390,22 ","0,00 ","198.240,16 ","0,00 ","764,31 ","0,00 ","0,00 ","0,00 ","0,00 ","483.626,39 ","483.626,39 ","119.600,00 ","0,00 ","14.944,99 ","0,00 ","197.759,28 ","12.022,66 ","20.969,06 ","0,00 ","118.330,40 ","71.351,50 ","29.551,50 ","25.441,60 ","0,00 ","0,00 ","0,00 ","0,00 ","4.109,90 ","0,00 ","41.800,00 ","0,00 ","0,00 ","0,00 ","41.800,00 ","228.312,96 ","215.750,19 ","684.919,00 "
10.,6 ,OBČINA BOVEC,"7.136.551,94 ","1.279.066,35 ","327.546,72 ","283.570,63 ","10.752,00 ","22.904,90 ","5.451,12 ","0,00 ","0,00 ","4.868,07 ","52.851,13 ","25.668,52 ","20.563,89 ","174,08 ","290,03 ","6.154,61 ","877.558,17 ","115.022,26 ","3.620,54 ","159.156,90 ","21.910,28 ","8.050,16 ","289.372,26 ","161.683,49 ","0,00 ","5.333,37 ","113.408,91 ","16.610,33 ","0,00 ","0,00 ","16.610,33 ","0,00 ","0,00 ","0,00 ","4.500,00 ","0,00 ","4.500,00 ","0,00 ","0,00 ","0,00 ","1.417.380,53 ","26.022,92 ","0,00 ","0,00 ","26.022,92 ","436.711,16 ","0,00 ","6.167,04 ","0,00 ","4.704,70 ","0,00 ","425.839,42 ","129.146,47 ","129.146,47 ","825.499,98 ","0,00 ","25.857,77 ","3.213,63 ","784.884,63 ","0,00 ","11.543,95 ","0,00 ","0,00 ","0,00 ","0,00 ","3.838.106,77 ","3.838.106,77 ","0,00 ","13.312,00 ","17.749,21 ","867,85 ","3.425.734,76 ","59.528,96 ","50.608,03 ","0,00 ","270.305,96 ","601.998,29 ","338.318,72 ","160.978,00 ","177.340,72 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","263.679,57 ","176.180,08 ","0,00 ","0,00 ","87.499,49 ","-431.168,61 ","-456.666,76 ","783.987,75 "
11.,151 ,OBČINA BRASLOVČE,"4.631.935,23 ","1.607.488,01 ","186.795,35 ","159.979,84 ","8.064,00 ","14.350,27 ","3.838,73 ","0,00 ","0,00 ","562,51 ","29.896,31 ","14.793,31 ","11.614,75 ","98,25 ","164,97 ","3.225,03 ","1.191.202,32 ","110.341,05 ","5.425,32 ","79.490,91 ","5.097,64 ","4.172,71 ","818.403,95 ","3.380,08 ","21.418,95 ","3.179,43 ","140.292,28 ","43.966,00 ","43.966,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","155.628,03 ","0,00 ","155.628,03 ","0,00 ","0,00 ","0,00 ","1.066.924,60 ","24.739,10 ","0,00 ","0,00 ","24.739,10 ","708.476,64 ","0,00 ","6.341,14 ","0,00 ","0,00 ","0,00 ","702.135,50 ","130.063,77 ","130.063,77 ","203.645,09 ","5.130,82 ","31.050,81 ","0,00 ","166.561,91 ","0,00 ","901,55 ","0,00 ","0,00 ","0,00 ","0,00 ","1.241.402,66 ","1.241.402,66 ","0,00 ","0,00 ","113.975,61 ","2.097,95 ","1.020.048,34 ","20.678,08 ","14.500,00 ","716,88 ","69.385,80 ","716.119,96 ","331.147,57 ","65.881,00 ","265.266,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","384.972,39 ","344.613,40 ","0,00 ","0,00 ","40.358,99 ","-595.919,36 ","-559.553,68 ","419.631,69 "
12.,7 ,OBČINA BRDA,"5.394.007,00 ","1.828.852,00 ","325.313,00 ","278.830,00 ","10.836,00 ","20.857,00 ","2.869,00 ","1.593,00 ","0,00 ","10.328,00 ","51.855,00 ","25.626,00 ","20.529,00 ","174,00 ","289,00 ","5.237,00 ","1.424.773,00 ","341.992,00 ","230.218,00 ","151.907,00 ","11.646,00 ","13.730,00 ","468.195,00 ","9.099,00 ","0,00 ","6.131,00 ","191.855,00 ","26.911,00 ","26.911,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.606.751,00 ","33.194,00 ","0,00 ","0,00 ","33.194,00 ","933.296,00 ","0,00 ","18.027,00 ","5.392,00 ","0,00 ","0,00 ","909.877,00 ","182.662,00 ","182.662,00 ","457.599,00 ","0,00 ","35.261,00 ","6.518,00 ","415.820,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.547.183,00 ","1.547.183,00 ","33.700,00 ","0,00 ","37.809,00 ","0,00 ","938.568,00 ","431.343,00 ","47.111,00 ","0,00 ","58.652,00 ","411.221,00 ","289.757,00 ","15.149,00 ","274.608,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","121.464,00 ","29.589,00 ","0,00 ","0,00 ","91.875,00 ","-441.017,00 ","-436.188,00 ","824.560,00 "
13.,8 ,OBČINA BREZOVICA,"8.378.054,04 ","1.487.768,22 ","281.175,17 ","232.481,65 ","8.736,00 ","22.452,57 ","6.021,71 ","994,20 ","0,00 ","10.489,04 ","47.052,20 ","21.256,18 ","17.029,06 ","143,97 ","240,54 ","8.382,45 ","1.102.754,80 ","356.028,51 ","0,00 ","194.716,86 ","168,52 ","11.347,51 ","280.014,23 ","12.670,95 ","40.527,15 ","4.429,17 ","202.851,90 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","56.786,05 ","0,00 ","50.000,00 ","0,00 ","6.786,05 ","0,00 ","2.652.568,52 ","9.920,00 ","0,00 ","0,00 ","9.920,00 ","1.466.786,52 ","0,00 ","32.000,00 ","1.325,64 ","346,74 ","0,00 ","1.433.114,14 ","195.075,38 ","195.075,38 ","980.786,62 ","0,00 ","81.268,38 ","0,00 ","684.749,35 ","0,00 ","214.768,89 ","0,00 ","0,00 ","0,00 ","0,00 ","3.976.707,33 ","3.976.707,33 ","0,00 ","0,00 ","177.620,24 ","3.694,85 ","1.608.649,20 ","1.537.603,88 ","238.203,09 ","0,00 ","410.936,07 ","261.009,97 ","101.210,79 ","0,00 ","14.702,60 ","0,00 ","0,00 ","0,00 ","86.508,19 ","0,00 ","159.799,18 ","0,00 ","0,00 ","0,00 ","159.799,18 ","708.068,75 ","369.994,97 ","3.720.108,84 "
14.,9 ,OBČINA BREŽICE,"26.240.510,16 ","6.288.117,82 ","1.181.609,19 ","1.029.429,35 ","40.051,52 ","86.903,92 ","15.949,01 ","6.561,23 ","0,00 ","2.714,16 ","186.110,41 ","91.164,49 ","72.114,70 ","609,50 ","1.016,86 ","21.204,86 ","4.842.823,99 ","1.163.918,68 ","21.735,44 ","685.780,61 ","44.882,91 ","10.333,38 ","2.423.176,79 ","2.877,96 ","160.384,20 ","18.813,83 ","310.920,19 ","59.574,23 ","56.928,20 ","0,00 ","2.646,03 ","0,00 ","0,00 ","0,00 ","18.000,00 ","8.000,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","7.300.057,79 ","89.648,44 ","0,00 ","0,00 ","89.648,44 ","3.727.567,43 ","0,00 ","41.800,00 ","18.415,00 ","0,00 ","0,00 ","3.667.352,43 ","889.280,75 ","889.280,75 ","2.593.561,17 ","0,00 ","168.853,53 ","2.278,14 ","2.422.429,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.162.542,40 ","12.162.542,40 ","419.408,53 ","29.470,00 ","279.688,82 ","24.423,31 ","9.638.386,96 ","378.174,18 ","471.663,30 ","0,00 ","921.327,30 ","489.792,15 ","385.211,71 ","153.745,69 ","231.466,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","104.580,44 ","41.856,50 ","0,00 ","0,00 ","62.723,94 ","-1.111.100,26 ","-1.088.928,53 ","3.862.426,56 "
15.,152 ,OBČINA CANKOVA,"1.401.770,35 ","412.338,18 ","137.297,65 ","124.070,95 ","4.704,00 ","7.694,21 ","828,49 ","0,00 ","0,00 ","0,00 ","22.364,88 ","11.053,57 ","8.855,61 ","74,95 ","124,97 ","2.255,78 ","246.200,88 ","41.836,71 ","5.166,04 ","73.982,73 ","6.204,61 ","407,25 ","65.531,43 ","738,48 ","0,00 ","2.958,44 ","49.375,19 ","5.414,24 ","5.414,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.060,53 ","0,00 ","0,00 ","1.060,53 ","0,00 ","0,00 ","520.224,91 ","5.621,16 ","0,00 ","0,00 ","5.621,16 ","344.487,05 ","22.397,16 ","2.007,04 ","592,97 ","0,00 ","0,00 ","319.489,88 ","52.007,49 ","52.007,49 ","118.109,21 ","8.223,00 ","33.046,44 ","1.034,29 ","74.200,00 ","0,00 ","0,00 ","1.605,48 ","0,00 ","0,00 ","0,00 ","414.683,50 ","414.683,50 ","0,00 ","0,00 ","26.289,55 ","0,00 ","334.087,18 ","45.126,77 ","0,00 ","5.184,00 ","3.996,00 ","54.523,76 ","7.840,00 ","7.840,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","46.683,76 ","44.777,78 ","0,00 ","0,00 ","1.905,98 ","-39.950,38 ","-35.017,89 ","236.007,73 "
16.,11 ,MESTNA OBČINA CELJE,"65.103.562,00 ","12.704.760,00 ","2.606.661,00 ","2.271.043,00 ","91.486,00 ","178.790,00 ","30.411,00 ","294,00 ","0,00 ","34.637,00 ","421.042,00 ","204.264,00 ","163.639,00 ","1.384,00 ","2.312,00 ","49.443,00 ","9.175.974,00 ","354.702,00 ","221.991,00 ","1.506.435,00 ","59.678,00 ","19.805,00 ","4.485.089,00 ","578.137,00 ","175.862,00 ","41.066,00 ","1.733.209,00 ","451.008,00 ","451.008,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","50.075,00 ","0,00 ","50.075,00 ","0,00 ","0,00 ","0,00 ","15.102.113,00 ","151.208,00 ","18.730,00 ","0,00 ","132.478,00 ","7.828.943,00 ","0,00 ","0,00 ","171.018,00 ","0,00 ","0,00 ","7.657.925,00 ","388.968,00 ","388.968,00 ","6.732.994,00 ","0,00 ","513.334,00 ","269.207,00 ","5.950.453,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","35.414.156,00 ","35.414.156,00 ","1.575.854,00 ","33.276,00 ","393.924,00 ","36.871,00 ","28.645.081,00 ","1.408.238,00 ","2.766.584,00 ","0,00 ","554.328,00 ","1.882.533,00 ","607.802,00 ","0,00 ","607.802,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.274.731,00 ","0,00 ","0,00 ","0,00 ","1.274.731,00 ","-8.300.162,00 ","-7.919.626,00 ","6.486.647,00 "
17.,12 ,OBČINA CERKLJE NA GORENJSKEM,"5.081.244,00 ","1.019.903,00 ","233.468,00 ","203.402,00 ","7.392,00 ","16.161,00 ","3.222,00 ","2.858,00 ","0,00 ","433,00 ","37.613,00 ","18.539,00 ","14.852,00 ","126,00 ","210,00 ","3.886,00 ","731.420,00 ","225.695,00 ","7.066,00 ","82.676,00 ","5.408,00 ","728,00 ","333.514,00 ","837,00 ","677,00 ","4.738,00 ","70.081,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.402,00 ","0,00 ","17.402,00 ","0,00 ","0,00 ","0,00 ","1.141.554,00 ","5.255,00 ","0,00 ","0,00 ","5.255,00 ","806.270,00 ","0,00 ","18.400,00 ","5.884,00 ","0,00 ","0,00 ","781.986,00 ","117.840,00 ","117.840,00 ","212.189,00 ","3.455,00 ","14.849,00 ","0,00 ","193.321,00 ","0,00 ","564,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.544.990,00 ","1.544.990,00 ","0,00 ","0,00 ","12.660,00 ","219.000,00 ","81.285,00 ","1.060.528,00 ","23.642,00 ","0,00 ","147.875,00 ","1.374.797,00 ","1.223.334,00 ","150.500,00 ","1.014.242,00 ","0,00 ","58.542,00 ","0,00 ","50,00 ","0,00 ","151.463,00 ","151.463,00 ","0,00 ","0,00 ","0,00 ","846.185,00 ","695.928,00 ","3.139.951,00 "
18.,13 ,OBČINA CERKNICA,"10.769.450,88 ","2.120.334,15 ","376.397,62 ","329.814,97 ","14.784,00 ","24.885,46 ","0,00 ","0,00 ","0,00 ","6.913,19 ","69.519,98 ","29.551,86 ","25.200,89 ","206,02 ","343,89 ","14.217,32 ","1.476.108,84 ","234.555,68 ","30.858,30 ","108.486,53 ","25.420,25 ","2.559,01 ","911.209,35 ","3.592,59 ","13.487,86 ","6.290,12 ","139.649,15 ","198.307,71 ","198.307,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.917.930,83 ","29.355,25 ","0,00 ","0,00 ","29.355,25 ","1.104.499,24 ","0,00 ","15.810,97 ","2.578,20 ","521,94 ","0,00 ","1.085.588,13 ","402.552,95 ","402.552,95 ","1.381.523,39 ","28.567,00 ","61.497,72 ","14.428,50 ","1.180.461,97 ","0,00 ","96.568,20 ","0,00 ","0,00 ","0,00 ","0,00 ","5.359.758,70 ","5.359.758,70 ","137.190,49 ","15.655,65 ","39.270,97 ","8.125,44 ","4.454.888,36 ","284.427,54 ","45.259,85 ","0,00 ","374.940,40 ","371.427,20 ","152.273,21 ","132.367,28 ","0,00 ","0,00 ","7.949,82 ","0,00 ","11.956,11 ","0,00 ","219.153,99 ","0,00 ","0,00 ","0,00 ","219.153,99 ","-848.448,96 ","-653.216,77 ","2.514.781,83 "
19.,14 ,OBČINA CERKNO,"6.774.258,00 ","1.744.407,00 ","279.268,00 ","238.081,00 ","8.568,00 ","15.500,00 ","6.425,00 ","10.269,00 ","0,00 ","425,00 ","46.169,00 ","22.566,00 ","18.079,00 ","153,00 ","255,00 ","5.116,00 ","1.052.386,00 ","144.014,00 ","2.050,00 ","110.062,00 ","10.195,00 ","4.494,00 ","458.008,00 ","7.877,00 ","1.400,00 ","6.393,00 ","307.893,00 ","13.121,00 ","13.102,00 ","0,00 ","19,00 ","0,00 ","0,00 ","0,00 ","353.463,00 ","27.027,00 ","93.433,00 ","212,00 ","232.791,00 ","0,00 ","1.512.805,00 ","52.599,00 ","0,00 ","0,00 ","52.599,00 ","739.432,00 ","0,00 ","9.737,00 ","0,00 ","0,00 ","0,00 ","729.695,00 ","169.048,00 ","169.048,00 ","551.726,00 ","0,00 ","17.415,00 ","1.019,00 ","529.843,00 ","0,00 ","3.449,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.253.072,00 ","3.253.072,00 ","0,00 ","29.990,00 ","14.197,00 ","26.970,00 ","589.935,00 ","2.255.212,00 ","114.203,00 ","0,00 ","222.565,00 ","263.974,00 ","102.759,00 ","51.529,00 ","30.455,00 ","0,00 ","479,00 ","20.296,00 ","0,00 ","0,00 ","161.215,00 ","0,00 ","0,00 ","70.924,00 ","90.291,00 ","-545.424,00 ","-578.293,00 ","1.111.166,00 "
20.,153 ,OBČINA CERKVENJAK,"2.146.187,06 ","421.950,76 ","130.210,82 ","109.020,29 ","4.704,00 ","7.979,00 ","4.082,96 ","0,00 ","0,00 ","4.424,57 ","20.193,03 ","10.166,51 ","7.905,64 ","66,80 ","112,99 ","1.941,09 ","230.903,38 ","55.898,55 ","126,42 ","58.281,49 ","4.700,69 ","4.108,44 ","63.009,48 ","0,00 ","0,00 ","1.770,13 ","43.008,18 ","12.186,24 ","12.186,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","28.457,29 ","0,00 ","28.457,29 ","0,00 ","0,00 ","0,00 ","357.430,79 ","409,35 ","0,00 ","0,00 ","409,35 ","197.831,41 ","0,00 ","1.251,90 ","0,00 ","0,00 ","0,00 ","196.579,51 ","40.931,12 ","40.931,12 ","118.258,91 ","0,00 ","10.299,30 ","0,00 ","107.959,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.344.119,81 ","1.344.119,81 ","0,00 ","0,00 ","13.495,82 ","0,00 ","1.163.487,91 ","38.812,96 ","18.626,61 ","0,00 ","109.696,51 ","22.685,70 ","14.956,33 ","2.801,00 ","3.816,89 ","0,00 ","0,00 ","8.338,44 ","0,00 ","0,00 ","7.729,37 ","0,00 ","0,00 ","0,00 ","7.729,37 ","-179.270,97 ","-183.857,19 ","587.521,19 "
21.,196 ,OBČINA CIRKULANE,"2.781.293,84 ","382.422,29 ","78.326,30 ","68.319,75 ","2.688,00 ","4.191,47 ","883,78 ","1.665,79 ","0,00 ","577,51 ","36.155,31 ","22.152,40 ","12.239,20 ","181,90 ","181,97 ","1.399,84 ","247.940,68 ","59.842,11 ","0,00 ","21.178,01 ","0,00 ","3.236,83 ","81.268,66 ","0,00 ","0,00 ","1.893,14 ","80.521,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.000,00 ","0,00 ","20.000,00 ","0,00 ","0,00 ","0,00 ","514.952,23 ","3.994,07 ","0,00 ","0,00 ","3.994,07 ","276.552,25 ","0,00 ","2.250,00 ","0,00 ","0,00 ","0,00 ","274.302,25 ","76.962,96 ","76.962,96 ","157.442,95 ","13.474,98 ","34.298,67 ","0,00 ","109.669,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.875.449,99 ","1.875.449,99 ","0,00 ","0,00 ","9.611,03 ","3.965,92 ","1.784.226,81 ","74.244,78 ","396,50 ","0,00 ","3.004,95 ","8.469,33 ","3.158,00 ","3.158,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.311,33 ","5.311,33 ","0,00 ","0,00 ","0,00 ","-435.523,00 ","-451.820,66 ","724.016,53 "
22.,15 ,OBČINA ČRENŠOVCI,"3.918.795,80 ","941.842,10 ","199.019,81 ","174.012,54 ","5.350,00 ","19.373,79 ","0,00 ","0,00 ","0,00 ","283,48 ","32.611,57 ","30.183,19 ","0,00 ","0,00 ","0,00 ","2.428,38 ","683.213,65 ","125.941,47 ","8.721,51 ","112.111,43 ","4.713,12 ","13.503,28 ","325.748,97 ","649,92 ","0,00 ","1.814,24 ","90.009,71 ","2.525,90 ","2.525,90 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","24.471,17 ","14.591,17 ","9.880,00 ","0,00 ","0,00 ","0,00 ","874.526,36 ","14.409,73 ","0,00 ","0,00 ","14.409,73 ","508.387,98 ","0,00 ","0,00 ","2.272,00 ","0,00 ","0,00 ","506.115,98 ","54.382,99 ","54.382,99 ","297.345,66 ","8.346,79 ","60.036,93 ","0,00 ","227.674,23 ","0,00 ","0,00 ","1.287,71 ","0,00 ","0,00 ","0,00 ","2.026.002,82 ","2.026.002,82 ","0,00 ","0,00 ","8.730,00 ","0,00 ","171.128,54 ","1.754.415,42 ","0,00 ","0,00 ","91.728,86 ","76.424,52 ","67.537,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","67.537,25 ","0,00 ","8.887,27 ","0,00 ","0,00 ","0,00 ","8.887,27 ","-168.793,09 ","-173.398,06 ","553.506,86 "
23.,16 ,OBČINA ČRNA NA KOROŠKEM,"5.481.086,00 ","1.624.149,00 ","260.338,00 ","220.938,00 ","14.206,00 ","18.236,00 ","3.198,00 ","2.156,00 ","0,00 ","1.604,00 ","40.770,00 ","20.220,00 ","14.833,00 ","135,00 ","225,00 ","5.357,00 ","1.251.526,00 ","119.374,00 ","11.541,00 ","278.164,00 ","28.143,00 ","6.856,00 ","498.749,00 ","14.250,00 ","5.218,00 ","3.333,00 ","285.898,00 ","67.003,00 ","59.811,00 ","0,00 ","7.192,00 ","0,00 ","0,00 ","0,00 ","4.512,00 ","339,00 ","4.173,00 ","0,00 ","0,00 ","0,00 ","1.267.987,00 ","21.259,00 ","0,00 ","0,00 ","21.259,00 ","736.947,00 ","0,00 ","7.553,00 ","4.515,00 ","0,00 ","0,00 ","724.879,00 ","210.079,00 ","210.079,00 ","299.702,00 ","0,00 ","34.905,00 ","1.542,00 ","263.255,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.356.036,00 ","2.356.036,00 ","42.722,00 ","4.046,00 ","96.016,00 ","14.456,00 ","1.167.248,00 ","923.057,00 ","0,00 ","3.590,00 ","104.901,00 ","232.914,00 ","42.747,00 ","40.000,00 ","2.747,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","190.167,00 ","77.119,00 ","0,00 ","47.817,00 ","65.231,00 ","-451.650,00 ","-387.095,00 ","111.647,00 "
24.,17 ,OBČINA ČRNOMELJ,"11.976.118,96 ","2.192.100,86 ","634.491,51 ","567.554,99 ","23.171,00 ","30.395,53 ","10.335,99 ","2.456,49 ","0,00 ","577,51 ","105.200,27 ","51.360,81 ","41.146,63 ","348,19 ","580,26 ","11.764,38 ","1.384.061,02 ","114.869,45 ","0,00 ","188.343,10 ","3.469,90 ","5.967,51 ","683.897,03 ","22.197,15 ","11.083,00 ","11.858,45 ","342.375,43 ","55.390,90 ","0,00 ","44.542,12 ","10.848,78 ","0,00 ","0,00 ","0,00 ","12.957,16 ","0,00 ","12.957,16 ","0,00 ","0,00 ","0,00 ","4.320.405,43 ","163.987,39 ","0,00 ","0,00 ","163.987,39 ","2.095.613,58 ","0,00 ","0,00 ","1.700,00 ","0,00 ","739,60 ","2.093.173,98 ","500.289,48 ","500.289,48 ","1.560.514,98 ","131.714,54 ","84.508,89 ","3.576,74 ","1.321.498,70 ","0,00 ","19.216,11 ","0,00 ","0,00 ","0,00 ","0,00 ","4.929.003,11 ","4.929.003,11 ","0,00 ","3.279,98 ","75.355,01 ","0,00 ","4.426.662,61 ","58.129,37 ","60.940,70 ","0,00 ","304.635,44 ","534.609,56 ","83.587,00 ","39.971,00 ","43.616,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","451.022,56 ","87.503,41 ","0,00 ","0,00 ","363.519,15 ","475.659,43 ","513.361,05 ","3.811.375,00 "
25.,18 ,OBČINA DESTRNIK,"1.759.225,59 ","595.563,79 ","181.554,84 ","148.451,97 ","7.291,52 ","18.566,51 ","2.146,74 ","3.043,44 ","0,00 ","2.054,66 ","30.027,10 ","13.794,22 ","10.849,84 ","91,88 ","170,63 ","5.120,53 ","358.614,83 ","29.797,65 ","1.089,15 ","57.411,51 ","18.329,31 ","2.225,61 ","146.632,40 ","917,64 ","0,00 ","2.585,12 ","99.626,44 ","16.543,84 ","12.992,46 ","0,00 ","3.551,38 ","0,00 ","0,00 ","0,00 ","8.823,18 ","0,00 ","8.823,18 ","0,00 ","0,00 ","0,00 ","705.400,16 ","2.614,35 ","0,00 ","0,00 ","2.614,35 ","420.458,69 ","0,00 ","2.780,00 ","0,00 ","0,00 ","0,00 ","417.678,69 ","38.223,07 ","38.223,07 ","244.104,05 ","2.060,20 ","25.917,72 ","0,00 ","216.126,13 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","451.420,30 ","451.420,30 ","0,00 ","28.590,00 ","25.416,95 ","18.397,27 ","287.230,92 ","0,00 ","51.753,00 ","0,00 ","40.032,16 ","6.841,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.841,34 ","6.841,34 ","0,00 ","0,00 ","0,00 ","189.881,23 ","163.103,76 ","453.739,88 "
