127.,RADLJE OB DRAVI,2.794.976 ,1.573.456 ,1.382.194 ,890.098 ,890.098 ,406.673 ,377.975 ,0 ,9.368 ,19.329 ,85.424 ,4.373 ,0 ,1.548 ,79.503 ,0 ,0 ,191.262 ,64.835 ,0 ,3.030 ,5.337 ,56.468 ,15.836 ,15.836 ,184 ,184 ,53.451 ,53.451 ,56.956 ,56.956 ,29.820 ,0 ,0 ,0 ,0 ,0 ,0 ,29.820 ,18.052 ,8.008 ,3.760 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.191.700 ,1.191.700 ,1.191.700 ,0 ,0 ,0 
128.,RADOVLJICA,8.182.636 ,6.674.487 ,5.903.234 ,3.984.744 ,3.984.744 ,1.228.572 ,1.020.860 ,0 ,21.866 ,185.845 ,689.918 ,41.329 ,0 ,0 ,648.590 ,0 ,0 ,771.253 ,465.156 ,0 ,10.403 ,122.843 ,331.910 ,50.839 ,50.839 ,16.133 ,16.133 ,30.500 ,30.500 ,208.625 ,208.625 ,800.459 ,679.966 ,264.935 ,1.252 ,184 ,413.595 ,0 ,120.493 ,3.843 ,116.650 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,707.691 ,707.691 ,689.029 ,18.661 ,0 ,0 
129.,RAVNE NA KOROŠKEM,4.780.300 ,3.786.158 ,3.281.143 ,2.323.201 ,2.323.201 ,561.546 ,469.730 ,1.961 ,4.586 ,85.270 ,315.219 ,55.454 ,0 ,417 ,259.347 ,81.176 ,81.176 ,505.016 ,244.070 ,0 ,4.248 ,21.587 ,218.236 ,25.855 ,25.855 ,255 ,255 ,9.005 ,9.005 ,225.830 ,225.830 ,49.145 ,34.610 ,34.235 ,376 ,0 ,0 ,0 ,14.534 ,0 ,14.534 ,0 ,14.121 ,14.121 ,14.121 ,0 ,0 ,0 ,0 ,930.875 ,930.875 ,914.672 ,1.803 ,0 ,14.401 
130.,RAZKRIŽJE,494.884 ,177.445 ,122.171 ,111.471 ,111.471 ,8.951 ,8.292 ,0 ,230 ,430 ,1.748 ,0 ,0 ,0 ,1.748 ,0 ,0 ,55.275 ,6.034 ,0 ,0 ,2.007 ,4.027 ,2.399 ,2.399 ,0 ,0 ,14.321 ,14.321 ,32.520 ,32.520 ,1.828 ,1.778 ,1.778 ,0 ,0 ,0 ,0 ,50 ,50 ,0 ,0 ,1.461 ,1.461 ,0 ,1.461 ,0 ,0 ,0 ,314.150 ,314.150 ,314.150 ,0 ,0 ,0 
131.,RIBNICA,3.980.805 ,2.095.543 ,1.820.998 ,1.479.978 ,1.479.978 ,168.348 ,111.922 ,0 ,1.627 ,54.799 ,172.672 ,8.500 ,0 ,0 ,164.171 ,0 ,0 ,274.545 ,139.380 ,22.889 ,0 ,14.664 ,101.828 ,24.362 ,24.362 ,1.536 ,1.536 ,51.365 ,51.365 ,57.904 ,57.904 ,88.111 ,76.778 ,76.778 ,0 ,0 ,0 ,0 ,11.334 ,0 ,11.334 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.797.150 ,1.797.150 ,1.697.630 ,24.007 ,0 ,75.513 
132.,RIBNICA NA POHORJU,585.712 ,210.132 ,155.191 ,110.207 ,110.207 ,11.663 ,6.405 ,0 ,159 ,5.099 ,33.321 ,2.921 ,0 ,296 ,30.103 ,0 ,0 ,54.941 ,46.136 ,0 ,492 ,5.696 ,39.947 ,3.242 ,3.242 ,0 ,0 ,325 ,325 ,5.237 ,5.237 ,547 ,547 ,547 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.377 ,1.377 ,1.377 ,0 ,0 ,0 ,0 ,373.656 ,373.656 ,366.145 ,0 ,0 ,7.511 
133.,ROGAŠKA SLATINA,5.342.401 ,2.894.567 ,2.569.846 ,1.622.697 ,1.622.697 ,560.432 ,384.059 ,0 ,2.867 ,173.506 ,386.718 ,25.526 ,0 ,0 ,361.192 ,0 ,0 ,324.720 ,139.196 ,0 ,2.842 ,47.146 ,89.209 ,24.608 ,24.608 ,2.996 ,2.996 ,0 ,0 ,157.920 ,157.920 ,224.775 ,32.853 ,32.853 ,0 ,0 ,0 ,0 ,191.921 ,0 ,191.921 ,0 ,26.002 ,26.002 ,10.015 ,15.986 ,0 ,0 ,0 ,2.197.058 ,2.197.058 ,2.075.676 ,3.505 ,0 ,117.877 
134.,ROGAŠOVCI,2.011.075 ,285.583 ,242.764 ,229.277 ,229.277 ,3.568 ,150 ,0 ,1.990 ,1.427 ,9.919 ,355 ,0 ,0 ,9.564 ,0 ,0 ,42.818 ,9.118 ,0 ,0 ,6.472 ,2.646 ,7.853 ,7.853 ,0 ,0 ,772 ,772 ,25.075 ,25.075 ,3.655 ,0 ,0 ,0 ,0 ,0 ,0 ,3.655 ,3.655 ,0 ,0 ,19.008 ,19.008 ,0 ,19.008 ,0 ,0 ,0 ,1.702.829 ,1.702.829 ,1.702.829 ,0 ,0 ,0 
135.,ROGATEC,1.947.233 ,838.153 ,547.863 ,363.604 ,363.604 ,98.994 ,91.604 ,96 ,726 ,6.568 ,85.265 ,2.333 ,0 ,0 ,82.933 ,0 ,0 ,290.290 ,83.137 ,0 ,0 ,14.226 ,68.912 ,7.954 ,7.954 ,184 ,184 ,10.174 ,10.174 ,188.842 ,188.842 ,135.445 ,125.939 ,125.939 ,0 ,0 ,0 ,0 ,9.506 ,0 ,9.506 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,973.635 ,973.635 ,973.635 ,0 ,0 ,0 
136.,RUŠE,4.044.362 ,2.567.664 ,2.248.681 ,1.179.336 ,1.179.336 ,779.173 ,718.716 ,0 ,3.059 ,57.399 ,290.173 ,3.313 ,0 ,0 ,286.859 ,0 ,0 ,318.983 ,195.593 ,0 ,7.445 ,19.621 ,168.528 ,17.243 ,17.243 ,459 ,459 ,8.659 ,8.659 ,97.029 ,97.029 ,392.614 ,76.552 ,76.552 ,0 ,0 ,0 ,0 ,316.062 ,0 ,316.062 ,0 ,2.170 ,2.170 ,2.170 ,0 ,0 ,0 ,0 ,1.081.915 ,1.081.915 ,1.079.002 ,2.913 ,0 ,0 
137.,SELNICA OB DRAVI,2.014.206 ,1.324.651 ,1.229.975 ,650.683 ,650.683 ,425.632 ,402.723 ,0 ,3.451 ,19.457 ,153.660 ,887 ,0 ,0 ,152.773 ,0 ,0 ,94.676 ,56.519 ,0 ,2.281 ,2.157 ,52.081 ,12.661 ,12.661 ,150 ,150 ,3.968 ,3.968 ,21.377 ,21.377 ,2.959 ,2.959 ,1.206 ,1.753 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,417 ,417 ,417 ,0 ,0 ,0 ,0 ,686.179 ,686.179 ,544.615 ,12.775 ,0 ,128.789 
138.,SEMIČ,1.942.222 ,598.005 ,560.979 ,475.021 ,475.021 ,54.582 ,38.988 ,0 ,6.848 ,8.746 ,31.376 ,0 ,0 ,0 ,31.376 ,0 ,0 ,37.026 ,12.110 ,0 ,0 ,759 ,11.350 ,13.120 ,13.120 ,50 ,50 ,901 ,901 ,10.845 ,10.845 ,55.199 ,23.948 ,23.948 ,0 ,0 ,0 ,0 ,31.251 ,1.039 ,21.783 ,8.429 ,2.708 ,2.708 ,171 ,2.537 ,0 ,0 ,0 ,1.286.309 ,1.286.309 ,1.286.309 ,0 ,0 ,0 
139.,SEVNICA,7.165.924 ,4.090.882 ,3.304.140 ,2.699.424 ,2.699.424 ,403.042 ,296.762 ,0 ,8.312 ,97.968 ,201.673 ,4.878 ,0 ,0 ,196.795 ,0 ,0 ,786.743 ,132.553 ,0 ,1.769 ,13.583 ,117.201 ,41.713 ,41.713 ,401 ,401 ,192.313 ,192.313 ,419.763 ,419.763 ,78.080 ,45.790 ,40.265 ,0 ,0 ,5.525 ,0 ,32.290 ,12.306 ,19.984 ,0 ,26.865 ,26.865 ,0 ,26.865 ,0 ,0 ,0 ,2.970.097 ,2.970.097 ,2.970.097 ,0 ,0 ,0 
140.,SEŽANA,6.981.881 ,6.539.422 ,4.530.141 ,3.123.782 ,3.123.782 ,761.634 ,604.290 ,0 ,20.919 ,136.425 ,644.725 ,386.217 ,0 ,0 ,258.509 ,0 ,0 ,2.009.281 ,1.287.736 ,0 ,32.495 ,86.805 ,1.168.436 ,34.802 ,34.802 ,159 ,159 ,5.458 ,5.458 ,681.126 ,681.126 ,252.187 ,97.016 ,97.016 ,0 ,0 ,0 ,0 ,155.170 ,0 ,155.170 ,0 ,39.334 ,37.556 ,0 ,37.556 ,1.778 ,1.778 ,0 ,150.939 ,150.939 ,139.622 ,0 ,0 ,11.317 
141.,MESTNA OBČINA SLOVENJ GRADEC,9.944.166 ,7.053.597 ,4.912.561 ,3.353.063 ,3.353.063 ,964.864 ,807.511 ,0 ,19.187 ,138.166 ,594.634 ,24.654 ,0 ,0 ,569.980 ,0 ,0 ,2.141.037 ,1.388.337 ,2.767 ,15.064 ,112.911 ,1.257.595 ,49.003 ,49.003 ,32.707 ,32.707 ,19.521 ,19.521 ,651.469 ,651.469 ,349.616 ,242.147 ,241.784 ,363 ,0 ,0 ,0 ,107.470 ,0 ,107.470 ,0 ,100.409 ,90.907 ,90.907 ,0 ,9.502 ,9.502 ,0 ,2.440.544 ,2.440.544 ,2.438.954 ,1.590 ,0 ,0 
142.,SLOVENSKA BISTRICA,11.842.981 ,6.806.063 ,6.165.736 ,4.491.863 ,4.491.863 ,1.195.981 ,1.000.672 ,0 ,58.980 ,136.329 ,477.892 ,63.808 ,0 ,0 ,414.084 ,0 ,0 ,640.327 ,403.497 ,0 ,5.533 ,73.731 ,324.232 ,64.722 ,64.722 ,300 ,300 ,1.043 ,1.043 ,170.764 ,170.764 ,132.707 ,119.296 ,118.478 ,668 ,150 ,0 ,0 ,13.412 ,0 ,13.412 ,0 ,1.252 ,1.252 ,1.252 ,0 ,0 ,0 ,0 ,4.902.959 ,4.902.959 ,4.757.415 ,145.543 ,0 ,0 
143.,SLOVENSKE KONJICE,5.619.688 ,3.055.158 ,2.691.324 ,2.079.565 ,2.079.565 ,356.965 ,210.078 ,0 ,9.748 ,137.139 ,254.795 ,6.743 ,0 ,0 ,248.051 ,0 ,0 ,363.833 ,180.884 ,0 ,2.746 ,12.857 ,165.281 ,32.319 ,32.319 ,906 ,906 ,2.900 ,2.900 ,146.824 ,146.824 ,208.350 ,79.803 ,75.922 ,3.881 ,0 ,0 ,0 ,128.547 ,0 ,128.547 ,0 ,3.130 ,3.130 ,3.130 ,0 ,0 ,0 ,0 ,2.353.050 ,2.353.050 ,2.353.050 ,0 ,0 ,0 
144.,SODRAŽICA,848.256 ,368.565 ,331.990 ,284.598 ,284.598 ,17.142 ,1.064 ,0 ,939 ,15.139 ,30.250 ,79 ,0 ,0 ,30.170 ,0 ,0 ,36.576 ,7.607 ,0 ,0 ,146 ,7.461 ,5.162 ,5.162 ,100 ,100 ,2.971 ,2.971 ,20.735 ,20.735 ,32.006 ,0 ,0 ,0 ,0 ,0 ,0 ,32.006 ,0 ,32.006 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,447.684 ,447.684 ,416.642 ,30.930 ,0 ,113 
145.,SOLČAVA,778.038 ,97.692 ,76.811 ,48.978 ,48.978 ,3.075 ,1.953 ,0 ,0 ,1.123 ,24.758 ,1.707 ,0 ,0 ,23.051 ,0 ,0 ,20.881 ,15.039 ,0 ,0 ,284 ,14.755 ,2.667 ,2.667 ,0 ,0 ,0 ,0 ,3.176 ,3.176 ,1.982 ,1.982 ,351 ,0 ,0 ,1.632 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,678.363 ,678.363 ,644.400 ,2.879 ,0 ,31.084 
146.,STARŠE,2.215.427 ,2.058.292 ,1.902.153 ,561.588 ,561.588 ,1.245.214 ,1.238.316 ,0 ,1.018 ,5.880 ,95.351 ,605 ,0 ,0 ,94.746 ,0 ,0 ,156.138 ,75.822 ,4.740 ,0 ,67.714 ,3.368 ,9.698 ,9.698 ,346 ,346 ,1.381 ,1.381 ,68.891 ,68.891 ,2.545 ,2.545 ,2.462 ,0 ,83 ,0 ,0 ,0 ,0 ,0 ,0 ,83 ,83 ,83 ,0 ,0 ,0 ,0 ,154.507 ,154.507 ,146.995 ,7.511 ,0 ,0 
147.,SVETA ANA,1.125.421 ,389.209 ,241.700 ,153.276 ,153.276 ,49.700 ,47.046 ,0 ,25 ,2.629 ,38.725 ,175 ,0 ,0 ,38.549 ,0 ,0 ,147.509 ,54.002 ,1.152 ,0 ,24.420 ,28.430 ,4.661 ,4.661 ,163 ,163 ,52.917 ,52.917 ,35.766 ,35.766 ,20.372 ,4.774 ,4.774 ,0 ,0 ,0 ,0 ,15.598 ,0 ,15.598 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,715.840 ,715.840 ,715.840 ,0 ,0 ,0 
148.,SVETI ANDRAŽ V SLOVENSKIH GORICAH,729.311 ,179.094 ,111.542 ,67.134 ,67.134 ,35.053 ,31.965 ,0 ,876 ,2.212 ,9.356 ,63 ,0 ,1.415 ,7.878 ,0 ,0 ,67.551 ,5.880 ,0 ,0 ,4.315 ,1.565 ,3.184 ,3.184 ,0 ,0 ,0 ,0 ,58.488 ,58.488 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4.778 ,4.778 ,0 ,4.778 ,0 ,0 ,0 ,545.439 ,545.439 ,535.833 ,0 ,0 ,9.606 
149.,SVETI JURIJ,1.512.640 ,359.535 ,264.455 ,206.055 ,206.055 ,43.198 ,34.927 ,0 ,1.490 ,6.781 ,15.202 ,1.114 ,0 ,572 ,13.516 ,0 ,0 ,95.080 ,43.878 ,0 ,0 ,18.432 ,25.447 ,6.622 ,6.622 ,472 ,472 ,0 ,0 ,44.108 ,44.108 ,38.320 ,38.203 ,38.203 ,0 ,0 ,0 ,0 ,117 ,117 ,0 ,0 ,47.964 ,47.964 ,4.711 ,43.252 ,0 ,0 ,0 ,1.066.821 ,1.066.821 ,779.411 ,0 ,0 ,287.410 
150.,ŠALOVCI,1.234.080 ,224.140 ,118.749 ,104.715 ,104.715 ,6.835 ,4 ,0 ,1.131 ,5.700 ,7.198 ,2.308 ,0 ,0 ,4.891 ,0 ,0 ,105.391 ,14.088 ,0 ,0 ,1.715 ,12.373 ,23.982 ,23.982 ,0 ,0 ,18.194 ,18.194 ,49.128 ,49.128 ,11.822 ,7.136 ,7.136 ,0 ,0 ,0 ,0 ,4.686 ,1.527 ,3.159 ,0 ,2.525 ,2.525 ,2.525 ,0 ,0 ,0 ,0 ,995.593 ,995.593 ,860.336 ,0 ,0 ,135.257 
151.,ŠEMPETER - VRTOJBA,5.307.341 ,5.173.849 ,3.852.533 ,1.950.211 ,1.950.211 ,777.454 ,706.004 ,0 ,7.797 ,63.653 ,1.124.868 ,3.524 ,0 ,0 ,1.121.343 ,0 ,0 ,1.321.316 ,1.264.916 ,2.676 ,0 ,24.686 ,1.237.554 ,20.786 ,20.786 ,3.602 ,3.602 ,70 ,70 ,31.942 ,31.942 ,15.414 ,12.474 ,12.474 ,0 ,0 ,0 ,0 ,2.941 ,944 ,1.997 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,118.077 ,118.077 ,116.826 ,0 ,0 ,1.252 
152.,ŠENČUR,3.658.763 ,2.945.856 ,2.149.069 ,1.792.017 ,1.792.017 ,202.011 ,127.996 ,0 ,11.163 ,62.853 ,155.041 ,947 ,0 ,0 ,154.094 ,0 ,0 ,796.787 ,664.559 ,0 ,3.155 ,203.000 ,458.404 ,14.309 ,14.309 ,697 ,697 ,17.735 ,17.735 ,99.487 ,99.487 ,18.161 ,0 ,0 ,0 ,0 ,0 ,0 ,18.161 ,0 ,18.161 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,694.746 ,694.746 ,694.746 ,0 ,0 ,0 
153.,ŠENTILJ,4.262.118 ,2.767.848 ,2.424.796 ,1.082.641 ,1.082.641 ,402.813 ,380.796 ,0 ,0 ,22.016 ,939.342 ,10.770 ,0 ,0 ,928.572 ,0 ,0 ,343.052 ,172.742 ,0 ,3.914 ,63.779 ,105.049 ,19.780 ,19.780 ,626 ,626 ,0 ,0 ,149.904 ,149.904 ,56.831 ,0 ,0 ,0 ,0 ,0 ,0 ,56.831 ,0 ,56.831 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.437.439 ,1.437.439 ,1.315.519 ,5.425 ,0 ,116.496 
154.,ŠENTJERNEJ,3.097.050 ,1.604.386 ,1.196.198 ,885.883 ,885.883 ,95.397 ,47.918 ,0 ,6.735 ,40.744 ,214.918 ,5.012 ,0 ,0 ,209.907 ,0 ,0 ,408.187 ,149.366 ,2.003 ,0 ,38.558 ,108.805 ,14.768 ,14.768 ,355 ,355 ,0 ,0 ,243.699 ,243.699 ,38.141 ,0 ,0 ,0 ,0 ,0 ,0 ,38.141 ,0 ,38.141 ,0 ,28.334 ,28.334 ,28.334 ,0 ,0 ,0 ,0 ,1.426.189 ,1.426.189 ,1.426.189 ,0 ,0 ,0 
155.,ŠENTJUR,7.123.740 ,3.396.353 ,3.072.488 ,2.577.808 ,2.577.808 ,248.782 ,173.214 ,75 ,10.862 ,64.630 ,245.898 ,3.247 ,0 ,0 ,242.651 ,0 ,0 ,323.865 ,77.854 ,0 ,24.691 ,9.710 ,43.453 ,42.368 ,42.368 ,472 ,472 ,4.582 ,4.582 ,198.590 ,198.590 ,64.522 ,39.305 ,39.305 ,0 ,0 ,0 ,0 ,25.217 ,0 ,25.217 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.662.865 ,3.662.865 ,3.527.621 ,0 ,0 ,135.245 
156.,ŠKOCJAN,1.453.568 ,588.483 ,411.538 ,343.286 ,343.286 ,14.710 ,8.275 ,0 ,2.621 ,3.814 ,53.543 ,3.626 ,0 ,0 ,49.917 ,0 ,0 ,176.945 ,146.929 ,0 ,872 ,40.678 ,105.379 ,5.884 ,5.884 ,154 ,154 ,42 ,42 ,23.936 ,23.936 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,865.085 ,865.085 ,865.085 ,0 ,0 ,0 
157.,ŠKOFJA LOKA,8.949.896 ,7.795.948 ,6.300.438 ,5.178.468 ,5.178.468 ,920.452 ,691.625 ,0 ,43.261 ,185.566 ,201.519 ,7.419 ,0 ,0 ,194.099 ,0 ,0 ,1.495.510 ,1.217.601 ,7.958 ,3.130 ,77.671 ,1.128.843 ,51.252 ,51.252 ,13.821 ,13.821 ,18.857 ,18.857 ,193.978 ,193.978 ,453.201 ,335.345 ,209.698 ,0 ,0 ,125.647 ,0 ,117.856 ,61.430 ,56.426 ,0 ,30.796 ,30.796 ,83 ,30.713 ,0 ,0 ,0 ,669.951 ,669.951 ,663.812 ,6.138 ,0 ,0 
158.,ŠKOFLJICA,4.018.002 ,2.394.629 ,1.922.238 ,1.629.027 ,1.629.027 ,259.756 ,141.671 ,8 ,7.344 ,110.733 ,33.454 ,3.560 ,0 ,0 ,29.895 ,0 ,0 ,472.392 ,102.162 ,0 ,0 ,67.234 ,34.927 ,16.688 ,16.688 ,626 ,626 ,17.789 ,17.789 ,335.128 ,335.128 ,24.462 ,0 ,0 ,0 ,0 ,0 ,0 ,24.462 ,0 ,24.462 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.598.911 ,1.598.911 ,26.448 ,1.562.873 ,0 ,9.589 
159.,ŠMARJE PRI JELŠAH,5.168.248 ,2.298.448 ,1.651.494 ,1.191.158 ,1.191.158 ,172.033 ,120.894 ,0 ,8.191 ,42.948 ,288.303 ,19.479 ,0 ,0 ,268.824 ,0 ,0 ,646.954 ,409.681 ,0 ,4.106 ,54.987 ,350.588 ,25.876 ,25.876 ,2.683 ,2.683 ,4.603 ,4.603 ,204.110 ,204.110 ,335.820 ,0 ,0 ,0 ,0 ,0 ,0 ,335.820 ,0 ,335.820 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.533.980 ,2.533.980 ,2.483.492 ,0 ,0 ,50.488 
160.,ŠMARTNO OB PAKI,1.206.397 ,789.167 ,594.659 ,513.458 ,513.458 ,75.505 ,64.710 ,0 ,296 ,10.499 ,5.696 ,367 ,0 ,0 ,5.329 ,0 ,0 ,194.508 ,24.854 ,0 ,0 ,3.593 ,21.261 ,5.754 ,5.754 ,134 ,134 ,501 ,501 ,163.266 ,163.266 ,74.299 ,3.501 ,3.501 ,0 ,0 ,0 ,0 ,70.798 ,0 ,70.798 ,0 ,2.504 ,2.504 ,2.504 ,0 ,0 ,0 ,0 ,340.427 ,340.427 ,325.355 ,15.073 ,0 ,0 
161.,ŠOŠTANJ,4.326.452 ,3.536.242 ,2.534.314 ,1.447.050 ,1.447.050 ,718.344 ,643.574 ,0 ,8.183 ,66.587 ,368.920 ,5.199 ,0 ,0 ,363.721 ,0 ,0 ,1.001.928 ,118.882 ,0 ,17 ,5.116 ,113.750 ,23.060 ,23.060 ,1.369 ,1.369 ,27.220 ,27.220 ,831.397 ,831.397 ,47.692 ,41.212 ,41.212 ,0 ,0 ,0 ,0 ,6.481 ,0 ,6.481 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,742.518 ,742.518 ,720.785 ,21.733 ,0 ,0 
162.,ŠTORE,1.664.810 ,837.360 ,709.790 ,501.627 ,501.627 ,127.838 ,98.990 ,275 ,409 ,28.163 ,80.325 ,1.127 ,0 ,0 ,79.198 ,0 ,0 ,127.571 ,15.006 ,0 ,0 ,225 ,14.781 ,15.507 ,15.507 ,150 ,150 ,10.011 ,10.011 ,86.897 ,86.897 ,201.473 ,52.078 ,50.772 ,1.306 ,0 ,0 ,0 ,149.395 ,18.499 ,130.896 ,0 ,417 ,417 ,417 ,0 ,0 ,0 ,0 ,625.559 ,625.559 ,625.559 ,0 ,0 ,0 
163.,TABOR,802.737 ,213.996 ,180.759 ,159.606 ,159.606 ,13.174 ,9.948 ,17 ,0 ,3.209 ,7.979 ,0 ,0 ,0 ,7.979 ,0 ,0 ,33.237 ,8.751 ,0 ,547 ,146 ,8.058 ,2.796 ,2.796 ,0 ,0 ,6.176 ,6.176 ,15.515 ,15.515 ,67.188 ,67.188 ,67.188 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,521.553 ,521.553 ,521.553 ,0 ,0 ,0 
164.,TIŠINA,1.609.723 ,733.214 ,575.252 ,496.140 ,496.140 ,3.573 ,51 ,62 ,636 ,2.825 ,75.538 ,11.511 ,0 ,0 ,64.028 ,0 ,0 ,157.962 ,13.116 ,0 ,0 ,254 ,12.862 ,11.983 ,11.983 ,276 ,276 ,46.938 ,46.938 ,85.649 ,85.649 ,4.033 ,4.033 ,0 ,4.033 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,872.476 ,872.476 ,788.591 ,53.390 ,0 ,30.495 
165.,TOLMIN,6.749.412 ,3.783.154 ,3.011.417 ,2.350.647 ,2.350.647 ,430.329 ,369.225 ,0 ,17.138 ,43.966 ,230.442 ,6.660 ,0 ,13 ,223.769 ,0 ,0 ,771.737 ,509.218 ,5.675 ,3.751 ,14.296 ,485.495 ,35.295 ,35.295 ,1.678 ,1.678 ,2.074 ,2.074 ,223.473 ,223.473 ,369.563 ,104.607 ,104.503 ,104 ,0 ,0 ,0 ,264.956 ,104 ,264.851 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.596.695 ,2.596.695 ,2.596.695 ,0 ,0 ,0 
166.,TRBOVLJE,8.010.295 ,6.419.362 ,5.668.494 ,3.973.765 ,3.973.765 ,1.265.235 ,1.132.023 ,0 ,9.268 ,123.944 ,429.494 ,39.927 ,0 ,0 ,389.568 ,0 ,0 ,750.868 ,586.480 ,0 ,25.401 ,18.724 ,542.355 ,39.455 ,39.455 ,463 ,463 ,7.056 ,7.056 ,117.414 ,117.414 ,64.647 ,32.724 ,32.724 ,0 ,0 ,0 ,0 ,31.923 ,0 ,31.923 ,0 ,1.961 ,1.961 ,0 ,1.961 ,0 ,0 ,0 ,1.524.324 ,1.524.324 ,1.522.175 ,2.149 ,0 ,0 
167.,TREBNJE,9.146.970 ,4.246.837 ,3.818.257 ,2.797.388 ,2.797.388 ,654.949 ,509.005 ,0 ,15.031 ,130.913 ,365.920 ,5.133 ,0 ,0 ,360.787 ,0 ,0 ,428.580 ,191.350 ,0 ,0 ,86.768 ,104.582 ,67.948 ,67.948 ,1.373 ,1.373 ,46.336 ,46.336 ,121.574 ,121.574 ,125.989 ,31.735 ,28.731 ,2.708 ,0 ,296 ,0 ,94.254 ,3.013 ,91.241 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4.774.145 ,4.774.145 ,4.228.539 ,480.963 ,0 ,64.643 
168.,TRNOVSKA VAS,682.148 ,207.495 ,109.769 ,84.026 ,84.026 ,5.775 ,117 ,0 ,25 ,5.633 ,19.967 ,376 ,0 ,1.903 ,17.689 ,0 ,0 ,97.726 ,9.389 ,0 ,0 ,6.898 ,2.491 ,3.359 ,3.359 ,46 ,46 ,0 ,0 ,84.932 ,84.932 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,250 ,250 ,0 ,250 ,0 ,0 ,0 ,474.403 ,474.403 ,452.596 ,11.542 ,0 ,10.265 
169.,TRZIN,2.243.562 ,2.135.198 ,1.825.081 ,1.259.563 ,1.259.563 ,486.062 ,254.565 ,0 ,801 ,230.697 ,79.456 ,27.899 ,0 ,0 ,51.557 ,0 ,0 ,310.117 ,141.348 ,9.748 ,0 ,70.524 ,61.076 ,8.094 ,8.094 ,399 ,399 ,11.947 ,11.947 ,148.329 ,148.329 ,55.104 ,0 ,0 ,0 ,0 ,0 ,0 ,55.104 ,21.720 ,33.383 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,53.260 ,53.260 ,1.098 ,52.162 ,0 ,0 
170.,TRŽIČ,6.506.731 ,4.288.591 ,3.751.381 ,2.788.942 ,2.788.942 ,573.744 ,442.906 ,0 ,13.817 ,117.021 ,388.696 ,41.533 ,0 ,0 ,347.162 ,0 ,0 ,537.210 ,338.178 ,0 ,5.429 ,3.952 ,328.797 ,34.239 ,34.239 ,20.247 ,20.247 ,19.813 ,19.813 ,124.733 ,124.733 ,175.910 ,152.504 ,152.462 ,33 ,8 ,0 ,0 ,23.406 ,17.593 ,5.813 ,0 ,33.500 ,417 ,0 ,417 ,33.083 ,33.083 ,0 ,2.008.730 ,2.008.730 ,2.008.730 ,0 ,0 ,0 
171.,TURNIŠČE,2.099.399 ,647.984 ,447.158 ,347.926 ,347.926 ,19.350 ,16.871 ,0 ,2.466 ,13 ,79.882 ,33.087 ,0 ,0 ,46.795 ,0 ,0 ,200.826 ,24.645 ,0 ,0 ,15.085 ,9.560 ,7.887 ,7.887 ,0 ,0 ,0 ,0 ,168.294 ,168.294 ,1.878 ,1.878 ,0 ,0 ,0 ,1.878 ,0 ,0 ,0 ,0 ,0 ,276.765 ,276.765 ,0 ,276.765 ,0 ,0 ,0 ,1.172.772 ,1.172.772 ,897.359 ,275.413 ,0 ,0 
