št.",OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.,SLOVENSKE KONJICE,7.688.979 ,4.676.465 ,4.208.709 ,3.001.148 ,3.001.148 ,428.238 ,277.045 ,0 ,12.156 ,139.038 ,779.323 ,23.322 ,0 ,756.001 ,0 ,0 ,467.756 ,199.412 ,0 ,4.123 ,12.127 ,183.162 ,22.596 ,22.596 ,5.220 ,5.220 ,114.851 ,114.851 ,125.676 ,125.676 ,85.674 ,82.824 ,82.824 ,0 ,0 ,0 ,0 ,2.850 ,0 ,2.850 ,0 ,6.259 ,6.259 ,0 ,6.259 ,0 ,0 ,0 ,0 ,0 ,2.920.581 ,2.917.451 ,2.780.717 ,136.734 ,0 ,0 ,0 ,3.130 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.130 
144.,SODRAŽICA,1.097.004 ,556.038 ,501.924 ,386.597 ,386.597 ,64.668 ,21.370 ,0 ,4.064 ,39.234 ,50.659 ,167 ,0 ,50.492 ,0 ,0 ,54.115 ,19.684 ,0 ,213 ,1.064 ,18.407 ,4.448 ,4.448 ,0 ,0 ,2.533 ,2.533 ,27.450 ,27.450 ,20.560 ,6.798 ,6.798 ,0 ,0 ,0 ,0 ,13.762 ,338 ,13.424 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,520.406 ,520.406 ,507.878 ,12.527 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
145.,SOLČAVA,902.341 ,118.090 ,95.739 ,70.389 ,70.389 ,3.806 ,2.166 ,0 ,4 ,1.636 ,21.545 ,396 ,0 ,21.148 ,0 ,0 ,22.350 ,20.598 ,0 ,0 ,392 ,20.205 ,1.690 ,1.690 ,0 ,0 ,63 ,63 ,0 ,0 ,388 ,388 ,388 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.960 ,3.960 ,2.291 ,1.669 ,0 ,0 ,0 ,0 ,0 ,779.903 ,779.903 ,778.526 ,0 ,0 ,1.377 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
146.,STARŠE,2.201.970 ,1.941.358 ,1.379.511 ,768.161 ,768.161 ,477.833 ,466.504 ,213 ,4.010 ,7.106 ,133.517 ,1.118 ,0 ,132.399 ,0 ,0 ,561.847 ,402.717 ,5.892 ,0 ,48.335 ,348.489 ,8.884 ,8.884 ,3.322 ,3.322 ,1.928 ,1.928 ,144.997 ,144.997 ,830 ,830 ,830 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,42 ,42 ,42 ,0 ,0 ,0 ,0 ,0 ,0 ,259.740 ,259.740 ,256.038 ,3.701 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
147.,SVETA ANA,1.110.899 ,408.407 ,301.073 ,237.433 ,237.433 ,-6.885 ,-14.004 ,0 ,580 ,6.540 ,70.525 ,0 ,0 ,70.525 ,0 ,0 ,107.334 ,20.542 ,408 ,0 ,9.924 ,10.210 ,2.618 ,2.618 ,1.879 ,1.879 ,55.524 ,55.524 ,26.772 ,26.772 ,626 ,0 ,0 ,0 ,0 ,0 ,0 ,626 ,0 ,626 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,701.866 ,701.866 ,701.866 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
148.,SVETI ANDRAŽ V SLOVENSKIH GORICAH,667.113 ,208.621 ,131.806 ,102.796 ,102.796 ,7.929 ,3.572 ,0 ,0 ,4.357 ,21.082 ,63 ,0 ,21.019 ,0 ,0 ,76.815 ,14.513 ,0 ,0 ,12.932 ,1.582 ,2.808 ,2.808 ,0 ,0 ,0 ,0 ,59.493 ,59.493 ,4.661 ,0 ,0 ,0 ,0 ,0 ,0 ,4.661 ,0 ,0 ,4.661 ,5.880 ,5.880 ,5.880 ,0 ,0 ,0 ,0 ,0 ,0 ,447.951 ,447.951 ,426.636 ,16.896 ,0 ,4.419 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
149.,SVETI JURIJ,1.606.013 ,513.167 ,425.171 ,294.975 ,294.975 ,52.560 ,38.004 ,0 ,3.009 ,11.548 ,77.635 ,571 ,0 ,77.064 ,0 ,0 ,87.996 ,34.692 ,0 ,0 ,1.852 ,32.841 ,3.618 ,3.618 ,2.315 ,2.315 ,0 ,0 ,47.372 ,47.372 ,51.236 ,47.363 ,46.106 ,0 ,939 ,317 ,0 ,3.873 ,0 ,3.873 ,0 ,20.774 ,20.774 ,2.307 ,18.467 ,0 ,0 ,0 ,0 ,0 ,1.020.838 ,1.020.838 ,993.798 ,7.261 ,0 ,19.778 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
150.,ŠALOVCI,1.242.677 ,386.463 ,202.556 ,131.845 ,131.845 ,59.179 ,54.408 ,0 ,552 ,4.218 ,11.533 ,313 ,0 ,11.220 ,0 ,0 ,183.907 ,14.215 ,0 ,0 ,454 ,13.762 ,3.853 ,3.853 ,0 ,0 ,0 ,0 ,165.839 ,165.839 ,6.388 ,6.388 ,6.388 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,849.826 ,849.826 ,834.179 ,0 ,0 ,15.647 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
151.,ŠEMPETER - VRTOJBA,5.902.249 ,5.516.099 ,4.053.564 ,2.548.190 ,2.548.190 ,932.226 ,824.707 ,0 ,18.001 ,89.517 ,573.148 ,4.059 ,0 ,569.090 ,0 ,0 ,1.462.535 ,1.364.638 ,29.669 ,0 ,57.183 ,1.277.787 ,14.099 ,14.099 ,11.297 ,11.297 ,0 ,0 ,72.501 ,72.501 ,364.284 ,206.915 ,206.915 ,0 ,0 ,0 ,0 ,157.370 ,0 ,157.370 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,21.865 ,21.865 ,0 ,0 ,0 ,21.865 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
152.,ŠENČUR,3.557.515 ,3.095.435 ,2.786.467 ,2.192.756 ,2.192.756 ,257.002 ,140.156 ,0 ,8.851 ,107.995 ,336.709 ,37.076 ,0 ,299.633 ,0 ,0 ,308.968 ,156.213 ,0 ,4.089 ,54.102 ,98.022 ,17.505 ,17.505 ,4.248 ,4.248 ,28.526 ,28.526 ,102.475 ,102.475 ,95.389 ,0 ,0 ,0 ,0 ,0 ,0 ,95.389 ,0 ,95.389 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,366.692 ,366.692 ,366.692 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
153.,ŠENTILJ,5.970.276 ,3.492.672 ,3.179.252 ,1.500.576 ,1.500.576 ,287.314 ,251.715 ,0 ,3.430 ,32.169 ,1.391.362 ,14.347 ,0 ,1.377.016 ,0 ,0 ,313.420 ,142.843 ,3.868 ,0 ,15.799 ,123.176 ,10.971 ,10.971 ,1.427 ,1.427 ,0 ,0 ,158.179 ,158.179 ,616.375 ,23.318 ,23.318 ,0 ,0 ,0 ,0 ,593.056 ,0 ,593.056 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.861.229 ,1.861.229 ,1.753.071 ,26.844 ,0 ,81.314 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
154.,ŠENTJERNEJ,3.884.553 ,2.354.899 ,1.686.968 ,1.258.676 ,1.258.676 ,221.157 ,149.554 ,0 ,26.327 ,45.276 ,207.136 ,968 ,0 ,206.168 ,0 ,0 ,667.931 ,90.056 ,1.607 ,0 ,6.610 ,81.839 ,8.154 ,8.154 ,5.525 ,5.525 ,2.808 ,2.808 ,561.388 ,561.388 ,116.829 ,0 ,0 ,0 ,0 ,0 ,0 ,116.829 ,0 ,116.829 ,0 ,41.262 ,41.262 ,41.262 ,0 ,0 ,0 ,0 ,0 ,0 ,1.371.563 ,1.371.563 ,1.327.785 ,43.778 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
155.,ŠENTJUR,10.027.696 ,5.328.777 ,4.432.979 ,3.605.070 ,3.605.070 ,428.188 ,227.875 ,33 ,20.952 ,179.327 ,399.720 ,7.862 ,0 ,391.859 ,0 ,0 ,895.798 ,438.270 ,0 ,1.924 ,11.672 ,424.675 ,29.665 ,29.665 ,9.172 ,9.172 ,1.052 ,1.052 ,417.639 ,417.639 ,1.206.213 ,108.271 ,102.420 ,0 ,0 ,5.850 ,0 ,1.097.943 ,0 ,1.097.943 ,0 ,2.086 ,2.086 ,0 ,2.086 ,0 ,0 ,0 ,0 ,0 ,3.490.619 ,3.490.619 ,3.490.619 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
156.,ŠKOCJAN,1.580.396 ,754.323 ,654.181 ,484.364 ,484.364 ,74.950 ,65.628 ,0 ,3.025 ,6.297 ,94.867 ,651 ,0 ,94.216 ,0 ,0 ,100.142 ,73.143 ,0 ,647 ,62.807 ,9.690 ,4.828 ,4.828 ,1.031 ,1.031 ,1.319 ,1.319 ,19.821 ,19.821 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,21.370 ,21.370 ,0 ,21.370 ,0 ,0 ,0 ,0 ,0 ,804.703 ,783.484 ,769.404 ,13.913 ,0 ,167 ,0 ,21.219 ,0 ,0 ,0 ,0 ,0 ,0 ,21.219 ,0 
157.,ŠKOFJA LOKA,11.594.195 ,10.771.741 ,8.622.296 ,6.728.560 ,6.728.560 ,1.569.776 ,1.223.565 ,1.523 ,33.880 ,310.808 ,323.961 ,9.660 ,0 ,314.301 ,0 ,0 ,2.149.445 ,772.496 ,0 ,15.753 ,12.723 ,744.020 ,24.449 ,24.449 ,16.930 ,16.930 ,12.385 ,12.385 ,1.323.185 ,1.323.185 ,100.939 ,92.238 ,92.238 ,0 ,0 ,0 ,0 ,8.701 ,0 ,8.701 ,0 ,4.866 ,0 ,0 ,0 ,4.866 ,4.866 ,0 ,0 ,0 ,716.650 ,716.650 ,683.079 ,33.571 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
158.,ŠKOFLJICA,5.274.019 ,4.336.071 ,3.331.051 ,2.605.613 ,2.605.613 ,482.574 ,219.108 ,221 ,19.483 ,243.761 ,242.864 ,11.171 ,0 ,231.693 ,0 ,0 ,1.005.020 ,386.847 ,0 ,0 ,351.239 ,35.608 ,16.020 ,16.020 ,5.821 ,5.821 ,17.313 ,17.313 ,579.019 ,579.019 ,209 ,209 ,0 ,209 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,937.740 ,937.740 ,320.944 ,605.926 ,0 ,10.870 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
159.,ŠMARJE PRI JELŠAH,5.599.708 ,2.745.643 ,2.351.640 ,1.608.396 ,1.608.396 ,381.481 ,330.583 ,0 ,9.059 ,41.838 ,361.763 ,4.457 ,0 ,357.307 ,0 ,0 ,394.004 ,218.586 ,0 ,0 ,8.242 ,210.345 ,23.756 ,23.756 ,4.824 ,4.824 ,776 ,776 ,146.061 ,146.061 ,105.780 ,66.975 ,65.515 ,1.461 ,0 ,0 ,0 ,38.804 ,1.636 ,37.168 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.748.285 ,2.748.285 ,2.406.869 ,68.757 ,0 ,65.068 ,207.591 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
160.,ŠMARTNO OB PAKI,1.445.143 ,1.125.876 ,959.577 ,740.782 ,740.782 ,131.092 ,102.646 ,0 ,4.236 ,24.211 ,87.702 ,1.173 ,0 ,86.530 ,0 ,0 ,166.299 ,18.144 ,0 ,0 ,280 ,17.864 ,5.867 ,5.867 ,2.157 ,2.157 ,0 ,0 ,140.131 ,140.131 ,33.847 ,29.444 ,29.444 ,0 ,0 ,0 ,0 ,4.402 ,0 ,4.402 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,285.420 ,285.420 ,263.262 ,22.158 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
161.,ŠMARTNO PRI LITIJI,2.559.550 ,1.150.515 ,1.062.418 ,935.205 ,935.205 ,51.231 ,9.117 ,0 ,7.611 ,34.504 ,75.982 ,685 ,0 ,75.297 ,0 ,0 ,88.096 ,48.526 ,0 ,12 ,5.434 ,43.079 ,10.009 ,10.009 ,1.884 ,1.884 ,0 ,0 ,27.677 ,27.677 ,283.357 ,283.357 ,283.357 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.125.679 ,1.125.679 ,1.125.679 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
162.,ŠOŠTANJ,10.038.800 ,8.352.245 ,3.504.644 ,2.028.514 ,2.028.514 ,799.700 ,689.501 ,0 ,10.624 ,99.574 ,676.431 ,1.177 ,0 ,675.255 ,0 ,0 ,4.847.601 ,198.252 ,4 ,0 ,10.574 ,187.673 ,13.854 ,13.854 ,4.073 ,4.073 ,9.719 ,9.719 ,4.621.703 ,4.621.703 ,83.383 ,68.198 ,68.198 ,0 ,0 ,0 ,0 ,15.185 ,0 ,15.185 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.603.171 ,1.603.171 ,1.555.688 ,47.484 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
163.,ŠTORE,1.919.930 ,1.133.676 ,1.045.164 ,702.228 ,702.228 ,164.897 ,135.870 ,17 ,918 ,28.092 ,178.038 ,1.619 ,0 ,176.419 ,0 ,0 ,88.512 ,49.399 ,0 ,0 ,2.095 ,47.304 ,6.443 ,6.443 ,1.193 ,1.193 ,2.270 ,2.270 ,29.206 ,29.206 ,71.816 ,0 ,0 ,0 ,0 ,0 ,0 ,71.816 ,0 ,71.816 ,0 ,417 ,417 ,417 ,0 ,0 ,0 ,0 ,0 ,0 ,714.021 ,714.021 ,714.021 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
164.,TABOR,744.967 ,296.161 ,273.089 ,213.416 ,213.416 ,19.592 ,16.087 ,0 ,46 ,3.459 ,40.081 ,29 ,0 ,40.052 ,0 ,0 ,23.072 ,8.104 ,0 ,0 ,0 ,8.104 ,1.982 ,1.982 ,0 ,0 ,9.410 ,9.410 ,3.576 ,3.576 ,44.033 ,0 ,0 ,0 ,0 ,0 ,0 ,44.033 ,20.865 ,0 ,23.168 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,404.774 ,404.774 ,404.774 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
165.,TIŠINA,2.021.703 ,1.233.751 ,954.860 ,672.074 ,672.074 ,78.468 ,65.113 ,0 ,2.002 ,11.353 ,204.317 ,83.703 ,0 ,120.614 ,0 ,0 ,278.891 ,35.870 ,3.486 ,0 ,4.602 ,27.782 ,7.939 ,7.939 ,719 ,719 ,119.321 ,119.321 ,115.043 ,115.043 ,3.265 ,200 ,0 ,0 ,200 ,0 ,0 ,3.065 ,965 ,2.100 ,0 ,3.130 ,3.130 ,0 ,3.130 ,0 ,0 ,0 ,0 ,0 ,781.558 ,781.558 ,743.622 ,0 ,0 ,37.935 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
166.,TOLMIN,7.387.293 ,5.024.024 ,3.879.498 ,3.046.954 ,3.046.954 ,471.265 ,365.465 ,50 ,41.170 ,64.580 ,361.279 ,4.281 ,0 ,356.998 ,0 ,0 ,1.144.525 ,756.410 ,0 ,100 ,19.358 ,736.951 ,17.192 ,17.192 ,4.156 ,4.156 ,2.537 ,2.537 ,364.230 ,364.230 ,106.718 ,57.712 ,57.712 ,0 ,0 ,0 ,0 ,49.007 ,267 ,48.740 ,0 ,8.221 ,0 ,0 ,0 ,8.221 ,8.221 ,0 ,0 ,0 ,2.248.331 ,2.248.331 ,2.128.313 ,120.018 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
167.,TRBOVLJE,10.662.627 ,7.918.853 ,6.909.652 ,4.692.230 ,4.692.230 ,1.409.001 ,1.220.235 ,0 ,14.664 ,174.103 ,808.421 ,22.897 ,0 ,785.524 ,0 ,0 ,1.009.201 ,861.534 ,0 ,27.675 ,21.970 ,811.889 ,22.046 ,22.046 ,14.785 ,14.785 ,384 ,384 ,110.453 ,110.453 ,1.169.137 ,743.670 ,743.670 ,0 ,0 ,0 ,0 ,425.467 ,2.241 ,423.227 ,0 ,69.379 ,69.379 ,69.112 ,267 ,0 ,0 ,0 ,0 ,0 ,1.505.258 ,1.505.258 ,1.457.157 ,0 ,0 ,48.101 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
168.,TREBNJE,11.124.111 ,6.873.652 ,5.791.704 ,4.079.373 ,4.079.373 ,826.748 ,621.758 ,138 ,24.044 ,180.809 ,885.583 ,9.168 ,0 ,876.415 ,0 ,0 ,1.081.948 ,294.967 ,0 ,0 ,79.982 ,214.985 ,24.491 ,24.491 ,71.090 ,71.090 ,154.941 ,154.941 ,536.459 ,536.459 ,311.012 ,9.185 ,8.646 ,42 ,497 ,0 ,0 ,301.828 ,0 ,301.828 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.939.447 ,3.878.138 ,3.227.258 ,192.718 ,0 ,458.162 ,0 ,61.309 ,61.309 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
169.,TRNOVSKA VAS,758.913 ,229.373 ,208.371 ,130.725 ,130.725 ,49.779 ,45.164 ,0 ,209 ,4.407 ,27.867 ,0 ,0 ,27.867 ,0 ,0 ,21.002 ,7.874 ,221 ,0 ,3.159 ,4.494 ,1.582 ,1.582 ,376 ,376 ,401 ,401 ,10.770 ,10.770 ,376 ,376 ,376 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,529.165 ,529.165 ,516.362 ,6.869 ,0 ,5.934 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
170.,TRZIN,3.132.458 ,3.131.659 ,2.732.144 ,2.016.222 ,2.016.222 ,563.472 ,296.062 ,687 ,8.781 ,257.942 ,152.450 ,18.837 ,0 ,133.613 ,0 ,0 ,399.515 ,186.960 ,8.346 ,0 ,23.225 ,155.389 ,13.105 ,13.105 ,9.909 ,9.909 ,22.825 ,22.825 ,166.716 ,166.716 ,799 ,0 ,0 ,0 ,0 ,0 ,0 ,799 ,799 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
171.,TRŽIČ,7.706.172 ,5.916.400 ,5.249.720 ,3.650.877 ,3.650.877 ,823.368 ,517.350 ,89 ,11.819 ,294.110 ,775.475 ,85.827 ,0 ,689.649 ,0 ,0 ,666.680 ,452.078 ,0 ,79 ,7.977 ,444.022 ,28.146 ,28.146 ,22.322 ,22.322 ,22.030 ,22.030 ,142.103 ,142.103 ,253.330 ,247.784 ,246.985 ,626 ,174 ,0 ,0 ,5.546 ,1.366 ,4.179 ,0 ,9.386 ,6.781 ,6.781 ,0 ,2.605 ,2.605 ,0 ,0 ,0 ,1.527.056 ,1.527.056 ,1.513.822 ,0 ,0 ,13.234 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
172.,TURNIŠČE,1.688.566 ,875.825 ,556.808 ,449.190 ,449.190 ,42.177 ,30.789 ,0 ,1.320 ,10.069 ,65.441 ,886 ,0 ,64.555 ,0 ,0 ,319.017 ,13.348 ,0 ,0 ,906 ,12.442 ,5.392 ,5.392 ,317 ,317 ,0 ,0 ,299.959 ,299.959 ,167 ,167 ,0 ,0 ,0 ,167 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,812.574 ,812.574 ,812.574 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
173.,MESTNA OBČINA VELENJE,21.461.510 ,18.681.655 ,16.907.638 ,10.507.933 ,10.507.933 ,4.562.899 ,3.954.696 ,48 ,24.837 ,583.319 ,1.836.806 ,35.828 ,0 ,1.800.978 ,0 ,0 ,1.774.017 ,1.068.537 ,0 ,295 ,56.900 ,1.011.342 ,61.550 ,61.550 ,26.167 ,26.167 ,128.987 ,128.987 ,488.776 ,488.776 ,442.150 ,309.925 ,306.969 ,2.956 ,0 ,0 ,0 ,132.225 ,0 ,132.225 ,0 ,16.554 ,16.554 ,11.204 ,5.350 ,0 ,0 ,0 ,0 ,0 ,2.321.151 ,2.066.705 ,1.694.716 ,246.801 ,0 ,125.188 ,0 ,254.446 ,254.446 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
174.,VELIKA POLANA,830.656 ,393.489 ,230.316 ,208.941 ,208.941 ,14.157 ,10.345 ,0 ,578 ,3.235 ,7.219 ,511 ,0 ,6.708 ,0 ,0 ,163.173 ,10.981 ,0 ,0 ,325 ,10.656 ,1.547 ,1.547 ,318 ,318 ,43.241 ,43.241 ,107.085 ,107.085 ,2.101 ,0 ,0 ,0 ,0 ,0 ,2.101 ,0 ,0 ,0 ,0 ,292 ,292 ,292 ,0 ,0 ,0 ,0 ,0 ,0 ,434.774 ,434.774 ,434.774 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
175.,VELIKE LAŠČE,2.272.684 ,1.392.672 ,1.179.849 ,1.006.714 ,1.006.714 ,124.866 ,80.350 ,0 ,12.490 ,32.027 ,48.268 ,989 ,0 ,47.279 ,0 ,0 ,212.823 ,44.796 ,0 ,0 ,24.904 ,19.892 ,8.125 ,8.125 ,1.961 ,1.961 ,15.394 ,15.394 ,142.547 ,142.547 ,11.192 ,2.629 ,0 ,2.629 ,0 ,0 ,0 ,8.563 ,0 ,8.563 ,0 ,6.034 ,6.034 ,0 ,6.034 ,0 ,0 ,0 ,0 ,0 ,862.786 ,862.786 ,563.303 ,299.483 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
176.,VERŽEJ,931.711 ,422.450 ,361.215 ,254.751 ,254.751 ,30.002 ,18.147 ,0 ,0 ,11.855 ,76.461 ,646 ,0 ,75.816 ,0 ,0 ,61.235 ,8.185 ,0 ,0 ,1.259 ,6.926 ,2.804 ,2.804 ,0 ,0 ,946 ,946 ,49.300 ,49.300 ,2.734 ,2.734 ,2.734 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,506.527 ,506.527 ,438.290 ,68.237 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
177.,VIDEM,2.992.877 ,1.277.896 ,991.241 ,777.667 ,777.667 ,105.145 ,81.777 ,0 ,2.867 ,20.502 ,108.429 ,472 ,0 ,107.958 ,0 ,0 ,286.655 ,52.566 ,0 ,0 ,3.693 ,48.873 ,10.345 ,10.345 ,563 ,563 ,68.173 ,68.173 ,155.008 ,155.008 ,31.960 ,24.036 ,24.036 ,0 ,0 ,0 ,0 ,7.924 ,7.924 ,0 ,0 ,175 ,175 ,175 ,0 ,0 ,0 ,0 ,0 ,0 ,1.682.845 ,1.682.845 ,1.652.253 ,30.592 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
178.,VIPAVA,4.331.910 ,2.369.559 ,1.894.266 ,1.178.772 ,1.178.772 ,335.704 ,282.591 ,0 ,34.723 ,18.390 ,379.791 ,346 ,0 ,379.444 ,0 ,0 ,475.292 ,446.353 ,0 ,2.145 ,11.204 ,433.004 ,6.351 ,6.351 ,755 ,755 ,4.999 ,4.999 ,16.834 ,16.834 ,37.974 ,12.273 ,12.273 ,0 ,0 ,0 ,0 ,25.701 ,1.360 ,24.341 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.924.378 ,1.052.362 ,888.070 ,164.292 ,0 ,0 ,0 ,872.016 ,872.016 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
179.,VITANJE,1.188.491 ,485.445 ,425.630 ,327.379 ,327.379 ,45.205 ,35.670 ,0 ,1.794 ,7.741 ,53.046 ,280 ,0 ,52.767 ,0 ,0 ,59.815 ,6.418 ,0 ,4.123 ,2.137 ,159 ,3.781 ,3.781 ,0 ,0 ,2.274 ,2.274 ,47.342 ,47.342 ,14.397 ,0 ,0 ,0 ,0 ,0 ,0 ,14.397 ,14.397 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,688.650 ,688.650 ,688.650 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
180.,VODICE,2.474.900 ,2.078.184 ,1.517.247 ,1.102.804 ,1.102.804 ,219.680 ,125.213 ,0 ,2.078 ,92.389 ,194.763 ,1.252 ,0 ,193.511 ,0 ,0 ,560.937 ,123.882 ,0 ,0 ,51.281 ,72.601 ,14.447 ,14.447 ,972 ,972 ,146.774 ,146.774 ,274.862 ,274.862 ,14.013 ,0 ,0 ,0 ,0 ,0 ,0 ,14.013 ,0 ,14.013 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,382.703 ,382.703 ,381.981 ,0 ,722 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
181.,VOJNIK,4.520.998 ,2.424.566 ,2.138.637 ,1.761.463 ,1.761.463 ,171.532 ,63.333 ,4 ,8.763 ,99.432 ,205.642 ,1.435 ,0 ,204.206 ,0 ,0 ,285.929 ,85.870 ,0 ,121 ,8.463 ,77.287 ,16.370 ,16.370 ,4.010 ,4.010 ,4.419 ,4.419 ,175.259 ,175.259 ,347.505 ,72.467 ,72.467 ,0 ,0 ,0 ,0 ,275.038 ,81.551 ,193.486 ,0 ,835 ,835 ,835 ,0 ,0 ,0 ,0 ,0 ,0 ,1.748.093 ,1.748.093 ,1.726.202 ,19.905 ,0 ,1.986 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
182.,VRANSKO,1.275.801 ,603.159 ,531.489 ,383.813 ,383.813 ,73.473 ,33.104 ,0 ,4.073 ,36.296 ,74.203 ,1.285 ,0 ,72.918 ,0 ,0 ,71.670 ,11.476 ,0 ,8 ,2.979 ,8.488 ,2.950 ,2.950 ,1.552 ,1.552 ,0 ,0 ,55.692 ,55.692 ,36.292 ,0 ,0 ,0 ,0 ,0 ,0 ,36.292 ,0 ,0 ,36.292 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,636.350 ,636.350 ,636.350 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
