146.,STARŠE,2.259.331 ,512.986 ,138.458 ,18.908 ,350.188 ,64.271 ,75 ,98.602 ,1.773 ,9.126 ,74.320 ,789 ,0 ,4.306 ,96.925 ,384 ,384 ,0 ,0 ,0 ,5.049 ,764.893 ,58.321 ,0 ,58.321 ,97.613 ,0 ,0 ,0 ,0 ,0 ,97.613 ,200.355 ,200.355 ,408.605 ,0 ,25.008 ,0 ,383.596 ,0 ,851.323 ,851.323 ,0 ,0 ,10.987 ,10.745 ,767.952 ,3.518 ,13.403 ,0 ,44.717 ,130.129 ,130.129 ,2.174 ,0 ,13.053 ,0 ,0 ,0 ,0 ,114.902 ,0 ,67.172 
147.,SVETA ANA,1.265.177 ,134.406 ,53.130 ,6.405 ,66.045 ,15.786 ,0 ,10.128 ,2.187 ,555 ,4.536 ,0 ,0 ,1.594 ,31.259 ,213 ,0 ,0 ,213 ,0 ,8.613 ,448.544 ,16.971 ,0 ,16.971 ,72.041 ,0 ,3.005 ,0 ,0 ,0 ,69.037 ,30.579 ,30.579 ,328.952 ,0 ,10.833 ,0 ,318.119 ,0 ,522.976 ,522.976 ,70.810 ,21.466 ,10.119 ,3.585 ,331.084 ,24.612 ,3.067 ,0 ,58.233 ,159.251 ,159.251 ,0 ,0 ,0 ,0 ,0 ,0 ,3.931 ,155.320 ,0 ,-192.259 
148.,SVETI ANDRAŽ V SLOVENSKIH GORICAH,529.770 ,185.220 ,69.713 ,9.915 ,105.592 ,25.388 ,1.586 ,17.914 ,0 ,6.860 ,33.513 ,0 ,0 ,2.938 ,17.393 ,0 ,0 ,0 ,0 ,0 ,0 ,162.744 ,8.121 ,0 ,8.121 ,97.037 ,0 ,209 ,0 ,0 ,0 ,96.829 ,16.299 ,16.299 ,41.287 ,7.641 ,10.833 ,0 ,22.813 ,0 ,167.134 ,167.134 ,0 ,0 ,10.541 ,860 ,133.951 ,11.138 ,1.431 ,0 ,9.214 ,14.672 ,14.672 ,9.389 ,0 ,2.086 ,209 ,0 ,0 ,0 ,2.988 ,0 ,100.776 
149.,SVETI JURIJ,1.596.324 ,348.869 ,64.459 ,9.301 ,269.296 ,33.963 ,3.622 ,46.357 ,0 ,2.237 ,92.243 ,0 ,0 ,2.775 ,88.099 ,0 ,0 ,0 ,0 ,0 ,5.813 ,536.726 ,62.398 ,0 ,62.398 ,83.375 ,0 ,0 ,0 ,0 ,0 ,83.375 ,68.407 ,68.407 ,322.546 ,0 ,24.595 ,622 ,297.329 ,0 ,564.480 ,564.480 ,0 ,0 ,16.366 ,0 ,487.940 ,0 ,0 ,0 ,60.174 ,146.249 ,146.249 ,0 ,0 ,16.692 ,0 ,0 ,0 ,0 ,129.557 ,0 ,-112.723 
150.,ŠALOVCI,1.042.541 ,217.841 ,37.806 ,5.385 ,154.567 ,58.407 ,928 ,18.142 ,0 ,2.929 ,51.062 ,0 ,0 ,1.034 ,22.065 ,3.138 ,3.138 ,0 ,0 ,0 ,16.945 ,218.045 ,10.031 ,0 ,10.031 ,139.730 ,10.114 ,0 ,18.409 ,0 ,0 ,111.206 ,44.224 ,44.224 ,24.060 ,0 ,0 ,3.934 ,20.126 ,0 ,505.465 ,505.465 ,0 ,0 ,14.646 ,0 ,245.096 ,231.975 ,0 ,1.252 ,12.496 ,101.190 ,101.190 ,4.540 ,0 ,18.778 ,0 ,0 ,0 ,30.266 ,47.606 ,0 ,6.961 
151.,ŠEMPETER - VRTOJBA,6.363.991 ,1.958.928 ,179.039 ,34.297 ,1.736.300 ,711.377 ,48.125 ,627.257 ,3.537 ,5.447 ,40.257 ,37.776 ,88.376 ,10.847 ,163.302 ,0 ,0 ,0 ,0 ,0 ,9.291 ,1.361.061 ,129.095 ,77.732 ,51.363 ,165.632 ,0 ,0 ,0 ,0 ,9.257 ,156.375 ,223.395 ,223.395 ,842.939 ,0 ,8.684 ,0 ,834.255 ,0 ,1.433.011 ,1.433.011 ,109.615 ,0 ,70.829 ,0 ,772.410 ,257.985 ,125.483 ,0 ,96.689 ,1.610.991 ,1.610.991 ,0 ,0 ,29.210 ,117.206 ,0 ,0 ,0 ,1.464.575 ,0 ,-584.125 
152.,ŠENČUR,5.060.053 ,744.200 ,113.466 ,16.107 ,587.652 ,68.553 ,26.310 ,83.129 ,2.971 ,1.953 ,269.721 ,6.410 ,0 ,4.644 ,123.961 ,0 ,0 ,0 ,0 ,0 ,26.974 ,1.247.263 ,25.810 ,25.810 ,0 ,857.553 ,0 ,14.125 ,2.629 ,0 ,0 ,840.799 ,194.525 ,194.525 ,169.375 ,26.928 ,28.434 ,0 ,114.013 ,0 ,3.005.663 ,3.005.663 ,0 ,0 ,279.774 ,28.526 ,2.537.999 ,14.789 ,37.857 ,2.504 ,104.215 ,62.928 ,62.928 ,0 ,0 ,47.459 ,0 ,0 ,0 ,0 ,15.469 ,0 ,-268.958 
153.,ŠENTILJ,4.723.698 ,908.688 ,491.537 ,37.740 ,346.449 ,50.267 ,5.917 ,40.511 ,8.250 ,4.135 ,39.589 ,96.770 ,0 ,13.195 ,87.815 ,12.097 ,12.097 ,0 ,0 ,0 ,20.865 ,2.154.807 ,131.777 ,0 ,131.777 ,379.094 ,0 ,0 ,0 ,0 ,0 ,379.094 ,225.046 ,225.046 ,1.418.891 ,0 ,100.313 ,0 ,1.318.578 ,0 ,1.262.314 ,1.262.314 ,0 ,0 ,12.652 ,1.527 ,1.041.074 ,182.273 ,0 ,0 ,24.787 ,397.889 ,397.889 ,0 ,0 ,0 ,0 ,0 ,0 ,40.765 ,357.123 ,0 ,-225.818 
154.,ŠENTJERNEJ,2.870.360 ,863.099 ,157.202 ,22.672 ,664.864 ,105.229 ,51.590 ,229.490 ,2.512 ,13.328 ,125.071 ,18.257 ,30.563 ,8.680 ,80.145 ,0 ,0 ,0 ,0 ,0 ,18.361 ,1.053.297 ,129.857 ,0 ,129.857 ,173.043 ,2.596 ,0 ,33.542 ,0 ,5.149 ,131.756 ,107.966 ,107.966 ,642.430 ,0 ,0 ,0 ,642.430 ,0 ,939.726 ,939.726 ,0 ,0 ,16.909 ,0 ,531.293 ,173.627 ,3.363 ,0 ,214.534 ,14.238 ,14.238 ,4.590 ,0 ,9.231 ,0 ,0 ,0 ,0 ,417 ,0 ,472.893 
155.,ŠENTJUR,7.718.803 ,1.852.032 ,417.702 ,61.133 ,1.305.275 ,177.066 ,29.586 ,108.968 ,17.042 ,7.382 ,742.393 ,8.221 ,6.414 ,19.166 ,189.038 ,67.923 ,25.839 ,3.756 ,38.328 ,0 ,0 ,3.683.171 ,105.963 ,32.303 ,73.660 ,1.679.106 ,0 ,0 ,0 ,0 ,0 ,1.679.106 ,438.220 ,438.220 ,1.459.881 ,604.861 ,160.491 ,0 ,694.529 ,0 ,2.005.416 ,2.005.416 ,0 ,0 ,60.754 ,29.044 ,1.321.770 ,243.282 ,116.475 ,0 ,234.093 ,178.184 ,178.184 ,0 ,0 ,0 ,170.673 ,0 ,0 ,0 ,7.511 ,0 ,-230.642 
156.,ŠKOCJAN,1.280.508 ,344.646 ,91.370 ,13.412 ,239.864 ,21.762 ,3.071 ,26.394 ,2.616 ,3.142 ,102.291 ,0 ,0 ,4.515 ,76.072 ,0 ,0 ,0 ,0 ,0 ,0 ,608.446 ,71.019 ,0 ,71.019 ,161.738 ,0 ,0 ,1.252 ,0 ,3.468 ,157.019 ,80.333 ,80.333 ,295.356 ,0 ,21.979 ,0 ,273.377 ,0 ,216.203 ,216.203 ,0 ,0 ,5.855 ,0 ,174.587 ,0 ,0 ,0 ,35.762 ,111.213 ,111.213 ,0 ,0 ,18.849 ,80.679 ,0 ,0 ,0 ,11.684 ,0 ,699.161 
157.,ŠKOFJA LOKA,10.116.725 ,2.937.961 ,701.865 ,99.858 ,2.035.115 ,235.278 ,50.906 ,96.328 ,9.510 ,14.488 ,780.500 ,58.509 ,0 ,31.581 ,758.016 ,21.574 ,0 ,0 ,21.574 ,0 ,79.548 ,4.008.776 ,66.963 ,0 ,66.963 ,1.949.199 ,0 ,0 ,46.783 ,0 ,463 ,1.901.953 ,498.398 ,498.398 ,1.494.216 ,534.719 ,106.589 ,33.154 ,819.755 ,0 ,2.349.432 ,2.349.432 ,56.919 ,0 ,45.230 ,192.151 ,958.325 ,855.867 ,73.711 ,0 ,167.230 ,820.556 ,820.556 ,83.054 ,0 ,21.895 ,0 ,0 ,12.481 ,0 ,703.126 ,0 ,-282.027 
158.,ŠKOFLJICA,3.488.737 ,988.416 ,219.842 ,20.773 ,701.899 ,266.116 ,2.450 ,85.503 ,9.802 ,1.548 ,243.661 ,11.755 ,12.740 ,4.678 ,63.645 ,0 ,0 ,0 ,0 ,0 ,45.902 ,1.141.187 ,25.676 ,0 ,25.676 ,836.743 ,2.767 ,2.687 ,0 ,0 ,0 ,831.289 ,69.266 ,69.266 ,209.502 ,835 ,27.187 ,0 ,181.481 ,0 ,708.893 ,708.893 ,15.615 ,8.262 ,2.458 ,17.226 ,333.137 ,0 ,113.524 ,0 ,218.670 ,650.242 ,650.242 ,0 ,0 ,52.162 ,0 ,0 ,0 ,10.583 ,587.498 ,0 ,1.355.454 
159.,ŠMARJE PRI JELŠAH,5.616.454 ,989.843 ,315.444 ,45.351 ,596.224 ,95.147 ,18.532 ,71.745 ,10.958 ,10.879 ,226.874 ,11.037 ,5.859 ,11.613 ,133.580 ,11.960 ,1.732 ,0 ,10.228 ,0 ,20.865 ,1.921.641 ,25.901 ,0 ,25.901 ,934.139 ,0 ,0 ,0 ,0 ,0 ,934.139 ,219.805 ,219.805 ,741.796 ,112.857 ,93.394 ,34.393 ,501.152 ,0 ,2.375.188 ,2.375.188 ,64.142 ,0 ,86.396 ,0 ,2.015.548 ,75.396 ,9.919 ,0 ,123.786 ,329.782 ,329.782 ,0 ,0 ,115.177 ,37.953 ,0 ,0 ,6.259 ,170.393 ,0 ,-778.459 
160.,ŠMARTNO OB PAKI,1.198.957 ,361.096 ,74.395 ,11.580 ,275.121 ,20.093 ,0 ,53.898 ,0 ,1.419 ,164.434 ,0 ,0 ,4.690 ,30.588 ,0 ,0 ,0 ,0 ,0 ,0 ,524.821 ,7.970 ,0 ,7.970 ,54.912 ,171 ,0 ,0 ,0 ,0 ,54.740 ,66.696 ,66.696 ,395.243 ,20.114 ,8.183 ,1.486 ,365.461 ,0 ,162.519 ,162.519 ,0 ,0 ,1.757 ,0 ,140.895 ,0 ,19.867 ,0 ,0 ,150.522 ,150.522 ,0 ,0 ,0 ,84.084 ,0 ,0 ,0 ,66.437 ,0 ,130.754 
161.,ŠOŠTANJ,4.929.774 ,1.494.717 ,191.053 ,26.519 ,1.245.831 ,122.442 ,92.881 ,82.649 ,9.998 ,6.890 ,721.649 ,613 ,13.040 ,8.363 ,187.306 ,31.314 ,7.616 ,342 ,23.356 ,0 ,0 ,1.865.285 ,113.241 ,0 ,113.241 ,253.831 ,0 ,0 ,0 ,0 ,0 ,253.831 ,180.638 ,180.638 ,1.317.576 ,319.387 ,48.147 ,14.363 ,935.679 ,0 ,1.406.643 ,1.406.643 ,61.951 ,0 ,25.584 ,0 ,452.558 ,559.001 ,129.398 ,0 ,178.151 ,163.128 ,163.128 ,0 ,0 ,0 ,163.128 ,0 ,0 ,0 ,0 ,0 ,23.740 
162.,ŠTORE,2.223.310 ,649.750 ,98.339 ,14.213 ,478.422 ,60.637 ,4.590 ,35.203 ,10.478 ,843 ,272.329 ,37.310 ,1.335 ,4.240 ,51.456 ,58.776 ,44.646 ,14.130 ,0 ,0 ,0 ,609.360 ,12.815 ,0 ,12.815 ,315.039 ,3.180 ,0 ,0 ,0 ,2.558 ,309.301 ,82.424 ,82.424 ,199.082 ,5.633 ,50.768 ,0 ,142.681 ,0 ,754.348 ,754.348 ,8.346 ,55.750 ,56.789 ,0 ,504.402 ,40.018 ,25.455 ,0 ,63.587 ,209.852 ,209.852 ,0 ,0 ,30.992 ,174.892 ,0 ,0 ,0 ,3.968 ,0 ,-145.051 
163.,TABOR,767.689 ,152.813 ,43.190 ,6.756 ,102.867 ,13.879 ,1.540 ,15.056 ,0 ,1.406 ,36.250 ,0 ,0 ,1.093 ,33.642 ,0 ,0 ,0 ,0 ,0 ,0 ,269.454 ,10.053 ,0 ,10.053 ,64.017 ,0 ,2.462 ,0 ,0 ,0 ,61.555 ,49.282 ,49.282 ,146.102 ,1.961 ,6.197 ,0 ,137.944 ,0 ,345.422 ,345.422 ,0 ,0 ,10.637 ,0 ,110.270 ,200.342 ,0 ,0 ,24.174 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-108.809 
164.,TIŠINA,2.492.518 ,514.300 ,184.720 ,24.862 ,293.667 ,40.273 ,29.240 ,67.301 ,9.099 ,1.822 ,75.451 ,1.607 ,1.990 ,5.037 ,61.847 ,2.704 ,0 ,0 ,2.704 ,0 ,8.346 ,576.217 ,35.487 ,0 ,35.487 ,64.921 ,1.168 ,858 ,3.767 ,0 ,0 ,59.128 ,78.226 ,78.226 ,397.583 ,68.441 ,40.743 ,0 ,288.400 ,0 ,1.198.400 ,1.198.400 ,3.430 ,7.473 ,14.718 ,0 ,1.153.898 ,5.462 ,6.764 ,0 ,6.655 ,203.601 ,203.601 ,0 ,0 ,24.090 ,16.683 ,0 ,0 ,0 ,162.828 ,0 ,-394.132 
165.,TOLMIN,7.116.967 ,1.312.339 ,310.578 ,44.709 ,902.558 ,81.831 ,2.078 ,91.070 ,9.581 ,8.630 ,493.582 ,3.284 ,13.616 ,655 ,198.231 ,35.716 ,34.364 ,0 ,1.352 ,0 ,18.778 ,2.823.752 ,59.030 ,0 ,59.030 ,1.110.403 ,0 ,0 ,597 ,1.481 ,4.223 ,1.104.102 ,190.699 ,190.699 ,1.463.620 ,159.690 ,54.210 ,0 ,1.249.720 ,0 ,1.969.296 ,1.969.296 ,121.357 ,0 ,58.980 ,10.136 ,582.294 ,985.983 ,34.014 ,0 ,176.531 ,1.011.580 ,1.011.580 ,0 ,0 ,62.481 ,747.096 ,0 ,0 ,0 ,202.003 ,0 ,-67.476 
166.,TRBOVLJE,9.114.017 ,2.331.677 ,590.436 ,87.256 ,1.629.340 ,268.440 ,33.392 ,211.275 ,19.826 ,3.689 ,703.939 ,20.689 ,54.173 ,27.541 ,286.375 ,24.645 ,10.132 ,0 ,14.513 ,0 ,0 ,3.682.778 ,8.479 ,0 ,8.479 ,1.737.886 ,0 ,0 ,50.805 ,0 ,0 ,1.687.081 ,370.664 ,370.664 ,1.565.749 ,0 ,169.738 ,111.000 ,1.285.011 ,0 ,2.372.705 ,2.372.705 ,95.239 ,0 ,28.096 ,0 ,1.599.554 ,267.284 ,33.187 ,0 ,349.345 ,726.857 ,726.857 ,0 ,0 ,20.744 ,433.496 ,0 ,36.217 ,0 ,236.400 ,0 ,-75.163 
167.,TREBNJE,9.211.083 ,2.208.058 ,446.261 ,65.235 ,1.646.044 ,139.710 ,3.772 ,190.991 ,34.610 ,3.714 ,599.170 ,37.385 ,409 ,24.220 ,612.064 ,1.657 ,1.657 ,0 ,0 ,0 ,48.861 ,3.162.919 ,94.842 ,0 ,94.842 ,1.848.431 ,0 ,0 ,4.236 ,0 ,9.043 ,1.835.153 ,516.533 ,516.533 ,703.113 ,63.253 ,91.804 ,664 ,547.392 ,0 ,2.713.291 ,2.713.291 ,53.693 ,0 ,54.352 ,0 ,2.019.947 ,312.711 ,144.988 ,0 ,127.600 ,1.126.815 ,1.126.815 ,46.783 ,0 ,69.454 ,759.856 ,0 ,12.535 ,0 ,238.186 ,0 ,829.486 
168.,TRNOVSKA VAS,664.221 ,175.839 ,72.112 ,9.861 ,92.339 ,16.316 ,3.701 ,14.605 ,0 ,2.900 ,35.921 ,255 ,0 ,1.815 ,16.825 ,451 ,451 ,0 ,0 ,0 ,1.077 ,147.158 ,10.912 ,0 ,10.912 ,92.756 ,0 ,689 ,17 ,0 ,0 ,92.051 ,12.314 ,12.314 ,31.176 ,1.694 ,7.198 ,0 ,22.283 ,0 ,313.554 ,313.554 ,5.179 ,0 ,18.465 ,0 ,265.390 ,0 ,2.057 ,0 ,22.463 ,27.671 ,27.671 ,2.896 ,0 ,1.895 ,0 ,0 ,0 ,20.122 ,2.758 ,0 ,-26.786 
169.,TRZIN,2.010.571 ,637.704 ,94.151 ,43.120 ,494.646 ,52.028 ,208.302 ,59.191 ,0 ,5.261 ,27.839 ,1.195 ,0 ,0 ,140.830 ,4.355 ,4.355 ,0 ,0 ,0 ,1.432 ,602.056 ,7.818 ,5.703 ,2.114 ,48.804 ,0 ,0 ,0 ,0 ,16.543 ,32.262 ,68.704 ,68.704 ,476.730 ,28.752 ,17.390 ,0 ,430.589 ,0 ,629.623 ,629.623 ,117.435 ,0 ,31.995 ,0 ,285.323 ,61.898 ,23.185 ,0 ,109.787 ,141.189 ,141.189 ,0 ,0 ,33.353 ,63.185 ,0 ,0 ,0 ,44.650 ,0 ,1.786.064 
170.,TRŽIČ,7.328.042 ,2.058.166 ,467.906 ,66.012 ,1.435.653 ,237.001 ,9.623 ,207.011 ,18.686 ,12.001 ,608.555 ,59.180 ,3.025 ,22.404 ,258.166 ,54.640 ,54.640 ,0 ,0 ,0 ,33.955 ,2.425.597 ,12.915 ,0 ,12.915 ,420.798 ,0 ,0 ,0 ,0 ,0 ,420.798 ,272.767 ,272.767 ,1.719.116 ,116.082 ,32.307 ,27.771 ,1.542.956 ,0 ,2.584.644 ,2.584.644 ,84.293 ,0 ,41.183 ,6.259 ,1.406.168 ,843.453 ,39.864 ,0 ,163.424 ,259.635 ,259.635 ,0 ,0 ,62.694 ,9.310 ,0 ,0 ,0 ,187.631 ,0 ,-135.749 
171.,TURNIŠČE,2.084.204 ,197.467 ,103.522 ,8.442 ,63.433 ,23.936 ,0 ,14.250 ,2.225 ,216 ,11.049 ,640 ,0 ,2.629 ,8.488 ,0 ,0 ,0 ,0 ,0 ,22.070 ,574.132 ,19.167 ,0 ,19.167 ,133.012 ,1.201 ,0 ,34.906 ,0 ,1.669 ,95.235 ,72.189 ,72.189 ,349.764 ,76.794 ,0 ,653 ,272.317 ,0 ,33.311 ,33.311 ,0 ,0 ,8.124 ,0 ,0 ,12.630 ,0 ,0 ,12.557 ,1.279.294 ,1.279.294 ,0 ,0 ,0 ,0 ,0 ,1.216.917 ,0 ,62.377 ,0 ,136.664 
172.,MESTNA OBČINA VELENJE,16.991.082 ,3.313.946 ,1.007.511 ,145.573 ,2.086.400 ,496.562 ,2.408 ,304.640 ,21.407 ,22.851 ,402.712 ,65.644 ,0 ,43.949 ,726.227 ,39.764 ,0 ,0 ,39.764 ,0 ,34.698 ,6.901.498 ,7.524 ,0 ,7.524 ,577.024 ,0 ,0 ,29.432 ,0 ,0 ,547.592 ,611.634 ,611.634 ,5.705.316 ,87.427 ,240.419 ,64.513 ,5.312.957 ,0 ,5.159.452 ,5.159.452 ,3.343.544 ,1.373 ,244.796 ,28.610 ,515.715 ,525.104 ,155.158 ,1.995 ,343.156 ,1.616.187 ,1.616.187 ,21.858 ,0 ,156.293 ,1.002.800 ,0 ,5.133 ,0 ,430.103 ,0 ,-1.572.455 
173.,VELIKA POLANA,650.100 ,245.764 ,53.676 ,7.511 ,184.577 ,65.820 ,9.235 ,44.871 ,0 ,15.381 ,28.155 ,0 ,0 ,1.348 ,19.767 ,0 ,0 ,0 ,0 ,0 ,0 ,300.284 ,17.176 ,3.401 ,13.775 ,48.335 ,0 ,33 ,7.515 ,0 ,0 ,40.786 ,220.952 ,220.952 ,13.821 ,0 ,13.821 ,0 ,0 ,0 ,99.178 ,99.178 ,0 ,0 ,40.064 ,3.009 ,1.715 ,54.390 ,0 ,0 ,0 ,4.874 ,4.874 ,0 ,0 ,0 ,4.874 ,0 ,0 ,0 ,0 ,0 ,-15.870 
174.,VELIKE LAŠČE,2.880.237 ,254.548 ,113.474 ,16.091 ,104.035 ,59.602 ,0 ,16.521 ,538 ,3.818 ,288 ,0 ,0 ,4.707 ,18.561 ,4.256 ,0 ,0 ,4.256 ,0 ,16.692 ,1.355.024 ,80.396 ,0 ,80.396 ,450.563 ,0 ,0 ,0 ,0 ,0 ,450.563 ,88.462 ,88.462 ,735.603 ,0 ,0 ,0 ,735.603 ,0 ,915.753 ,915.753 ,0 ,0 ,4.970 ,0 ,909.410 ,0 ,0 ,0 ,1.373 ,354.912 ,354.912 ,25.655 ,0 ,0 ,0 ,0 ,0 ,0 ,329.256 ,0 ,451.127 
175.,VERŽEJ,730.543 ,135.856 ,51.710 ,7.526 ,73.025 ,6.750 ,300 ,22.649 ,1.230 ,3.417 ,12.211 ,0 ,0 ,2.702 ,23.766 ,893 ,0 ,0 ,893 ,0 ,2.702 ,265.435 ,6.236 ,3.528 ,2.708 ,22.220 ,0 ,104 ,0 ,0 ,0 ,22.117 ,31.993 ,31.993 ,204.986 ,0 ,3.209 ,240 ,201.536 ,0 ,270.531 ,270.531 ,0 ,0 ,3.427 ,0 ,234.447 ,0 ,0 ,0 ,32.657 ,58.721 ,58.721 ,0 ,0 ,0 ,0 ,0 ,0 ,307 ,58.414 ,0 ,-60.370 
176.,VIDEM,2.688.065 ,557.211 ,160.687 ,22.091 ,374.432 ,44.070 ,2.437 ,43.987 ,7.223 ,2.358 ,179.582 ,380 ,0 ,7.336 ,87.060 ,0 ,0 ,0 ,0 ,0 ,0 ,795.598 ,24.082 ,0 ,24.082 ,237.423 ,0 ,83 ,4.348 ,0 ,0 ,232.991 ,79.398 ,79.398 ,454.695 ,40.565 ,64.689 ,0 ,349.441 ,0 ,1.321.920 ,1.321.920 ,0 ,0 ,114.372 ,0 ,1.127.333 ,64.276 ,0 ,0 ,15.941 ,13.337 ,13.337 ,0 ,0 ,9.990 ,0 ,0 ,0 ,0 ,3.347 ,0 ,9.669 
177.,VIPAVA,2.545.518 ,557.440 ,121.933 ,20.205 ,408.479 ,19.054 ,16.170 ,36.054 ,0 ,2.399 ,178.814 ,83 ,0 ,5.487 ,150.417 ,0 ,0 ,0 ,0 ,0 ,6.823 ,957.966 ,14.605 ,0 ,14.605 ,561.642 ,676 ,6.009 ,6.597 ,0 ,0 ,548.360 ,143.474 ,143.474 ,238.245 ,67.243 ,16.775 ,23.656 ,130.571 ,0 ,917.063 ,917.063 ,37.356 ,0 ,147.033 ,0 ,613.971 ,69.784 ,0 ,0 ,48.919 ,113.049 ,113.049 ,45.447 ,0 ,60.507 ,0 ,0 ,0 ,0 ,7.094 ,0 ,-148.736 
178.,VITANJE,1.115.315 ,416.191 ,87.636 ,14.664 ,308.396 ,26.427 ,4.982 ,43.002 ,1.819 ,0 ,162.172 ,776 ,0 ,4.628 ,64.589 ,0 ,0 ,0 ,0 ,0 ,5.496 ,366.412 ,17.514 ,0 ,17.514 ,150.718 ,9.648 ,0 ,0 ,0 ,0 ,141.070 ,80.070 ,80.070 ,118.111 ,0 ,0 ,0 ,118.111 ,0 ,322.279 ,322.279 ,0 ,0 ,551 ,0 ,247.071 ,59.064 ,0 ,0 ,15.594 ,10.432 ,10.432 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10.432 ,0 ,-6.923 
179.,VODICE,4.490.223 ,979.210 ,173.994 ,24.432 ,736.100 ,76.110 ,91.650 ,73.652 ,12.903 ,17.768 ,265.924 ,7.586 ,0 ,7.507 ,183.000 ,0 ,0 ,0 ,0 ,0 ,44.684 ,777.078 ,30.921 ,0 ,30.921 ,534.831 ,0 ,4.173 ,3.476 ,0 ,29.503 ,497.680 ,84.118 ,84.118 ,127.207 ,0 ,16.037 ,0 ,111.171 ,0 ,2.663.579 ,2.663.579 ,0 ,0 ,164.134 ,334 ,1.327.537 ,505.571 ,253.255 ,7.119 ,405.629 ,70.356 ,70.356 ,0 ,0 ,46.737 ,0 ,0 ,0 ,0 ,23.619 ,0 ,-933.567 
180.,VOJNIK,3.433.196 ,969.922 ,247.834 ,34.606 ,672.225 ,173.865 ,20.063 ,116.212 ,26.135 ,5.709 ,217.564 ,1.678 ,626 ,9.064 ,101.310 ,11.918 ,11.918 ,0 ,0 ,0 ,3.338 ,1.478.317 ,130.913 ,0 ,130.913 ,904.298 ,8.830 ,3.288 ,21.082 ,0 ,1.156 ,869.942 ,156.819 ,156.819 ,286.288 ,49.170 ,51.431 ,668 ,185.019 ,0 ,649.691 ,649.691 ,3.772 ,0 ,33.659 ,5.154 ,428.434 ,72.167 ,28.789 ,0 ,77.717 ,335.265 ,335.265 ,2.654 ,0 ,92.209 ,188.395 ,0 ,0 ,0 ,52.007 ,0 ,-51.999 
181.,VRANSKO,1.220.877 ,422.463 ,79.649 ,11.400 ,291.133 ,37.548 ,13.433 ,31.443 ,0 ,0 ,171.086 ,6.956 ,0 ,2.821 ,27.846 ,40.281 ,40.281 ,0 ,0 ,0 ,0 ,543.094 ,35.495 ,0 ,35.495 ,103.685 ,0 ,0 ,0 ,0 ,0 ,103.685 ,114.200 ,114.200 ,289.714 ,0 ,16.458 ,1.665 ,271.591 ,0 ,193.065 ,193.065 ,5.008 ,0 ,1.773 ,0 ,50.129 ,230 ,0 ,0 ,135.925 ,62.256 ,62.256 ,0 ,0 ,35.887 ,0 ,0 ,0 ,0 ,26.369 ,0 ,-11.997 
182.,VRHNIKA,7.580.108 ,2.354.444 ,368.682 ,55.062 ,1.858.951 ,136.972 ,797 ,121.478 ,5.901 ,2.733 ,1.290.227 ,31.835 ,0 ,15.853 ,253.155 ,54.373 ,49.875 ,4.498 ,0 ,0 ,17.376 ,3.772.826 ,118.035 ,17.401 ,100.634 ,2.091.166 ,0 ,0 ,7.065 ,0 ,0 ,2.084.101 ,316.241 ,316.241 ,1.247.384 ,266.512 ,31.890 ,20.890 ,928.092 ,0 ,1.374.629 ,1.374.629 ,3.359 ,29.210 ,80.663 ,701 ,883.125 ,227.604 ,10.649 ,0 ,139.317 ,78.209 ,78.209 ,55.742 ,0 ,0 ,22.467 ,0 ,0 ,0 ,0 ,0 ,78.647 
183.,VUZENICA,1.594.150 ,209.381 ,91.708 ,11.300 ,93.065 ,20.422 ,889 ,9.848 ,83 ,5.341 ,2.328 ,0 ,0 ,4.628 ,49.524 ,0 ,0 ,0 ,0 ,0 ,13.307 ,753.522 ,11.380 ,0 ,11.380 ,117.772 ,0 ,0 ,0 ,0 ,0 ,117.772 ,49.579 ,49.579 ,574.791 ,0 ,16.412 ,1.557 ,556.823 ,0 ,260.603 ,260.603 ,5.905 ,0 ,15.790 ,0 ,138.620 ,78.238 ,0 ,0 ,22.050 ,370.643 ,370.643 ,0 ,0 ,42.814 ,0 ,0 ,0 ,1.260 ,326.569 ,0 ,-72.680 
184.,ZAGORJE OB SAVI,6.981.347 ,2.030.400 ,430.867 ,62.043 ,1.438.558 ,176.632 ,240.423 ,184.055 ,18.257 ,5.204 ,598.544 ,20.518 ,9.802 ,20.898 ,164.226 ,68.469 ,68.469 ,0 ,0 ,0 ,30.462 ,2.925.693 ,35.470 ,0 ,35.470 ,560.549 ,0 ,0 ,71.833 ,0 ,20.860 ,467.856 ,552.796 ,552.796 ,1.776.878 ,117.059 ,115.336 ,19.133 ,1.525.351 ,0 ,1.574.416 ,1.574.416 ,0 ,0 ,31.827 ,8.095 ,686.050 ,669.070 ,32.111 ,0 ,147.263 ,450.839 ,450.839 ,16.287 ,0 ,106.827 ,172.863 ,0 ,0 ,0 ,154.861 ,0 ,250.609 
