103.,NAKLO,4.210.163 ,3.674.453 ,2.373.776 ,1.648.539 ,1.648.539 ,506.295 ,447.510 ,13 ,1.401 ,57.371 ,218.942 ,2.743 ,0 ,216.199 ,0 ,0 ,1.300.677 ,61.065 ,14.282 ,7.760 ,39.023 ,12.503 ,12.503 ,2.116 ,2.116 ,12.873 ,12.873 ,1.212.119 ,1.212.119 ,221.456 ,0 ,0 ,0 ,0 ,0 ,0 ,221.456 ,0 ,221.456 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,314.254 ,314.254 ,314.254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
104.,NAZARJE,1.776.419 ,958.058 ,857.607 ,572.308 ,572.308 ,221.361 ,173.769 ,0 ,467 ,47.125 ,63.938 ,188 ,0 ,63.750 ,0 ,0 ,100.451 ,42.384 ,0 ,1.160 ,41.224 ,3.359 ,3.359 ,234 ,234 ,0 ,0 ,54.473 ,54.473 ,44.842 ,28.493 ,28.493 ,0 ,0 ,0 ,0 ,16.350 ,3.756 ,12.594 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,773.519 ,773.519 ,773.519 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
105.,MESTNA OBČINA NOVA GORICA,32.946.178 ,30.042.485 ,19.937.936 ,14.249.487 ,14.249.487 ,3.937.344 ,3.094.275 ,0 ,159.744 ,683.325 ,1.751.106 ,17.268 ,0 ,1.733.838 ,0 ,0 ,10.104.548 ,8.879.169 ,111.617 ,161.501 ,8.606.051 ,38.166 ,38.166 ,84.706 ,84.706 ,24.595 ,24.595 ,1.077.913 ,1.077.913 ,866.012 ,224.921 ,220.326 ,4.594 ,0 ,0 ,0 ,641.091 ,622 ,640.469 ,0 ,3.589 ,3.589 ,3.589 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.034.093 ,1.914.893 ,1.885.232 ,29.661 ,0 ,0 ,0 ,119.200 ,119.200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106.,MESTNA OBČINA NOVO MESTO,37.794.141 ,25.885.962 ,22.141.237 ,16.273.281 ,16.273.281 ,4.408.242 ,3.419.984 ,751 ,60.462 ,927.045 ,1.459.715 ,28.676 ,0 ,1.431.038 ,0 ,0 ,3.744.725 ,939.964 ,478.080 ,20.076 ,441.809 ,30.270 ,30.270 ,167.359 ,167.359 ,447.246 ,447.246 ,2.159.886 ,2.159.886 ,5.418.148 ,48.761 ,48.761 ,0 ,0 ,0 ,0 ,5.369.387 ,0 ,5.369.387 ,0 ,12.519 ,12.519 ,12.519 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6.477.512 ,6.441.299 ,4.742.322 ,1.698.978 ,0 ,0 ,0 ,36.213 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,36.213 
107.,ODRANCI,1.455.448 ,516.723 ,254.086 ,205.832 ,205.832 ,34.079 ,25.879 ,0 ,4.314 ,3.886 ,14.175 ,134 ,0 ,14.040 ,0 ,0 ,262.637 ,17.122 ,0 ,10.253 ,6.869 ,1.220 ,1.220 ,105 ,105 ,0 ,0 ,244.190 ,244.190 ,168.892 ,142.888 ,142.888 ,0 ,0 ,0 ,0 ,26.004 ,0 ,26.004 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,769.832 ,769.832 ,749.520 ,20.313 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
108.,OPLOTNICA,2.044.020 ,999.099 ,885.470 ,737.990 ,737.990 ,82.991 ,67.989 ,0 ,1.790 ,13.211 ,64.488 ,818 ,0 ,63.671 ,0 ,0 ,113.629 ,57.119 ,288 ,4.590 ,52.241 ,5.170 ,5.170 ,2.408 ,2.408 ,188 ,188 ,48.744 ,48.744 ,8.404 ,8.404 ,8.404 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.036.517 ,1.036.517 ,996.578 ,0 ,0 ,39.939 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
109.,ORMOŽ,13.870.264 ,7.866.166 ,4.705.525 ,3.137.056 ,3.137.056 ,1.162.652 ,1.042.372 ,25 ,22.659 ,97.596 ,405.817 ,6.577 ,0 ,399.241 ,0 ,0 ,3.160.641 ,653.263 ,25.555 ,57.478 ,570.230 ,34.873 ,34.873 ,20.326 ,20.326 ,60.328 ,60.328 ,2.391.850 ,2.391.850 ,604.223 ,73.343 ,70.568 ,522 ,0 ,2.253 ,0 ,530.880 ,3.889 ,526.990 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5.399.875 ,5.255.058 ,5.107.737 ,147.321 ,0 ,0 ,0 ,144.817 ,0 ,0 ,0 ,0 ,0 ,0 ,144.817 ,0 
110.,OSILNICA,480.683 ,247.386 ,100.671 ,79.070 ,79.070 ,10.823 ,6.063 ,0 ,3.632 ,1.129 ,6.129 ,122 ,0 ,6.007 ,4.649 ,4.649 ,146.715 ,3.582 ,0 ,1.150 ,2.432 ,588 ,588 ,0 ,0 ,142.283 ,142.283 ,262 ,262 ,480 ,0 ,0 ,0 ,0 ,0 ,0 ,480 ,0 ,480 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,232.817 ,232.817 ,232.817 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
111.,PESNICA,5.042.380 ,2.648.635 ,2.016.395 ,1.490.398 ,1.490.398 ,145.556 ,31.297 ,0 ,18.628 ,95.631 ,380.442 ,1.803 ,0 ,378.639 ,0 ,0 ,632.240 ,121.632 ,2.942 ,48.110 ,70.581 ,4.861 ,4.861 ,5.675 ,5.675 ,0 ,0 ,500.071 ,500.071 ,51.715 ,1.143 ,1.143 ,0 ,0 ,0 ,0 ,50.572 ,11.054 ,39.518 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.342.030 ,2.342.030 ,2.173.944 ,0 ,0 ,168.085 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
112.,PIRAN,32.433.238 ,16.934.504 ,12.525.441 ,6.761.708 ,6.761.708 ,3.324.793 ,1.930.108 ,2.441 ,91.361 ,1.300.883 ,2.438.940 ,12.261 ,0 ,2.426.679 ,0 ,0 ,4.409.064 ,1.901.455 ,18 ,196.534 ,1.704.904 ,47.728 ,47.728 ,139.277 ,139.277 ,21.366 ,21.366 ,2.299.238 ,2.299.238 ,13.789.426 ,508.659 ,508.659 ,0 ,0 ,0 ,0 ,13.280.766 ,0 ,13.280.766 ,0 ,3.330 ,3.330 ,1.544 ,1.786 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.705.978 ,1.691.579 ,1.682.617 ,8.962 ,0 ,0 ,0 ,14.399 ,0 ,0 ,14.399 ,0 ,0 ,0 ,0 ,0 
113.,PIVKA,5.365.299 ,2.649.172 ,2.331.030 ,1.522.404 ,1.522.404 ,519.071 ,435.635 ,0 ,32.224 ,51.212 ,289.555 ,1.019 ,0 ,288.536 ,0 ,0 ,318.142 ,164.314 ,100 ,1.472 ,162.742 ,10.541 ,10.541 ,2.384 ,2.384 ,40.202 ,40.202 ,100.701 ,100.701 ,844.065 ,429.324 ,400.056 ,0 ,0 ,29.268 ,0 ,414.741 ,3.756 ,410.985 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.872.062 ,1.872.062 ,1.861.457 ,2.082 ,0 ,8.523 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
114.,PODČETRTEK,3.173.573 ,1.282.294 ,1.074.291 ,496.378 ,496.378 ,176.740 ,121.912 ,0 ,6.051 ,48.777 ,401.173 ,22.855 ,0 ,378.317 ,0 ,0 ,208.004 ,48.585 ,0 ,13.950 ,34.635 ,7.833 ,7.833 ,734 ,734 ,0 ,0 ,150.851 ,150.851 ,764 ,0 ,0 ,0 ,0 ,0 ,0 ,764 ,764 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.890.515 ,1.890.515 ,1.872.246 ,0 ,0 ,18.269 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
115.,PODLEHNIK,1.496.002 ,517.179 ,466.475 ,254.152 ,254.152 ,53.563 ,35.708 ,0 ,1.553 ,16.301 ,158.760 ,149 ,0 ,158.611 ,0 ,0 ,50.703 ,15.461 ,534 ,240 ,14.686 ,3.027 ,3.027 ,1.849 ,1.849 ,0 ,0 ,30.367 ,30.367 ,94.575 ,94.575 ,94.575 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,884.248 ,734.435 ,723.783 ,10.652 ,0 ,0 ,0 ,149.813 ,0 ,0 ,0 ,0 ,0 ,0 ,149.813 ,0 
116.,PODVELKA,2.251.344 ,1.537.448 ,712.465 ,402.253 ,402.253 ,242.234 ,220.468 ,0 ,3.530 ,18.236 ,67.977 ,626 ,0 ,67.351 ,0 ,0 ,824.983 ,517.284 ,1.707 ,17.910 ,497.667 ,2.362 ,2.362 ,321 ,321 ,0 ,0 ,305.016 ,305.016 ,37.544 ,31.831 ,31.831 ,0 ,0 ,0 ,0 ,5.713 ,0 ,5.713 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,676.352 ,676.352 ,471.983 ,0 ,0 ,118.023 ,86.346 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
117.,POLZELA,3.170.744 ,2.371.132 ,2.033.842 ,1.479.106 ,1.479.106 ,380.037 ,181.965 ,200 ,80.729 ,117.142 ,174.700 ,1.444 ,0 ,173.256 ,0 ,0 ,337.289 ,124.925 ,14.042 ,3.822 ,107.061 ,9.677 ,9.677 ,96 ,96 ,1.832 ,1.832 ,200.759 ,200.759 ,132.094 ,0 ,0 ,0 ,0 ,0 ,0 ,132.094 ,0 ,132.094 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,667.518 ,667.518 ,667.518 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
118.,POSTOJNA,11.710.579 ,8.235.467 ,6.419.596 ,4.790.616 ,4.790.616 ,1.164.067 ,798.007 ,11 ,57.114 ,308.935 ,464.914 ,8.302 ,0 ,456.612 ,0 ,0 ,1.815.871 ,1.424.234 ,0 ,3.378 ,1.420.857 ,18.603 ,18.603 ,4.493 ,4.493 ,14.118 ,14.118 ,354.422 ,354.422 ,1.912.400 ,1.450.789 ,1.449.919 ,250 ,320 ,300 ,0 ,461.610 ,2.120 ,459.490 ,0 ,13.458 ,13.458 ,1.356 ,12.101 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.549.255 ,1.549.255 ,1.523.190 ,3.458 ,0 ,22.607 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
119.,PREBOLD,3.153.689 ,1.850.104 ,1.582.787 ,1.118.899 ,1.118.899 ,187.402 ,113.829 ,0 ,3.359 ,70.214 ,276.486 ,18.807 ,0 ,257.678 ,0 ,0 ,267.318 ,137.786 ,22.780 ,1.932 ,113.074 ,6.188 ,6.188 ,860 ,860 ,14.668 ,14.668 ,107.816 ,107.816 ,440.310 ,20.606 ,20.606 ,0 ,0 ,0 ,0 ,419.705 ,0 ,419.705 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,863.274 ,863.274 ,863.274 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
120.,PREDDVOR,1.832.645 ,1.322.759 ,1.277.942 ,1.020.376 ,1.020.376 ,137.919 ,85.366 ,0 ,1.840 ,50.714 ,119.646 ,1.636 ,0 ,118.010 ,0 ,0 ,44.817 ,25.776 ,10.366 ,739 ,14.672 ,6.405 ,6.405 ,29 ,29 ,11.113 ,11.113 ,1.494 ,1.494 ,15.573 ,0 ,0 ,0 ,0 ,0 ,0 ,15.573 ,15.573 ,0 ,0 ,1.515 ,1.515 ,1.515 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,492.798 ,492.798 ,492.798 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
121.,PREVALJE,4.063.958 ,2.857.853 ,2.292.142 ,1.728.238 ,1.728.238 ,340.068 ,263.299 ,0 ,1.369 ,75.401 ,223.836 ,1.006 ,0 ,222.830 ,0 ,0 ,565.711 ,247.767 ,2.320 ,12.510 ,232.937 ,12.081 ,12.081 ,964 ,964 ,826 ,826 ,304.073 ,304.073 ,122.346 ,114.184 ,112.932 ,0 ,0 ,1.252 ,0 ,8.162 ,0 ,8.162 ,0 ,584 ,584 ,63 ,522 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.083.175 ,1.073.439 ,1.026.340 ,47.100 ,0 ,0 ,0 ,9.735 ,9.735 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
122.,MESTNA OBČINA PTUJ,19.237.832 ,15.220.664 ,9.809.986 ,7.349.712 ,7.349.712 ,1.882.878 ,1.431.806 ,184 ,25.672 ,425.217 ,577.395 ,34.381 ,0 ,543.015 ,0 ,0 ,5.410.679 ,2.211.008 ,62.652 ,61.889 ,2.086.467 ,42.368 ,42.368 ,145.631 ,145.631 ,3.580 ,3.580 ,3.008.091 ,3.008.091 ,1.531.806 ,633.826 ,595.573 ,0 ,38.253 ,0 ,0 ,897.980 ,0 ,897.980 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.485.361 ,2.449.996 ,2.064.547 ,385.449 ,0 ,0 ,0 ,35.366 ,35.366 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
123.,PUCONCI,5.488.592 ,1.930.376 ,1.659.710 ,999.039 ,999.039 ,250.398 ,197.483 ,41 ,12.427 ,40.447 ,410.273 ,1.957 ,0 ,408.316 ,0 ,0 ,270.666 ,40.278 ,2.966 ,7.492 ,29.820 ,14.749 ,14.749 ,0 ,0 ,32.735 ,32.735 ,182.904 ,182.904 ,351.078 ,15.281 ,15.163 ,0 ,118 ,0 ,0 ,335.797 ,2.102 ,333.695 ,0 ,20.865 ,20.865 ,20.865 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.186.273 ,3.169.706 ,2.778.661 ,349.339 ,0 ,41.705 ,0 ,16.567 ,16.567 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
124.,RAČE - FRAM,6.411.939 ,3.356.059 ,2.375.780 ,1.556.289 ,1.556.289 ,676.097 ,521.799 ,192 ,15.511 ,138.595 ,143.394 ,1.519 ,0 ,141.875 ,0 ,0 ,980.279 ,141.909 ,12.690 ,53.818 ,75.401 ,4.519 ,4.519 ,4.407 ,4.407 ,389.009 ,389.009 ,440.436 ,440.436 ,1.769.104 ,0 ,0 ,0 ,0 ,0 ,0 ,1.769.104 ,630 ,1.768.474 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.286.776 ,1.286.776 ,1.286.776 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
125.,RADEČE,2.508.671 ,1.642.184 ,1.444.333 ,1.162.206 ,1.162.206 ,135.232 ,93.870 ,0 ,1.607 ,39.755 ,146.895 ,2.266 ,0 ,144.629 ,0 ,0 ,197.851 ,173.506 ,267 ,1.803 ,171.436 ,5.291 ,5.291 ,0 ,0 ,6.743 ,6.743 ,12.310 ,12.310 ,18.115 ,12.135 ,12.135 ,0 ,0 ,0 ,0 ,5.980 ,5.980 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,848.373 ,848.373 ,848.373 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
126.,RADENCI,2.845.071 ,2.230.391 ,1.911.492 ,1.450.237 ,1.450.237 ,265.228 ,228.946 ,0 ,5.175 ,31.107 ,196.027 ,2.003 ,0 ,194.023 ,0 ,0 ,318.899 ,174.465 ,0 ,4.046 ,170.419 ,3.028 ,3.028 ,186 ,186 ,29.230 ,29.230 ,111.990 ,111.990 ,12.111 ,6.103 ,6.103 ,0 ,0 ,0 ,0 ,6.008 ,0 ,6.008 ,0 ,7.152 ,7.152 ,5.842 ,1.309 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,595.418 ,595.418 ,592.914 ,2.504 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
127.,RADLJE OB DRAVI,4.658.884 ,2.609.902 ,1.876.711 ,1.317.197 ,1.317.197 ,370.802 ,300.622 ,134 ,3.459 ,66.587 ,188.712 ,2.170 ,0 ,186.542 ,0 ,0 ,733.191 ,404.135 ,0 ,2.888 ,401.248 ,3.943 ,3.943 ,12.656 ,12.656 ,9.577 ,9.577 ,302.879 ,302.879 ,67.130 ,0 ,0 ,0 ,0 ,0 ,0 ,67.130 ,0 ,67.130 ,0 ,11.642 ,11.642 ,11.642 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.970.209 ,1.970.209 ,1.966.871 ,1.252 ,0 ,2.086 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
128.,RADOVLJICA,16.605.463 ,10.732.778 ,8.839.823 ,6.275.367 ,6.275.367 ,1.693.846 ,1.247.552 ,0 ,28.253 ,418.041 ,870.610 ,6.697 ,0 ,863.913 ,0 ,0 ,1.892.954 ,581.507 ,39.705 ,68.258 ,473.544 ,24.654 ,24.654 ,50.123 ,50.123 ,78.463 ,78.463 ,1.158.207 ,1.158.207 ,2.406.191 ,220.677 ,219.599 ,730 ,348 ,0 ,0 ,2.185.514 ,8.262 ,2.177.252 ,0 ,41.177 ,41.177 ,7.741 ,33.436 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.425.317 ,3.402.828 ,3.338.044 ,64.784 ,0 ,0 ,0 ,22.490 ,5.743 ,0 ,0 ,16.747 ,0 ,0 ,0 ,0 
129.,RAVNE NA KOROŠKEM,8.940.786 ,5.747.254 ,5.084.944 ,3.258.171 ,3.258.171 ,1.062.677 ,948.464 ,0 ,5.800 ,108.413 ,438.508 ,23.139 ,0 ,415.369 ,325.588 ,325.588 ,662.310 ,570.610 ,4.565 ,27.258 ,538.787 ,15.477 ,15.477 ,1.298 ,1.298 ,0 ,0 ,74.925 ,74.925 ,416.583 ,223.080 ,223.080 ,0 ,0 ,0 ,0 ,193.503 ,0 ,193.503 ,0 ,67.343 ,67.343 ,62.773 ,4.569 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.709.606 ,1.440.728 ,1.431.739 ,8.988 ,0 ,0 ,0 ,1.268.878 ,0 ,0 ,1.268.878 ,0 ,0 ,0 ,0 ,0 
130.,RAZKRIŽJE,754.363 ,280.363 ,231.227 ,182.613 ,182.613 ,22.964 ,16.948 ,0 ,2.588 ,3.428 ,25.650 ,0 ,0 ,25.650 ,0 ,0 ,49.136 ,8.477 ,727 ,467 ,7.283 ,1.935 ,1.935 ,0 ,0 ,4.861 ,4.861 ,33.863 ,33.863 ,8.790 ,1.189 ,1.189 ,0 ,0 ,0 ,0 ,7.601 ,0 ,7.601 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,465.210 ,465.210 ,465.210 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
131.,RIBNICA,5.922.705 ,3.574.124 ,3.015.148 ,2.303.059 ,2.303.059 ,298.235 ,199.295 ,0 ,14.843 ,84.097 ,413.854 ,146.816 ,0 ,267.038 ,0 ,0 ,558.976 ,172.154 ,759 ,13.408 ,157.987 ,16.562 ,16.562 ,2.854 ,2.854 ,47.254 ,47.254 ,320.151 ,320.151 ,239.226 ,103.881 ,103.881 ,0 ,0 ,0 ,0 ,135.345 ,0 ,135.345 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.109.356 ,2.109.356 ,2.081.113 ,24.349 ,0 ,3.893 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
132.,RIBNICA NA POHORJU,864.009 ,355.713 ,270.585 ,194.538 ,194.538 ,30.575 ,20.610 ,0 ,292 ,9.673 ,45.472 ,255 ,0 ,45.218 ,0 ,0 ,85.128 ,74.666 ,588 ,4.469 ,69.609 ,1.815 ,1.815 ,259 ,259 ,1.648 ,1.648 ,6.739 ,6.739 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,83 ,83 ,83 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,508.212 ,508.212 ,495.694 ,12.519 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
133.,ROGAŠKA SLATINA,8.034.527 ,4.713.729 ,3.913.545 ,2.311.221 ,2.311.221 ,701.853 ,527.132 ,284 ,27.641 ,146.795 ,900.472 ,3.038 ,0 ,897.434 ,0 ,0 ,800.184 ,394.404 ,922 ,33.726 ,359.756 ,15.778 ,15.778 ,7.253 ,7.253 ,0 ,0 ,382.749 ,382.749 ,203.096 ,184.347 ,184.347 ,0 ,0 ,0 ,0 ,18.749 ,0 ,18.749 ,0 ,3.334 ,3.334 ,0 ,3.334 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.114.367 ,3.114.367 ,2.961.814 ,107.578 ,0 ,44.976 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
134.,ROGAŠOVCI,1.992.208 ,391.165 ,355.315 ,333.222 ,333.222 ,7.215 ,0 ,0 ,2.127 ,5.088 ,14.878 ,1.648 ,0 ,13.230 ,0 ,0 ,35.850 ,15.919 ,1.815 ,6.034 ,8.071 ,4.054 ,4.054 ,402 ,402 ,1.655 ,1.655 ,13.820 ,13.820 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,834 ,834 ,834 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.600.208 ,1.600.208 ,1.600.208 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
135.,ROGATEC,2.339.292 ,946.148 ,790.198 ,529.640 ,529.640 ,175.096 ,159.531 ,0 ,634 ,14.931 ,85.462 ,150 ,0 ,85.311 ,0 ,0 ,155.951 ,115.202 ,0 ,18.344 ,96.858 ,5.141 ,5.141 ,1.360 ,1.360 ,580 ,580 ,33.667 ,33.667 ,171.662 ,139.443 ,139.443 ,0 ,0 ,0 ,0 ,32.219 ,0 ,32.219 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.221.482 ,1.221.482 ,1.214.543 ,0 ,0 ,6.940 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
136.,RUŠE,6.728.422 ,4.191.804 ,3.094.175 ,1.846.841 ,1.846.841 ,900.972 ,775.175 ,351 ,4.069 ,121.378 ,346.361 ,12.953 ,0 ,333.408 ,0 ,0 ,1.097.630 ,583.371 ,129.628 ,3.889 ,449.854 ,6.693 ,6.693 ,1.577 ,1.577 ,200.701 ,200.701 ,305.287 ,305.287 ,946.528 ,176.619 ,69.433 ,0 ,0 ,107.186 ,0 ,769.909 ,0 ,769.909 ,0 ,6.109 ,1.022 ,1.022 ,0 ,5.087 ,0 ,0 ,5.087 ,0 ,0 ,0 ,1.583.980 ,1.274.274 ,1.033.947 ,42.067 ,198.260 ,0 ,0 ,309.706 ,0 ,0 ,309.706 ,0 ,0 ,0 ,0 ,0 
137.,SELNICA OB DRAVI,2.656.397 ,2.061.642 ,1.515.907 ,1.039.826 ,1.039.826 ,296.382 ,203.952 ,0 ,7.983 ,84.448 ,179.699 ,1.511 ,0 ,178.188 ,0 ,0 ,545.735 ,365.256 ,5.487 ,7.048 ,352.721 ,5.183 ,5.183 ,3.009 ,3.009 ,2.583 ,2.583 ,169.705 ,169.705 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,594.755 ,582.236 ,565.807 ,321 ,0 ,16.107 ,0 ,12.519 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,12.519 
138.,SEMIČ,2.712.260 ,1.111.542 ,1.049.474 ,778.772 ,778.772 ,106.643 ,78.522 ,0 ,3.459 ,24.662 ,164.059 ,939 ,0 ,163.120 ,0 ,0 ,62.068 ,29.398 ,0 ,3.238 ,26.160 ,2.495 ,2.495 ,559 ,559 ,880 ,880 ,28.735 ,28.735 ,132.682 ,68.019 ,11.630 ,0 ,0 ,56.389 ,0 ,64.664 ,2.679 ,61.985 ,0 ,29.695 ,29.695 ,417 ,29.277 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.438.341 ,1.438.341 ,1.438.341 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
139.,SEVNICA,12.746.340 ,6.619.884 ,4.946.378 ,3.965.406 ,3.965.406 ,451.615 ,333.801 ,196 ,14.526 ,103.092 ,529.357 ,5.062 ,0 ,524.295 ,0 ,0 ,1.673.506 ,352.667 ,1.097 ,20.452 ,331.118 ,11.229 ,11.229 ,7.319 ,7.319 ,204.957 ,204.957 ,1.097.334 ,1.097.334 ,635.620 ,151.173 ,125.409 ,0 ,4 ,25.759 ,0 ,484.448 ,43.123 ,441.324 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5.490.836 ,5.324.186 ,5.324.186 ,0 ,0 ,0 ,0 ,166.650 ,0 ,166.650 ,0 ,0 ,0 ,0 ,0 ,0 
140.,SEŽANA,13.360.704 ,9.515.077 ,6.104.607 ,4.341.299 ,4.341.299 ,1.294.742 ,715.911 ,734 ,53.864 ,524.232 ,468.565 ,20.260 ,0 ,448.306 ,0 ,0 ,3.410.470 ,2.597.784 ,22.079 ,105.926 ,2.469.780 ,13.328 ,13.328 ,668 ,668 ,2.270 ,2.270 ,796.420 ,796.420 ,1.985.124 ,239.593 ,237.869 ,0 ,459 ,1.264 ,0 ,1.745.531 ,0 ,1.741.362 ,4.169 ,2.475 ,1.189 ,0 ,1.189 ,1.285 ,1.285 ,0 ,0 ,0 ,0 ,0 ,1.858.029 ,1.858.029 ,1.850.730 ,7.298 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
