114.,PODČETRTEK,2.100.931 ,447.576 ,130.008 ,21.395 ,10.962 ,8.020 ,67 ,125 ,2.220 ,284.543 ,28.906 ,80.754 ,8.338 ,1.569 ,4.957 ,90.899 ,18.094 ,0 ,5.191 ,45.835 ,1.198 ,0 ,1.198 ,0 ,0 ,10.432 ,0 ,10.432 ,0 ,884.356 ,0 ,0 ,0 ,373.915 ,0 ,0 ,451 ,0 ,0 ,373.464 ,56.547 ,56.547 ,453.893 ,81.168 ,40.732 ,0 ,331.994 ,0 ,0 ,0 ,346.541 ,346.541 ,0 ,0 ,20.272 ,655 ,259.535 ,0 ,0 ,0 ,66.078 ,422.459 ,225.530 ,104.907 ,0 ,0 ,120.623 ,196.929 ,43.816 ,153.113 ,0 ,0 ,0 ,0 ,0 ,12.398 
115.,PODLEHNIK,1.585.320 ,485.374 ,85.478 ,27.583 ,18.578 ,5.379 ,1.173 ,75 ,2.379 ,363.061 ,309.205 ,0 ,17.389 ,3.255 ,159 ,13.896 ,0 ,0 ,3.718 ,15.440 ,9.251 ,0 ,9.251 ,0 ,0 ,0 ,0 ,0 ,0 ,359.172 ,59.089 ,48.531 ,10.558 ,154.644 ,2.220 ,0 ,0 ,0 ,0 ,152.424 ,40.444 ,40.444 ,104.995 ,0 ,41.037 ,0 ,63.958 ,0 ,0 ,0 ,698.089 ,698.089 ,0 ,0 ,0 ,0 ,569.725 ,106.706 ,0 ,0 ,21.657 ,42.685 ,42.685 ,3.292 ,0 ,0 ,39.392 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,35.929 
116.,PODVELKA,1.862.189 ,244.517 ,72.809 ,12.857 ,6.172 ,4.315 ,38 ,67 ,2.266 ,146.749 ,47.154 ,1.552 ,24.474 ,2.404 ,6.831 ,15.502 ,2.082 ,79 ,2.495 ,44.175 ,0 ,0 ,0 ,0 ,0 ,12.101 ,4.173 ,7.929 ,0 ,745.606 ,4.582 ,0 ,4.582 ,196.328 ,0 ,0 ,28.180 ,0 ,0 ,168.148 ,53.397 ,53.397 ,491.299 ,2.996 ,0 ,8.363 ,180.103 ,299.837 ,0 ,0 ,791.662 ,791.662 ,0 ,0 ,8.292 ,3.447 ,652.733 ,16.174 ,28.835 ,0 ,82.182 ,80.404 ,40.640 ,0 ,4.536 ,0 ,36.104 ,39.764 ,13.307 ,24.787 ,0 ,0 ,1.669 ,0 ,0 ,16.884 
117.,POLZELA,2.900.242 ,545.698 ,136.125 ,22.142 ,10.624 ,8.513 ,71 ,121 ,2.813 ,371.303 ,60.845 ,5.784 ,47.004 ,5.813 ,3.710 ,187.873 ,0 ,0 ,6.910 ,53.363 ,2.116 ,0 ,0 ,2.116 ,0 ,14.013 ,5.667 ,8.346 ,0 ,969.750 ,22.066 ,0 ,22.066 ,575.772 ,0 ,2.838 ,0 ,0 ,0 ,572.934 ,99.266 ,99.266 ,272.646 ,5.266 ,49.533 ,597 ,217.251 ,0 ,0 ,0 ,1.173.590 ,1.173.590 ,0 ,0 ,24.124 ,0 ,973.886 ,14.167 ,47.463 ,0 ,113.950 ,211.204 ,96.445 ,0 ,0 ,0 ,96.445 ,114.760 ,10.795 ,103.964 ,0 ,0 ,0 ,0 ,0 ,-210.274 
118.,POSTOJNA,7.959.084 ,2.211.213 ,527.007 ,84.489 ,38.157 ,30.567 ,259 ,430 ,15.077 ,1.582.344 ,122.901 ,189.868 ,172.930 ,5.275 ,1.673 ,762.677 ,367 ,121.061 ,22.818 ,182.774 ,17.372 ,11.734 ,0 ,5.638 ,0 ,0 ,0 ,0 ,0 ,3.201.648 ,90.974 ,0 ,90.974 ,1.387.068 ,0 ,15.440 ,18.449 ,0 ,22.613 ,1.330.567 ,607.983 ,607.983 ,1.115.623 ,212.765 ,120.205 ,68.953 ,713.700 ,0 ,0 ,0 ,1.744.104 ,1.744.104 ,0 ,5.087 ,152.750 ,0 ,1.024.808 ,356.481 ,65.995 ,0 ,138.983 ,802.120 ,234.039 ,149.274 ,0 ,0 ,84.765 ,568.081 ,182.870 ,378.067 ,0 ,0 ,7.144 ,0 ,0 ,-465.448 
119.,PREBOLD,2.664.797 ,598.585 ,113.032 ,18.962 ,9.648 ,7.111 ,58 ,104 ,2.041 ,452.074 ,62.586 ,8.830 ,58.204 ,3.384 ,3.693 ,191.658 ,8.767 ,0 ,5.174 ,109.777 ,0 ,0 ,0 ,0 ,0 ,14.518 ,7.524 ,6.994 ,0 ,903.918 ,54.749 ,0 ,54.749 ,507.424 ,8.475 ,0 ,12.615 ,0 ,0 ,486.334 ,110.674 ,110.674 ,231.072 ,0 ,46.562 ,10.512 ,173.999 ,0 ,0 ,0 ,880.166 ,880.166 ,0 ,0 ,31.985 ,0 ,532.816 ,207.582 ,4.173 ,0 ,103.610 ,282.127 ,24.591 ,0 ,4.720 ,0 ,19.871 ,257.536 ,8.350 ,249.186 ,0 ,0 ,0 ,0 ,0 ,-187.949 
120.,PREDDVOR,2.196.395 ,432.549 ,89.380 ,15.444 ,7.336 ,5.880 ,46 ,83 ,2.099 ,321.699 ,25.292 ,1.953 ,31.673 ,3.017 ,3.430 ,115.056 ,0 ,0 ,4.048 ,137.231 ,0 ,0 ,0 ,0 ,0 ,6.026 ,6.026 ,0 ,0 ,497.004 ,9.898 ,0 ,9.898 ,178.413 ,0 ,2.671 ,0 ,0 ,0 ,175.743 ,65.490 ,65.490 ,243.202 ,0 ,13.387 ,0 ,229.816 ,0 ,0 ,0 ,1.229.795 ,1.229.795 ,0 ,0 ,17.201 ,179 ,1.149.992 ,0 ,772 ,0 ,61.651 ,37.047 ,23.777 ,0 ,0 ,0 ,23.777 ,13.270 ,13.270 ,0 ,0 ,0 ,0 ,0 ,0 ,42.005 
121.,PREVALJE,4.238.157 ,1.177.408 ,283.805 ,47.909 ,24.791 ,16.967 ,142 ,238 ,5.771 ,810.946 ,86.634 ,40.265 ,68.824 ,4.686 ,9.264 ,422.096 ,56.322 ,5.838 ,16.166 ,100.851 ,4.156 ,4.156 ,0 ,0 ,0 ,30.592 ,0 ,20.865 ,9.727 ,1.271.541 ,27.633 ,0 ,27.633 ,698.744 ,0 ,0 ,0 ,0 ,0 ,698.744 ,115.728 ,115.728 ,429.436 ,13.771 ,45.180 ,1.594 ,356.372 ,12.519 ,0 ,0 ,1.356.585 ,1.356.585 ,259.836 ,2.587 ,32.269 ,0 ,644.166 ,4.932 ,291.429 ,0 ,121.365 ,432.624 ,215.290 ,60.507 ,0 ,133.438 ,21.345 ,217.334 ,0 ,211.254 ,0 ,0 ,0 ,6.080 ,0 ,-178.247 
122.,MESTNA OBČINA PTUJ,18.191.337 ,6.758.216 ,1.227.491 ,205.963 ,96.294 ,77.132 ,651 ,1.118 ,30.767 ,2.742.447 ,270.452 ,31.614 ,245.151 ,28.409 ,19.792 ,1.326.961 ,19.746 ,88.545 ,63.278 ,648.498 ,45.268 ,0 ,0 ,45.268 ,0 ,2.537.047 ,0 ,0 ,2.537.047 ,6.061.793 ,25.430 ,0 ,25.430 ,2.043.282 ,15.941 ,0 ,0 ,0 ,22.338 ,2.005.003 ,509.402 ,509.402 ,3.483.680 ,311.768 ,220.673 ,0 ,2.951.239 ,0 ,0 ,0 ,3.649.892 ,3.649.892 ,6.385 ,0 ,95.952 ,1.878 ,2.542.877 ,457.248 ,214.918 ,0 ,330.633 ,1.721.436 ,234.368 ,0 ,0 ,0 ,234.368 ,1.487.068 ,140.920 ,134.773 ,0 ,1.211.375 ,0 ,0 ,0 ,-1.972.964 
123.,PUCONCI,4.952.982 ,1.730.465 ,222.949 ,38.331 ,17.490 ,13.822 ,117 ,198 ,6.704 ,693.929 ,66.818 ,38.224 ,96.376 ,6.786 ,4.111 ,370.208 ,586 ,2.968 ,7.642 ,100.210 ,33.048 ,22.607 ,0 ,10.441 ,0 ,742.209 ,0 ,16.692 ,725.517 ,1.598.538 ,118.627 ,0 ,118.627 ,786.447 ,0 ,0 ,0 ,0 ,0 ,786.447 ,204.410 ,204.410 ,489.054 ,0 ,93.243 ,0 ,395.811 ,0 ,0 ,0 ,1.401.385 ,1.401.385 ,219.411 ,0 ,4.032 ,18.397 ,789.188 ,304.696 ,15.489 ,0 ,50.172 ,222.593 ,163.212 ,61.795 ,0 ,0 ,101.417 ,59.382 ,27.132 ,1.528 ,0 ,0 ,4.033 ,26.689 ,0 ,22.615 
124.,RAČE - FRAM,3.211.158 ,957.253 ,211.622 ,35.328 ,16.095 ,12.886 ,109 ,179 ,6.059 ,708.383 ,69.734 ,0 ,164.338 ,14.935 ,7.762 ,391.796 ,0 ,0 ,8.625 ,51.193 ,0 ,0 ,0 ,0 ,0 ,1.920 ,0 ,1.920 ,0 ,1.155.967 ,108.947 ,0 ,108.947 ,286.847 ,0 ,0 ,0 ,0 ,0 ,286.847 ,136.505 ,136.505 ,623.669 ,6.472 ,58.546 ,0 ,507.712 ,50.939 ,0 ,0 ,859.235 ,859.235 ,0 ,0 ,23.093 ,0 ,608.037 ,162.431 ,0 ,0 ,65.674 ,238.704 ,238.704 ,18.565 ,0 ,0 ,220.139 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,640.402 
125.,RADEČE,2.230.642 ,456.547 ,196.211 ,31.059 ,13.896 ,11.133 ,96 ,159 ,5.775 ,221.370 ,56.005 ,864 ,24.633 ,743 ,1.110 ,93.499 ,0 ,0 ,5.696 ,38.821 ,7.415 ,7.415 ,0 ,0 ,0 ,492 ,0 ,492 ,0 ,1.094.592 ,0 ,0 ,0 ,240.202 ,0 ,1.072 ,125 ,0 ,0 ,239.004 ,102.333 ,102.333 ,752.057 ,10.516 ,40.803 ,0 ,700.739 ,0 ,0 ,0 ,472.601 ,472.601 ,97.375 ,0 ,4.770 ,0 ,272.379 ,8.930 ,0 ,0 ,89.146 ,206.902 ,104.649 ,22.550 ,0 ,37.147 ,44.951 ,102.253 ,0 ,102.253 ,0 ,0 ,0 ,0 ,0 ,35.128 
126.,RADENCI,2.240.961 ,719.712 ,131.440 ,22.575 ,10.446 ,8.367 ,71 ,118 ,3.573 ,557.196 ,69.800 ,0 ,182.550 ,2.381 ,2.642 ,151.057 ,1.027 ,0 ,5.606 ,142.134 ,8.501 ,8.501 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.168.108 ,46.619 ,0 ,46.619 ,473.804 ,4.473 ,0 ,0 ,0 ,1.769 ,467.562 ,133.505 ,133.505 ,514.180 ,68.749 ,51.169 ,5.296 ,388.967 ,0 ,0 ,0 ,197.580 ,197.580 ,0 ,0 ,10.904 ,1.006 ,44.695 ,67.798 ,829 ,0 ,72.349 ,155.560 ,146.130 ,106.685 ,0 ,0 ,39.445 ,9.431 ,9.431 ,0 ,0 ,0 ,0 ,0 ,0 ,338.182 
127.,RADLJE OB DRAVI,3.303.276 ,912.761 ,200.096 ,34.243 ,15.265 ,12.227 ,104 ,175 ,6.472 ,655.888 ,80.533 ,9.940 ,72.655 ,7.457 ,1.110 ,365.336 ,7.399 ,14.334 ,8.759 ,88.366 ,4.999 ,2.758 ,2.241 ,0 ,0 ,17.535 ,626 ,16.909 ,0 ,1.496.975 ,52.466 ,0 ,52.466 ,361.814 ,11.117 ,0 ,1.327 ,0 ,10.850 ,338.520 ,177.191 ,177.191 ,905.504 ,63.700 ,63.207 ,28.080 ,750.517 ,0 ,0 ,0 ,799.061 ,799.061 ,0 ,0 ,16.980 ,0 ,411.922 ,221.077 ,8.959 ,0 ,140.123 ,94.479 ,56.735 ,0 ,9.556 ,0 ,47.179 ,37.744 ,37.744 ,0 ,0 ,0 ,0 ,0 ,0 ,55.500 
128.,RADOVLJICA,11.057.123 ,1.763.399 ,608.813 ,105.012 ,49.353 ,39.538 ,334 ,559 ,15.227 ,997.630 ,288.683 ,3.213 ,159.239 ,11.976 ,1.803 ,37.990 ,7.495 ,0 ,35.808 ,451.423 ,11.350 ,11.054 ,0 ,296 ,0 ,40.594 ,11.125 ,2.374 ,27.095 ,4.292.735 ,147.780 ,32.766 ,115.014 ,1.898.060 ,0 ,22.868 ,59.160 ,0 ,15.010 ,1.801.022 ,578.055 ,578.055 ,1.668.841 ,263.491 ,0 ,0 ,1.160.215 ,245.134 ,0 ,0 ,3.568.119 ,3.568.119 ,51.999 ,12.273 ,290.669 ,0 ,2.153.881 ,309.982 ,431.476 ,0 ,317.839 ,1.432.870 ,514.785 ,380.759 ,0 ,0 ,134.026 ,918.085 ,289.113 ,520.685 ,0 ,0 ,0 ,108.287 ,0 ,-358.304 
129.,RAVNE NA KOROŠKEM,7.246.140 ,1.678.322 ,460.341 ,75.451 ,35.737 ,28.626 ,242 ,405 ,10.441 ,1.043.040 ,72.742 ,45.251 ,94.233 ,11.655 ,3.376 ,643.227 ,7.436 ,13 ,24.103 ,141.003 ,36.713 ,36.713 ,0 ,0 ,0 ,62.778 ,7.941 ,28.868 ,25.968 ,2.476.360 ,1.377 ,0 ,1.377 ,504.427 ,0 ,0 ,15.674 ,0 ,3.693 ,485.061 ,214.927 ,214.927 ,1.755.629 ,82.808 ,104.323 ,10.829 ,1.513.992 ,0 ,43.678 ,0 ,2.033.279 ,2.033.279 ,146.666 ,22.605 ,201.223 ,0 ,652.078 ,751.552 ,89.743 ,0 ,169.412 ,1.058.179 ,647.409 ,0 ,42.518 ,0 ,604.891 ,410.770 ,20.865 ,389.906 ,0 ,0 ,0 ,0 ,0 ,-454.402 
130.,RAZKRIŽJE,694.065 ,145.012 ,56.215 ,9.919 ,4.423 ,3.543 ,33 ,47 ,1.874 ,71.832 ,6.973 ,0 ,24.895 ,3.983 ,3.382 ,10.361 ,0 ,0 ,0 ,22.237 ,2.832 ,0 ,2.832 ,0 ,0 ,4.213 ,3.504 ,709 ,0 ,285.148 ,25.532 ,11.564 ,13.968 ,47.831 ,0 ,0 ,0 ,0 ,0 ,47.831 ,22.822 ,22.822 ,188.963 ,0 ,10.852 ,19.760 ,158.351 ,0 ,0 ,0 ,241.575 ,241.575 ,0 ,0 ,2.086 ,6.298 ,204.636 ,0 ,14.897 ,0 ,13.658 ,22.331 ,22.331 ,0 ,0 ,0 ,22.331 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-12.452 
131.,RIBNICA,7.569.876 ,1.602.057 ,395.164 ,64.914 ,30.617 ,24.349 ,204 ,371 ,9.372 ,1.087.344 ,138.758 ,11.943 ,150.538 ,189.822 ,9.639 ,420.260 ,97.914 ,0 ,18.674 ,49.796 ,42.443 ,42.443 ,0 ,0 ,0 ,12.193 ,12.193 ,0 ,0 ,1.721.436 ,79.807 ,45.560 ,34.247 ,677.495 ,0 ,0 ,0 ,0 ,4.853 ,672.642 ,0 ,0 ,964.134 ,39.376 ,30.700 ,5.646 ,888.412 ,0 ,0 ,0 ,4.059.005 ,4.059.005 ,0 ,0 ,27.646 ,35.470 ,3.850.964 ,11.146 ,4.169 ,0 ,129.611 ,187.377 ,187.377 ,0 ,0 ,0 ,187.377 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-280.563 
132.,RIBNICA NA POHORJU,756.910 ,234.727 ,38.107 ,6.585 ,2.896 ,2.320 ,21 ,33 ,1.314 ,182.019 ,18.586 ,6.944 ,16.700 ,0 ,1.790 ,108.513 ,0 ,0 ,1.139 ,28.347 ,63 ,63 ,0 ,0 ,0 ,7.954 ,4.085 ,3.868 ,0 ,286.751 ,12.615 ,1.648 ,10.966 ,60.182 ,0 ,0 ,3.317 ,0 ,0 ,56.864 ,43.457 ,43.457 ,170.497 ,1.402 ,14.392 ,130.062 ,24.641 ,0 ,0 ,0 ,205.467 ,205.467 ,0 ,0 ,4.160 ,15.073 ,57.515 ,81.777 ,2.128 ,0 ,44.813 ,29.966 ,29.966 ,0 ,0 ,0 ,29.966 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18.570 
133.,ROGAŠKA SLATINA,5.203.681 ,715.694 ,368.849 ,59.831 ,29.319 ,22.250 ,188 ,342 ,7.732 ,242.443 ,67.409 ,0 ,27.913 ,7.048 ,7.102 ,30.813 ,0 ,0 ,17.902 ,84.256 ,4.519 ,0 ,4.519 ,0 ,0 ,40.052 ,10.115 ,29.937 ,0 ,2.717.539 ,43.536 ,0 ,43.536 ,412.936 ,3.743 ,0 ,35.315 ,0 ,0 ,373.877 ,257.002 ,257.002 ,2.004.064 ,156.188 ,103.589 ,0 ,1.744.287 ,0 ,0 ,0 ,1.619.074 ,1.619.074 ,0 ,0 ,16.258 ,0 ,1.290.657 ,176.511 ,12.014 ,0 ,123.635 ,151.373 ,151.373 ,126.335 ,0 ,25.038 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,783.425 
134.,ROGAŠOVCI,1.381.426 ,301.430 ,67.368 ,11.058 ,5.269 ,4.221 ,36 ,60 ,1.473 ,217.835 ,28.998 ,327 ,54.565 ,1.435 ,9.889 ,73.539 ,4.703 ,0 ,3.121 ,41.258 ,4.750 ,0 ,0 ,4.750 ,0 ,417 ,0 ,417 ,0 ,614.517 ,0 ,0 ,0 ,234.569 ,0 ,0 ,0 ,0 ,0 ,234.569 ,41.074 ,41.074 ,338.874 ,0 ,121.529 ,1.001 ,216.344 ,0 ,0 ,0 ,436.241 ,436.241 ,0 ,0 ,13.963 ,3.025 ,418.261 ,0 ,992 ,0 ,0 ,29.239 ,11.872 ,0 ,0 ,0 ,11.872 ,17.367 ,4.173 ,13.194 ,0 ,0 ,0 ,0 ,0 ,-2.900 
135.,ROGATEC,2.441.771 ,481.380 ,147.613 ,23.318 ,11.572 ,8.638 ,71 ,125 ,2.913 ,289.159 ,61.588 ,26.365 ,54.490 ,4.703 ,2.867 ,61.734 ,5.066 ,0 ,6.268 ,66.078 ,10.858 ,622 ,0 ,10.236 ,0 ,10.432 ,2.086 ,8.346 ,0 ,808.563 ,19.604 ,0 ,19.604 ,387.778 ,0 ,0 ,0 ,0 ,0 ,387.778 ,81.522 ,81.522 ,319.659 ,0 ,32.244 ,4.135 ,283.279 ,0 ,0 ,0 ,982.670 ,982.670 ,0 ,0 ,8.559 ,0 ,682.703 ,17.568 ,248.481 ,0 ,25.359 ,169.158 ,43.052 ,22.634 ,0 ,0 ,20.418 ,126.106 ,58.125 ,67.981 ,0 ,0 ,0 ,0 ,0 ,120.810 
136.,RUŠE,5.121.991 ,1.883.421 ,761.638 ,124.762 ,65.248 ,45.364 ,384 ,676 ,13.090 ,966.412 ,177.650 ,6.698 ,226.544 ,21.257 ,3.868 ,241.854 ,0 ,0 ,19.972 ,268.570 ,5.921 ,0 ,0 ,5.921 ,0 ,24.687 ,0 ,24.687 ,0 ,1.926.694 ,10.495 ,0 ,10.495 ,408.254 ,0 ,4.590 ,0 ,0 ,0 ,403.664 ,184.873 ,184.873 ,1.323.072 ,4.023 ,80.671 ,487.060 ,732.616 ,18.703 ,0 ,0 ,1.032.624 ,1.032.624 ,0 ,12.385 ,38.195 ,0 ,686.467 ,145.936 ,45.230 ,0 ,104.411 ,279.252 ,190.081 ,0 ,785 ,0 ,189.296 ,89.171 ,35.019 ,54.152 ,0 ,0 ,0 ,0 ,0 ,-184.685 
137.,SELNICA OB DRAVI,2.094.836 ,822.975 ,228.024 ,36.400 ,14.529 ,16.672 ,98 ,163 ,4.938 ,537.388 ,73.553 ,4.942 ,78.944 ,3.343 ,4.481 ,255.082 ,16.337 ,0 ,8.987 ,91.719 ,14.486 ,14.486 ,0 ,0 ,0 ,6.677 ,0 ,6.677 ,0 ,901.235 ,64.860 ,0 ,64.860 ,271.720 ,0 ,0 ,0 ,0 ,3.255 ,268.465 ,80.966 ,80.966 ,483.689 ,0 ,59.063 ,763 ,423.862 ,0 ,0 ,0 ,121.314 ,121.314 ,14.605 ,0 ,6.004 ,0 ,76.974 ,10.656 ,0 ,0 ,13.074 ,249.312 ,22.550 ,0 ,0 ,0 ,22.550 ,226.762 ,41.731 ,182.966 ,0 ,2.066 ,0 ,0 ,0 ,85.931 
138.,SEMIČ,2.148.435 ,506.239 ,149.666 ,22.667 ,10.770 ,8.630 ,75 ,121 ,3.071 ,329.332 ,42.405 ,0 ,37.406 ,6.693 ,3.981 ,162.686 ,3.597 ,0 ,6.698 ,65.865 ,1.652 ,92 ,0 ,1.561 ,0 ,2.921 ,0 ,2.921 ,0 ,865.169 ,50.689 ,8.146 ,42.543 ,497.914 ,0 ,0 ,542 ,0 ,6.272 ,491.099 ,133.446 ,133.446 ,183.121 ,209 ,26.844 ,417 ,155.650 ,0 ,0 ,0 ,660.812 ,660.812 ,0 ,1.678 ,7.812 ,4.064 ,595.535 ,9.652 ,19.788 ,0 ,22.283 ,116.216 ,66.650 ,0 ,0 ,0 ,66.650 ,49.566 ,46.236 ,3.330 ,0 ,0 ,0 ,0 ,0 ,-39.972 
139.,SEVNICA,9.492.681 ,1.982.674 ,539.551 ,88.232 ,45.714 ,31.577 ,267 ,447 ,10.228 ,1.276.803 ,220.368 ,5.684 ,154.131 ,6.080 ,17.418 ,643.987 ,680 ,1.778 ,23.740 ,202.938 ,53.555 ,46.403 ,7.152 ,0 ,0 ,24.533 ,20.360 ,4.173 ,0 ,3.781.702 ,244.087 ,0 ,244.087 ,1.815.532 ,0 ,0 ,0 ,0 ,14.810 ,1.800.722 ,311.271 ,311.271 ,1.410.812 ,71.486 ,142.343 ,0 ,1.196.983 ,0 ,0 ,0 ,1.941.925 ,1.941.925 ,3.993 ,0 ,115.874 ,0 ,1.089.931 ,303.731 ,219.133 ,0 ,209.264 ,1.786.380 ,1.114.856 ,1.002.187 ,0 ,0 ,112.669 ,671.524 ,17.944 ,653.580 ,0 ,0 ,0 ,0 ,0 ,71.879 
140.,SEŽANA,9.347.212 ,2.031.910 ,588.295 ,100.822 ,46.482 ,37.239 ,313 ,526 ,16.262 ,1.326.014 ,129.532 ,140.415 ,441.909 ,4.515 ,843 ,253.522 ,6.844 ,0 ,30.567 ,317.868 ,12.606 ,7.090 ,0 ,5.517 ,0 ,4.173 ,0 ,4.173 ,0 ,3.726.765 ,92.460 ,0 ,92.460 ,1.556.597 ,0 ,0 ,0 ,0 ,2.124 ,1.554.473 ,186.830 ,186.830 ,1.890.878 ,132.036 ,87.277 ,28.401 ,1.384.306 ,258.859 ,0 ,0 ,2.818.169 ,2.818.169 ,326.214 ,0 ,30.525 ,0 ,2.243.202 ,79.019 ,99.850 ,0 ,39.359 ,770.368 ,499.854 ,139.847 ,0 ,0 ,360.007 ,270.514 ,32.849 ,61.342 ,0 ,0 ,0 ,176.323 ,0 ,-464.843 
141.,MESTNA OBČINA SLOVENJ GRADEC,13.582.328 ,3.680.679 ,744.892 ,125.200 ,58.584 ,46.933 ,396 ,664 ,18.624 ,2.746.207 ,243.494 ,201.744 ,244.187 ,64.689 ,20.639 ,1.360.996 ,149.232 ,43.298 ,36.192 ,381.735 ,43.515 ,1.143 ,0 ,42.372 ,0 ,20.865 ,0 ,20.865 ,0 ,3.431.685 ,70.164 ,0 ,70.164 ,1.644.521 ,2.545 ,0 ,0 ,0 ,4.131 ,1.637.844 ,461.121 ,461.121 ,1.255.880 ,52.274 ,111.638 ,84.297 ,1.007.670 ,0 ,0 ,0 ,5.744.258 ,5.744.258 ,102.020 ,10.445 ,129.594 ,22.855 ,4.237.381 ,229.674 ,642.067 ,0 ,370.222 ,725.705 ,0 ,0 ,0 ,0 ,0 ,725.705 ,0 ,645.026 ,0 ,0 ,0 ,80.679 ,0 ,-404.569 
142.,SLOVENSKA BISTRICA,16.997.125 ,2.514.772 ,715.536 ,117.551 ,55.963 ,42.914 ,363 ,605 ,17.706 ,1.520.397 ,161.304 ,90.490 ,420.881 ,26.773 ,14.134 ,664.363 ,13.733 ,0 ,33.738 ,94.980 ,73.656 ,73.656 ,0 ,0 ,0 ,87.631 ,0 ,87.631 ,0 ,6.251.769 ,107.987 ,0 ,107.987 ,3.233.171 ,0 ,0 ,28.514 ,0 ,77.270 ,3.127.387 ,600.017 ,600.017 ,2.310.595 ,463.028 ,240.865 ,228.605 ,1.331.188 ,46.908 ,0 ,0 ,6.608.050 ,6.608.050 ,44.746 ,0 ,93.857 ,51.373 ,5.338.771 ,92.372 ,436.901 ,1.498 ,548.531 ,1.622.534 ,1.432.661 ,1.095.443 ,0 ,0 ,337.218 ,189.872 ,97.071 ,92.802 ,0 ,0 ,0 ,0 ,0 ,-1.031.685 
143.,SLOVENSKE KONJICE,7.538.758 ,1.352.554 ,302.345 ,52.545 ,24.069 ,19.279 ,163 ,271 ,8.763 ,915.786 ,252.187 ,10.695 ,103.009 ,13.007 ,647 ,239.459 ,9.289 ,5.229 ,15.077 ,267.188 ,3.489 ,3.489 ,0 ,0 ,0 ,78.388 ,13.241 ,65.148 ,0 ,2.873.565 ,66.508 ,0 ,66.508 ,1.478.526 ,0 ,17.651 ,835 ,0 ,16.946 ,1.443.094 ,220.385 ,220.385 ,1.108.146 ,174.462 ,104.319 ,56.001 ,732.273 ,31.739 ,9.352 ,0 ,901.406 ,901.406 ,29.582 ,0 ,20.164 ,680 ,413.554 ,190.361 ,127.291 ,0 ,119.776 ,2.411.234 ,936.701 ,356.810 ,109.331 ,0 ,470.560 ,1.474.533 ,37.331 ,1.433.029 ,0 ,4.173 ,0 ,0 ,0 ,150.221 
144.,SODRAŽICA,1.084.047 ,321.432 ,78.651 ,12.836 ,6.485 ,5.195 ,46 ,71 ,1.039 ,227.003 ,48.172 ,4.219 ,15.978 ,551 ,2.725 ,132.570 ,0 ,0 ,3.943 ,18.845 ,0 ,0 ,0 ,0 ,0 ,2.942 ,2.942 ,0 ,0 ,376.949 ,6.176 ,0 ,6.176 ,253.013 ,0 ,0 ,6.426 ,0 ,296 ,246.290 ,22.576 ,22.576 ,95.184 ,0 ,0 ,0 ,95.184 ,0 ,0 ,0 ,364.342 ,364.342 ,0 ,0 ,11.104 ,4.319 ,93.319 ,183.726 ,27.061 ,0 ,44.813 ,21.324 ,21.324 ,0 ,0 ,0 ,21.324 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,12.957 
145.,SOLČAVA,503.213 ,190.356 ,63.211 ,7.240 ,3.618 ,2.871 ,25 ,42 ,684 ,117.076 ,12.435 ,0 ,20.602 ,0 ,1.607 ,59.068 ,668 ,0 ,1.331 ,21.365 ,743 ,0 ,0 ,743 ,0 ,2.086 ,2.086 ,0 ,0 ,210.211 ,65.486 ,40.936 ,24.549 ,79.928 ,0 ,0 ,2.299 ,0 ,0 ,77.629 ,59.773 ,59.773 ,5.024 ,0 ,4.899 ,125 ,0 ,0 ,0 ,0 ,102.646 ,102.646 ,4.173 ,0 ,8.584 ,25.593 ,13.650 ,0 ,0 ,0 ,50.647 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,399.128 
146.,STARŠE,2.011.592 ,614.125 ,167.213 ,27.253 ,12.227 ,9.794 ,83 ,138 ,5.012 ,415.144 ,88.708 ,693 ,148.097 ,2.934 ,8.605 ,101.678 ,5.850 ,0 ,6.948 ,51.632 ,342 ,0 ,0 ,342 ,0 ,4.173 ,0 ,4.173 ,0 ,785.153 ,72.705 ,0 ,72.705 ,338.032 ,0 ,0 ,0 ,0 ,0 ,338.032 ,100.976 ,100.976 ,273.439 ,0 ,30.521 ,0 ,242.919 ,0 ,0 ,0 ,488.065 ,488.065 ,0 ,0 ,13.228 ,2.253 ,360.345 ,18.227 ,2.103 ,0 ,91.909 ,124.249 ,74.662 ,0 ,6.539 ,0 ,68.123 ,49.587 ,42.998 ,0 ,0 ,0 ,0 ,6.589 ,0 ,190.377 
