80.,LJUTOMER,6.701.955 ,3.471.246 ,3.028.901 ,1.987.981 ,1.987.981 ,663.898 ,441.184 ,169 ,35.346 ,187.199 ,377.022 ,16.729 ,0 ,0 ,360.293 ,0 ,0 ,442.345 ,259.651 ,0 ,0 ,6.712 ,252.939 ,24.886 ,24.886 ,3.869 ,3.869 ,70.758 ,70.758 ,83.180 ,83.180 ,226.085 ,70.940 ,70.940 ,0 ,0 ,0 ,0 ,155.146 ,0 ,155.146 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.004.624 ,3.004.624 ,2.765.438 ,4.764 ,133.835 ,100.587 
81.,LOGATEC,5.978.614 ,4.529.507 ,3.637.686 ,2.723.026 ,2.723.026 ,574.140 ,397.288 ,0 ,2.750 ,174.103 ,340.519 ,1.577 ,0 ,0 ,338.942 ,0 ,0 ,891.821 ,234.402 ,0 ,1.936 ,3.430 ,229.035 ,21.637 ,21.637 ,5.346 ,5.346 ,22.651 ,22.651 ,607.787 ,607.787 ,210.157 ,43.766 ,36.463 ,0 ,7.303 ,0 ,0 ,166.391 ,0 ,166.391 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.238.950 ,1.238.950 ,1.238.950 ,0 ,0 ,0 
82.,LOŠKA DOLINA,2.233.111 ,1.417.100 ,1.330.595 ,971.294 ,971.294 ,219.328 ,189.710 ,0 ,7.917 ,21.701 ,139.972 ,762 ,0 ,0 ,139.210 ,0 ,0 ,86.505 ,48.743 ,0 ,29 ,550 ,48.165 ,6.992 ,6.992 ,0 ,0 ,2.418 ,2.418 ,28.352 ,28.352 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,816.011 ,816.011 ,816.011 ,0 ,0 ,0 
83.,LOŠKI POTOK,2.353.497 ,387.310 ,362.698 ,265.131 ,265.131 ,29.615 ,22.475 ,0 ,3.184 ,3.956 ,67.952 ,613 ,0 ,0 ,67.339 ,0 ,0 ,24.612 ,13.896 ,0 ,0 ,10.290 ,3.605 ,3.355 ,3.355 ,121 ,121 ,1.193 ,1.193 ,6.047 ,6.047 ,20.410 ,20.410 ,20.410 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.945.777 ,1.945.777 ,1.921.887 ,0 ,0 ,23.890 
84.,LOVRENC NA POHORJU,1.821.785 ,1.063.444 ,837.133 ,531.814 ,531.814 ,212.235 ,200.584 ,0 ,3.126 ,8.525 ,93.084 ,138 ,0 ,0 ,92.946 ,0 ,0 ,226.310 ,45.547 ,3.184 ,0 ,15.235 ,27.128 ,4.978 ,4.978 ,213 ,213 ,65.665 ,65.665 ,109.907 ,109.907 ,26.995 ,8.262 ,8.262 ,0 ,0 ,0 ,0 ,18.732 ,0 ,18.732 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,731.347 ,731.347 ,720.230 ,0 ,0 ,11.117 
85.,LUČE,918.127 ,236.409 ,203.272 ,172.283 ,172.283 ,9.431 ,6.230 ,0 ,1.085 ,2.116 ,21.557 ,146 ,0 ,0 ,21.411 ,0 ,0 ,33.137 ,22.993 ,0 ,0 ,1.844 ,21.148 ,3.171 ,3.171 ,359 ,359 ,0 ,0 ,6.614 ,6.614 ,5.946 ,5.946 ,5.946 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,675.772 ,675.772 ,675.772 ,0 ,0 ,0 
86.,LUKOVICA,2.572.242 ,1.682.937 ,1.449.140 ,958.913 ,958.913 ,134.573 ,84.982 ,0 ,9.673 ,39.918 ,355.654 ,384 ,0 ,0 ,355.270 ,0 ,0 ,233.797 ,116.942 ,13.437 ,0 ,4.148 ,99.357 ,8.813 ,8.813 ,476 ,476 ,23.569 ,23.569 ,83.997 ,83.997 ,16.975 ,10.950 ,2.291 ,0 ,271 ,8.388 ,0 ,6.026 ,0 ,6.026 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,872.329 ,872.329 ,830.600 ,41.729 ,0 ,0 
87.,MAJŠPERK,2.244.367 ,1.251.765 ,875.655 ,593.707 ,593.707 ,196.111 ,181.318 ,0 ,584 ,14.209 ,85.837 ,597 ,0 ,0 ,85.240 ,0 ,0 ,376.110 ,231.802 ,0 ,0 ,146.841 ,84.961 ,7.415 ,7.415 ,922 ,922 ,19.967 ,19.967 ,116.003 ,116.003 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,992.601 ,992.601 ,992.601 ,0 ,0 ,0 
88.,MESTNA OBČINA MARIBOR,72.865.970 ,68.687.026 ,49.146.098 ,30.524.328 ,30.524.328 ,11.819.254 ,9.377.316 ,1.089 ,166.416 ,2.274.432 ,6.802.516 ,286.275 ,0 ,0 ,6.516.241 ,0 ,0 ,19.540.928 ,9.746.415 ,819.821 ,137.882 ,379.085 ,8.409.627 ,219.329 ,219.329 ,273.093 ,273.093 ,111.021 ,111.021 ,9.191.070 ,9.191.070 ,2.253.222 ,1.215.903 ,1.213.424 ,2.479 ,0 ,0 ,0 ,1.037.318 ,0 ,1.037.318 ,0 ,112.661 ,80.750 ,27.337 ,53.413 ,31.910 ,31.910 ,0 ,1.813.061 ,1.813.061 ,1.276.198 ,536.864 ,0 ,0 
89.,MARKOVCI,2.979.957 ,2.692.643 ,681.856 ,549.349 ,549.349 ,36.263 ,27.207 ,0 ,1.273 ,7.783 ,96.244 ,563 ,0 ,0 ,95.681 ,0 ,0 ,2.010.787 ,1.986.997 ,0 ,0 ,11.421 ,1.975.576 ,9.523 ,9.523 ,1.060 ,1.060 ,801 ,801 ,12.406 ,12.406 ,193.728 ,52.700 ,52.700 ,0 ,0 ,0 ,0 ,141.028 ,0 ,141.028 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,93.586 ,93.586 ,58.721 ,26.256 ,7.970 ,638 
90.,MEDVODE,6.766.149 ,6.737.268 ,6.172.104 ,4.475.280 ,4.475.280 ,1.208.534 ,875.430 ,58 ,15.886 ,317.159 ,488.291 ,14.317 ,0 ,0 ,473.973 ,0 ,0 ,565.164 ,203.718 ,0 ,0 ,87.006 ,116.713 ,18.144 ,18.144 ,7.757 ,7.757 ,0 ,0 ,335.545 ,335.545 ,2.470 ,0 ,0 ,0 ,0 ,0 ,0 ,2.470 ,651 ,1.819 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,26.410 ,26.410 ,26.410 ,0 ,0 ,0 
91.,MENGEŠ,3.309.410 ,3.098.832 ,2.568.661 ,1.979.728 ,1.979.728 ,499.337 ,354.953 ,71 ,13.545 ,130.767 ,89.597 ,2.679 ,0 ,0 ,86.918 ,0 ,0 ,530.170 ,147.546 ,0 ,12.828 ,5.863 ,128.856 ,8.492 ,8.492 ,313 ,313 ,4.373 ,4.373 ,369.446 ,369.446 ,209.039 ,174.286 ,174.286 ,0 ,0 ,0 ,0 ,34.752 ,0 ,34.752 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.540 ,1.540 ,1.540 ,0 ,0 ,0 
92.,METLIKA,4.579.594 ,2.359.961 ,2.056.088 ,1.485.053 ,1.485.053 ,221.745 ,167.647 ,0 ,5.838 ,48.260 ,349.291 ,3.998 ,0 ,0 ,345.293 ,0 ,0 ,303.872 ,167.268 ,0 ,0 ,67.518 ,99.750 ,16.550 ,16.550 ,1.298 ,1.298 ,17 ,17 ,118.741 ,118.741 ,889 ,889 ,889 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,41.133 ,41.133 ,0 ,41.133 ,0 ,0 ,0 ,2.177.612 ,2.177.612 ,2.070.877 ,472 ,0 ,106.264 
93.,MEŽICA,2.401.210 ,1.342.639 ,1.107.762 ,867.614 ,867.614 ,68.461 ,53.751 ,0 ,1.310 ,13.399 ,171.687 ,1.385 ,0 ,0 ,170.301 ,0 ,0 ,234.877 ,217.217 ,0 ,2.078 ,37.043 ,178.096 ,5.174 ,5.174 ,29 ,29 ,2.545 ,2.545 ,9.911 ,9.911 ,153.238 ,102.270 ,95.063 ,7.094 ,113 ,0 ,0 ,50.968 ,0 ,50.968 ,0 ,1.669 ,1.669 ,1.669 ,0 ,0 ,0 ,0 ,903.664 ,903.664 ,837.323 ,0 ,0 ,66.341 
94.,MIKLAVŽ NA DRAVSKEM POLJU,2.902.433 ,2.095.527 ,1.887.686 ,1.176.077 ,1.176.077 ,523.961 ,473.435 ,0 ,4.236 ,46.290 ,187.648 ,2.082 ,0 ,0 ,185.566 ,0 ,0 ,207.841 ,82.361 ,9.034 ,5.204 ,48.185 ,19.938 ,9.652 ,9.652 ,2.600 ,2.600 ,2.454 ,2.454 ,110.775 ,110.775 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,806.906 ,806.906 ,706.309 ,100.597 ,0 ,0 
95.,MIREN - KOSTANJEVICA,2.755.124 ,2.094.942 ,1.600.588 ,1.305.546 ,1.305.546 ,130.103 ,93.557 ,0 ,6.113 ,30.433 ,164.939 ,480 ,0 ,0 ,164.459 ,0 ,0 ,494.354 ,455.446 ,10.044 ,0 ,1.360 ,444.041 ,7.378 ,7.378 ,1.394 ,1.394 ,0 ,0 ,30.137 ,30.137 ,17.397 ,0 ,0 ,0 ,0 ,0 ,0 ,17.397 ,2.441 ,14.956 ,0 ,46.966 ,46.966 ,0 ,46.966 ,0 ,0 ,0 ,595.819 ,595.819 ,545.618 ,0 ,0 ,50.200 
96.,MIRNA PEČ,1.291.850 ,666.594 ,577.168 ,487.453 ,487.453 ,32.218 ,11.806 ,0 ,1.259 ,19.153 ,57.498 ,237 ,0 ,0 ,57.260 ,0 ,0 ,89.426 ,43.816 ,0 ,0 ,16.148 ,27.668 ,4.232 ,4.232 ,2.174 ,2.174 ,8.943 ,8.943 ,30.260 ,30.260 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,625.256 ,625.256 ,558.805 ,66.451 ,0 ,0 
97.,MISLINJA,2.731.935 ,1.464.259 ,1.205.667 ,995.018 ,995.018 ,77.024 ,58.358 ,0 ,3.309 ,15.356 ,133.625 ,10.199 ,0 ,0 ,123.427 ,0 ,0 ,258.592 ,200.063 ,0 ,0 ,42.731 ,157.332 ,7.211 ,7.211 ,217 ,217 ,3.171 ,3.171 ,47.930 ,47.930 ,14.288 ,14.092 ,14.092 ,0 ,0 ,0 ,0 ,196 ,0 ,196 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.253.388 ,1.253.388 ,1.164.142 ,63.462 ,0 ,25.785 
98.,MORAVČE,2.463.065 ,1.315.736 ,1.113.095 ,833.571 ,833.571 ,119.992 ,70.848 ,0 ,17.372 ,31.773 ,159.531 ,351 ,0 ,0 ,159.180 ,0 ,0 ,202.641 ,96.207 ,0 ,10.996 ,27.959 ,57.253 ,7.223 ,7.223 ,505 ,505 ,13.896 ,13.896 ,84.811 ,84.811 ,5.229 ,1.010 ,1.010 ,0 ,0 ,0 ,0 ,4.219 ,0 ,4.219 ,0 ,3.046 ,3.046 ,0 ,3.046 ,0 ,0 ,0 ,1.139.054 ,1.139.054 ,1.060.766 ,78.288 ,0 ,0 
99.,MORAVSKE TOPLICE,4.255.254 ,1.939.826 ,1.425.179 ,851.623 ,851.623 ,175.880 ,138.679 ,0 ,3.818 ,33.383 ,397.676 ,38.245 ,0 ,0 ,359.431 ,0 ,0 ,514.647 ,91.308 ,5.796 ,0 ,13.057 ,72.455 ,11.125 ,11.125 ,196 ,196 ,16.738 ,16.738 ,395.280 ,395.280 ,11.250 ,0 ,0 ,0 ,0 ,0 ,0 ,11.250 ,11.250 ,0 ,0 ,9.564 ,9.564 ,209 ,9.356 ,0 ,0 ,0 ,2.294.613 ,2.294.613 ,2.255.312 ,39.301 ,0 ,0 
100.,MOZIRJE,3.528.184 ,1.941.308 ,1.566.041 ,1.285.428 ,1.285.428 ,146.733 ,94.750 ,0 ,11.922 ,40.060 ,133.880 ,20.013 ,0 ,0 ,113.867 ,0 ,0 ,375.267 ,113.257 ,0 ,0 ,9.126 ,104.131 ,8.746 ,8.746 ,1.006 ,1.006 ,0 ,0 ,252.258 ,252.258 ,159.794 ,87.110 ,87.110 ,0 ,0 ,0 ,0 ,72.684 ,1.072 ,71.612 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.427.082 ,1.427.082 ,1.274.470 ,152.612 ,0 ,0 
101.,MESTNA OBČINA MURSKA SOBOTA,11.158.600 ,9.460.015 ,7.784.560 ,5.789.079 ,5.789.079 ,1.173.677 ,848.598 ,0 ,18.227 ,306.852 ,821.804 ,91.996 ,0 ,0 ,729.807 ,0 ,0 ,1.675.455 ,410.633 ,54.160 ,0 ,41.738 ,314.735 ,32.803 ,32.803 ,32.611 ,32.611 ,17.831 ,17.831 ,1.181.577 ,1.181.577 ,346.474 ,835 ,0 ,0 ,0 ,835 ,0 ,345.639 ,0 ,345.639 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.352.112 ,1.352.112 ,958.150 ,0 ,0 ,393.962 
102.,MUTA,1.825.209 ,1.118.582 ,922.596 ,607.641 ,607.641 ,217.017 ,191.696 ,0 ,11.121 ,14.200 ,97.939 ,1.469 ,0 ,0 ,96.470 ,0 ,0 ,195.986 ,147.404 ,1.728 ,0 ,371 ,145.305 ,6.172 ,6.172 ,2.696 ,2.696 ,2.696 ,2.696 ,37.018 ,37.018 ,31.927 ,13.600 ,13.600 ,0 ,0 ,0 ,0 ,18.327 ,0 ,18.327 ,0 ,626 ,626 ,626 ,0 ,0 ,0 ,0 ,674.074 ,674.074 ,655.354 ,16.633 ,0 ,2.086 
103.,NAKLO,3.025.192 ,2.104.941 ,1.827.429 ,1.363.837 ,1.363.837 ,283.705 ,236.288 ,0 ,15.440 ,31.977 ,179.887 ,1.160 ,0 ,0 ,178.726 ,0 ,0 ,277.512 ,97.759 ,0 ,2.258 ,14.138 ,81.364 ,11.955 ,11.955 ,843 ,843 ,13.854 ,13.854 ,153.100 ,153.100 ,714.964 ,0 ,0 ,0 ,0 ,0 ,0 ,714.964 ,0 ,714.964 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,205.287 ,205.287 ,201.114 ,0 ,0 ,4.173 
104.,NAZARJE,1.278.509 ,749.812 ,700.472 ,450.313 ,450.313 ,176.319 ,148.560 ,0 ,6.468 ,21.290 ,73.840 ,538 ,0 ,0 ,73.302 ,0 ,0 ,49.341 ,23.381 ,0 ,0 ,2.608 ,20.773 ,4.761 ,4.761 ,0 ,0 ,0 ,0 ,21.198 ,21.198 ,66.133 ,34.318 ,34.318 ,0 ,0 ,0 ,0 ,31.814 ,0 ,31.814 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,462.565 ,462.565 ,462.565 ,0 ,0 ,0 
105.,MESTNA OBČINA NOVA GORICA,26.345.865 ,25.476.636 ,18.219.604 ,12.761.968 ,12.761.968 ,3.495.819 ,3.117.668 ,0 ,60.178 ,317.973 ,1.961.818 ,323.302 ,0 ,0 ,1.638.516 ,0 ,0 ,7.257.031 ,6.376.060 ,188.829 ,74.812 ,135.391 ,5.977.028 ,86.864 ,86.864 ,26.173 ,26.173 ,5.396 ,5.396 ,762.540 ,762.540 ,322.467 ,212.519 ,211.242 ,1.277 ,0 ,0 ,0 ,109.948 ,52.562 ,57.386 ,0 ,2.562 ,2.562 ,0 ,2.562 ,0 ,0 ,0 ,544.200 ,544.200 ,255.663 ,260.370 ,0 ,28.167 
106.,MESTNA OBČINA NOVO MESTO,22.995.084 ,21.617.096 ,18.695.639 ,13.858.609 ,13.858.609 ,3.453.756 ,2.909.272 ,134 ,82.962 ,461.388 ,1.383.275 ,72.772 ,0 ,0 ,1.310.503 ,0 ,0 ,2.921.457 ,432.269 ,0 ,0 ,36.396 ,395.873 ,64.714 ,64.714 ,101.118 ,101.118 ,235.762 ,235.762 ,2.087.594 ,2.087.594 ,1.048.569 ,97.471 ,97.471 ,0 ,0 ,0 ,0 ,951.097 ,0 ,951.097 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,329.419 ,329.419 ,329.419 ,0 ,0 ,0 
107.,ODRANCI,1.042.631 ,318.310 ,187.001 ,152.684 ,152.684 ,10.411 ,8.224 ,0 ,1.413 ,773 ,23.907 ,205 ,0 ,0 ,23.703 ,0 ,0 ,131.309 ,9.745 ,378 ,0 ,9.172 ,195 ,2.566 ,2.566 ,31 ,31 ,0 ,0 ,118.967 ,118.967 ,5.738 ,945 ,945 ,0 ,0 ,0 ,0 ,4.793 ,1.302 ,3.491 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,718.583 ,718.583 ,718.583 ,0 ,0 ,0 
108.,OPLOTNICA,1.779.857 ,714.217 ,670.727 ,557.094 ,557.094 ,54.498 ,45.931 ,0 ,4.027 ,4.540 ,59.135 ,455 ,0 ,0 ,58.680 ,0 ,0 ,43.490 ,30.024 ,0 ,129 ,513 ,29.382 ,6.201 ,6.201 ,159 ,159 ,576 ,576 ,6.531 ,6.531 ,89.063 ,38.988 ,38.988 ,0 ,0 ,0 ,0 ,50.075 ,0 ,50.075 ,0 ,3.338 ,3.338 ,3.338 ,0 ,0 ,0 ,0 ,973.239 ,973.239 ,957.027 ,0 ,0 ,16.212 
109.,ORMOŽ,10.656.560 ,6.206.760 ,4.245.184 ,2.520.823 ,2.520.823 ,1.052.867 ,984.356 ,0 ,7.240 ,61.271 ,671.495 ,38.128 ,0 ,0 ,633.367 ,0 ,0 ,1.961.576 ,235.307 ,40.035 ,0 ,25.129 ,170.143 ,34.460 ,34.460 ,16.800 ,16.800 ,62.961 ,62.961 ,1.612.047 ,1.612.047 ,119.400 ,90.423 ,90.423 ,0 ,0 ,0 ,0 ,28.977 ,793 ,28.184 ,0 ,105.433 ,459 ,459 ,0 ,104.974 ,0 ,104.974 ,4.224.967 ,4.224.967 ,4.140.436 ,0 ,0 ,84.531 
110.,OSILNICA,292.935 ,94.663 ,74.933 ,60.516 ,60.516 ,7.958 ,4.565 ,0 ,709 ,2.683 ,6.460 ,0 ,0 ,0 ,6.460 ,0 ,0 ,19.730 ,755 ,0 ,0 ,259 ,497 ,1.077 ,1.077 ,0 ,0 ,15.774 ,15.774 ,2.124 ,2.124 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.756 ,3.756 ,3.756 ,0 ,0 ,0 ,0 ,194.517 ,194.517 ,194.517 ,0 ,0 ,0 
111.,PESNICA,5.126.811 ,3.003.701 ,2.630.646 ,1.101.248 ,1.101.248 ,1.269.275 ,1.211.964 ,4 ,6.823 ,50.484 ,260.124 ,759 ,0 ,0 ,259.364 ,0 ,0 ,373.055 ,69.897 ,0 ,2.675 ,40.594 ,26.627 ,10.987 ,10.987 ,2.838 ,2.838 ,0 ,0 ,289.334 ,289.334 ,75.342 ,1.156 ,1.156 ,0 ,0 ,0 ,0 ,74.186 ,0 ,74.186 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.047.767 ,2.047.767 ,2.047.767 ,0 ,0 ,0 
112.,PIRAN,20.063.287 ,12.871.582 ,9.364.213 ,5.729.244 ,5.729.244 ,1.922.663 ,941.696 ,1.836 ,89.159 ,889.972 ,1.712.306 ,59.765 ,0 ,0 ,1.652.541 ,0 ,0 ,3.507.369 ,1.195.351 ,0 ,868 ,181.731 ,1.012.752 ,53.568 ,53.568 ,55.262 ,55.262 ,28.697 ,28.697 ,2.174.491 ,2.174.491 ,6.761.697 ,347.279 ,346.737 ,0 ,0 ,542 ,0 ,6.414.417 ,0 ,6.414.417 ,0 ,46.115 ,709 ,0 ,709 ,45.406 ,45.406 ,0 ,383.893 ,383.893 ,363.587 ,18.219 ,0 ,2.086 
113.,PIVKA,3.499.691 ,2.148.310 ,1.879.386 ,1.290.586 ,1.290.586 ,304.866 ,247.734 ,8 ,26.031 ,31.092 ,283.934 ,1.794 ,0 ,0 ,282.140 ,0 ,0 ,268.924 ,127.162 ,29 ,0 ,864 ,126.269 ,10.403 ,10.403 ,100 ,100 ,8.851 ,8.851 ,122.409 ,122.409 ,218.766 ,43.837 ,41.729 ,2.107 ,0 ,0 ,0 ,174.929 ,0 ,174.929 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.132.616 ,1.132.616 ,1.082.415 ,0 ,0 ,50.200 
114.,PODČETRTEK,1.879.523 ,957.799 ,817.614 ,414.710 ,414.710 ,123.068 ,92.681 ,0 ,4.711 ,25.676 ,279.836 ,63 ,0 ,0 ,279.774 ,0 ,0 ,140.185 ,38.671 ,0 ,0 ,6.927 ,31.743 ,8.166 ,8.166 ,5.366 ,5.366 ,0 ,0 ,87.982 ,87.982 ,3.480 ,0 ,0 ,0 ,0 ,0 ,0 ,3.480 ,0 ,3.480 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,918.244 ,918.244 ,884.890 ,0 ,0 ,33.354 
115.,PODLEHNIK,2.278.989 ,940.248 ,849.003 ,194.909 ,194.909 ,21.203 ,12.031 ,0 ,1.748 ,7.424 ,632.891 ,24.800 ,0 ,0 ,608.091 ,0 ,0 ,91.245 ,20.769 ,0 ,0 ,209 ,20.560 ,5.229 ,5.229 ,505 ,505 ,0 ,0 ,64.743 ,64.743 ,132.236 ,132.236 ,132.236 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.206.506 ,1.206.506 ,571.173 ,9.393 ,0 ,625.939 
116.,PODVELKA,1.608.897 ,931.472 ,836.217 ,335.800 ,335.800 ,440.694 ,431.218 ,0 ,676 ,8.801 ,59.723 ,234 ,0 ,0 ,59.489 ,0 ,0 ,95.255 ,74.562 ,0 ,1.815 ,25.184 ,47.563 ,4.907 ,4.907 ,29 ,29 ,0 ,0 ,15.757 ,15.757 ,12.878 ,159 ,0 ,104 ,54 ,0 ,9.210 ,3.509 ,0 ,3.509 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,664.547 ,664.547 ,662.882 ,1.665 ,0 ,0 
117.,POLZELA,2.299.036 ,1.536.438 ,1.401.690 ,1.066.224 ,1.066.224 ,135.733 ,102.057 ,0 ,1.903 ,31.773 ,199.733 ,1.531 ,0 ,0 ,198.201 ,0 ,0 ,134.748 ,69.521 ,14.109 ,3.242 ,1.678 ,50.492 ,6.977 ,6.977 ,300 ,300 ,5.817 ,5.817 ,52.132 ,52.132 ,13.704 ,0 ,0 ,0 ,0 ,0 ,0 ,13.704 ,0 ,13.704 ,0 ,626 ,626 ,626 ,0 ,0 ,0 ,0 ,748.268 ,748.268 ,734.372 ,12.748 ,0 ,1.148 
118.,POSTOJNA,6.659.493 ,6.045.506 ,5.359.256 ,3.977.508 ,3.977.508 ,812.548 ,580.283 ,0 ,32.899 ,199.366 ,569.200 ,47.513 ,0 ,0 ,521.687 ,0 ,0 ,686.250 ,443.294 ,0 ,492 ,22.905 ,419.897 ,21.795 ,21.795 ,1.097 ,1.097 ,3.568 ,3.568 ,216.496 ,216.496 ,105.546 ,1.006 ,1.006 ,0 ,0 ,0 ,0 ,104.540 ,0 ,104.540 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,508.442 ,508.442 ,266.642 ,27.120 ,0 ,214.680 
119.,PREBOLD,2.261.350 ,1.299.074 ,1.125.317 ,870.184 ,870.184 ,114.067 ,75.722 ,0 ,897 ,37.448 ,141.066 ,693 ,0 ,0 ,140.373 ,0 ,0 ,173.756 ,129.657 ,14.977 ,1.815 ,9.018 ,103.847 ,5.884 ,5.884 ,313 ,313 ,19.734 ,19.734 ,18.169 ,18.169 ,228.138 ,71.900 ,71.900 ,0 ,0 ,0 ,0 ,156.239 ,0 ,156.239 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,734.139 ,734.139 ,734.139 ,0 ,0 ,0 
120.,PREDDVOR,1.855.817 ,1.054.373 ,1.001.340 ,742.785 ,742.785 ,130.404 ,96.900 ,0 ,7.290 ,26.214 ,128.151 ,259 ,0 ,0 ,127.892 ,0 ,0 ,53.034 ,22.192 ,0 ,1.632 ,6.789 ,13.771 ,5.479 ,5.479 ,2.024 ,2.024 ,2.174 ,2.174 ,21.165 ,21.165 ,13.253 ,0 ,0 ,0 ,0 ,0 ,0 ,13.253 ,2.821 ,0 ,10.432 ,1.481 ,1.481 ,1.481 ,0 ,0 ,0 ,0 ,786.709 ,786.709 ,786.709 ,0 ,0 ,0 
121.,PREVALJE,3.663.900 ,2.454.453 ,1.882.916 ,1.275.630 ,1.275.630 ,296.228 ,247.346 ,0 ,697 ,48.185 ,311.058 ,11.400 ,0 ,0 ,299.658 ,0 ,0 ,571.536 ,504.165 ,0 ,2.262 ,82.115 ,419.788 ,11.200 ,11.200 ,1.360 ,1.360 ,2.679 ,2.679 ,52.132 ,52.132 ,31.422 ,192 ,192 ,0 ,0 ,0 ,0 ,31.230 ,0 ,31.230 ,0 ,110.098 ,110.098 ,2.233 ,107.866 ,0 ,0 ,0 ,1.067.927 ,1.067.927 ,1.020.460 ,39.117 ,0 ,8.350 
122.,MESTNA OBČINA PTUJ,16.331.781 ,12.988.888 ,10.206.084 ,5.911.847 ,5.911.847 ,3.664.630 ,3.436.442 ,0 ,10.140 ,218.048 ,629.607 ,48.656 ,0 ,0 ,580.951 ,0 ,0 ,2.782.803 ,1.426.335 ,0 ,267 ,132.712 ,1.293.357 ,53.309 ,53.309 ,35.482 ,35.482 ,3.113 ,3.113 ,1.264.564 ,1.264.564 ,2.173.126 ,292.263 ,292.109 ,154 ,0 ,0 ,0 ,1.880.863 ,0 ,1.880.863 ,0 ,16.304 ,0 ,0 ,0 ,16.304 ,16.304 ,0 ,1.153.464 ,1.153.464 ,696.265 ,457.198 ,0 ,0 
123.,PUCONCI,4.658.760 ,1.550.481 ,1.151.657 ,798.494 ,798.494 ,96.114 ,71.137 ,0 ,6.386 ,18.591 ,257.049 ,568 ,0 ,0 ,256.481 ,0 ,0 ,398.824 ,38.599 ,3.009 ,0 ,7.728 ,27.862 ,12.695 ,12.695 ,662 ,662 ,26.768 ,26.768 ,320.100 ,320.100 ,42.314 ,17.214 ,17.214 ,0 ,0 ,0 ,0 ,25.101 ,1.412 ,23.689 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.065.964 ,3.065.964 ,1.946.166 ,833.380 ,0 ,286.418 
124.,RAČE - FRAM,3.266.141 ,2.500.734 ,1.948.118 ,1.204.962 ,1.204.962 ,543.791 ,498.473 ,67 ,2.391 ,42.860 ,199.366 ,2.750 ,0 ,0 ,196.616 ,0 ,0 ,552.616 ,72.630 ,10.658 ,0 ,10.666 ,51.306 ,10.528 ,10.528 ,1.665 ,1.665 ,228.397 ,228.397 ,239.397 ,239.397 ,8.542 ,0 ,0 ,0 ,0 ,0 ,0 ,8.542 ,0 ,8.542 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,756.864 ,756.864 ,753.735 ,3.130 ,0 ,0 
